algorithm,dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score,norm_calinski_harabasz_score
mddbscan,2d4c,0.991024196,0.986424419,0.998841251,0.512553329,728.4592697,0.709092519,0.585105832,0.884851271
mddbscan,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
mddbscan,aggregation,0.808943417,0.888231081,0.827411168,0.371507694,666.0819856,0.672829682,0.597789489,0.906096384
mddbscan,compound,0.943778639,0.95107828,0.904761905,0.167855756,382.0232517,6.201629092,0.138857471,0.893864244
mddbscan,D1,0.668561672,0.705103893,0.937,0.306212551,531.3208261,5.392233539,0.156439841,0.783304781
mddbscan,D2,0.908741092,0.871166017,0.976,0.308834026,815.8509166,2.298760582,0.303144158,0.822055063
mddbscan,D3,0.909045189,0.862577798,0.969,0.568204382,1712.058389,1.857466114,0.349960405,0.910244283
mddbscan,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
mddbscan,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
mddbscan,ecoli,0.338480233,0.392083901,0.693452381,-0.033561631,33.15151699,1.965384627,0.337224383,0.667579249
mddbscan,elly2d10c13s,0.292049605,0.482478439,0.678826896,-0.093023571,302.2232267,1.691223843,0.371578159,0.712752708
mddbscan,glass,0.244514371,0.340295135,0.495327103,0.472103201,66.78091547,1.84602821,0.351366862,0.850533986
mddbscan,ionosphere,0.578212938,0.417885585,0.897435897,-0.1107014,8.029136735,4.110827233,0.195663041,0.279263257
mddbscan,s1,0.897041804,0.921203776,0.9694,0.498172146,5146.7031,1.981882577,0.335358611,0.852170559
mddbscan,s2,0.512135212,0.76596925,0.7122,0.160256828,1530.792525,3.296364803,0.232754909,0.77133854
mddbscan,sonar,0.062707479,0.159017255,0.711538462,0.047279103,16.16787808,2.439874354,0.290708293,0.762686377
mddbscan,statlog,0.393777105,0.597090344,0.725974026,0.081963449,353.1317009,2.193908417,0.313096016,0.794569916
mddbscan,unbalance,0.973646167,0.939169507,0.945692308,0.779158292,11911.64211,1.16510173,0.461872062,0.837558304
mddbscan,wdbc,0.105486112,0.071039556,0.688927944,0.28920701,44.94710304,2.376316402,0.296180772,0.6520574
mddbscan,wine,0.37155748,0.517000355,0.882022472,0.050217743,15.39049344,2.078105568,0.324875147,0.642207979
mddbscan,yeast,0.011731039,0.045352546,0.318733154,0.581811195,105.6120951,1.432653577,0.411073738,0.551341532
meanshift,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
meanshift,2d20c,0.977361339,0.980428605,0.986816084,0.658819512,5973.936269,0.484999202,0.673401035,0.999982389
meanshift,2d4c,0.918120559,0.90617409,0.974507532,0.540374279,971.2744379,0.571648795,0.636274467,0.923364823
meanshift,3spiral,0.135663404,0.450911721,0.990384615,0.446608686,309.8004257,0.665328996,0.600481948,0.987279948
meanshift,aggregation,0.913000227,0.905471058,0.934010152,0.473785166,1179.813472,0.710320571,0.584685712,0.985555137
meanshift,compound,0.771998981,0.799871111,0.794486216,0.572741603,687.4018079,0.640474905,0.609579578,0.981756193
meanshift,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
meanshift,D2,0.724372735,0.702392009,0.894,0.505555131,2454.143728,0.732682371,0.577139825,0.956844172
meanshift,D3,0.869370277,0.84734777,0.954,0.641619341,3554.028571,0.575159662,0.634856278,0.999449664
meanshift,D4,0.583278969,0.476340414,0.882,0.498881026,1394.141785,0.807461242,0.553262209,0.876242121
meanshift,D5,0.137894447,0.404271755,1,0.444331531,1153.331393,0.622301978,0.616408051,0.934061227
meanshift,ecoli,0.67941259,0.661923597,0.776785714,0.378876696,80.95513496,0.632741365,0.612466874,0.828606917
meanshift,elly2d10c13s,0.385887523,0.528452097,0.55758226,0.397561305,2204.372451,0.76098688,0.567863402,0.95973883
meanshift,glass,0.255615623,0.37252373,0.593457944,0.306506202,31.91406222,0.564711317,0.639095525,0.708387888
meanshift,ionosphere,0.128690593,0.15191823,0.971509972,0.14646583,31.62951239,0.373905668,0.727852009,0.425818915
meanshift,s1,0.994962549,0.994657235,0.9976,0.711553279,22674.75684,0.365553588,0.73230374,1
meanshift,s2,0.960976341,0.965808814,0.9814,0.626388424,13477.24407,0.464927883,0.68262746,0.999964468
meanshift,sonar,0.004926559,0.034445419,1,0.05040982,20.60258458,0.249611004,0.800249035,0.820133795
meanshift,statlog,0.469663818,0.646556481,0.566233766,0.381719697,1434.176661,1.011452897,0.497153078,0.983623264
meanshift,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
meanshift,wdbc,0.579368431,0.418968995,0.950790861,0.116520192,26.67994273,0.859362642,0.537818701,0.568568856
meanshift,wine,0.809988432,0.781343602,0.97752809,0.218367359,26.975479,1.065143775,0.484227787,0.757009369
meanshift,yeast,0.119260868,0.205396207,0.621293801,0.050906622,43.21106681,0.883718611,0.530864851,0.449147427
n2d,2d10c,0.908075597,0.956263598,0.968561873,0.680823765,29682.14383,0.60639188,0.622513107,0.955718282
n2d,2d20c,0.960342788,0.979740345,0.980883322,0.636284319,5335.137703,0.498126607,0.667500327,0.986981487
n2d,2d4c,0.995874256,0.992967496,0.998841251,0.536528478,930.4000382,0.569219408,0.637259516,0.917607215
n2d,3spiral,-0.004112272,-0.00377001,0.362179487,0.363326266,224.2367608,0.892984176,0.528266434,0.932128282
n2d,aggregation,0.912547277,0.928431376,0.954314721,0.471872574,1176.199093,0.760864059,0.56790301,0.985128443
n2d,compound,0.5466488,0.719643694,0.827067669,0.328867677,510.9550253,1.089484555,0.478586931,0.93734824
n2d,D1,0.967465643,0.951036565,0.989,0.650229561,3014.889899,0.492517403,0.670008938,0.999474518
n2d,D2,0.991004514,0.981374849,0.997,0.472693002,1919.585956,0.884816339,0.530555672,0.926759755
n2d,D3,0.949945508,0.92903503,0.983,0.628867278,3284.436609,0.580745301,0.632612983,0.989812527
n2d,D4,0.64606173,0.537138954,0.902,0.49053462,1345.128949,0.820012191,0.549446869,0.87191783
n2d,D5,0.137520782,0.101636018,0.686,0.255103876,311.7676436,1.607965294,0.383440686,0.761413091
n2d,ecoli,0.39788412,0.51511315,0.785714286,0.139298965,84.63613055,2.003108574,0.332988294,0.836749335
n2d,elly2d10c13s,0.440160984,0.58984698,0.657010014,0.32381761,2014.204045,0.924424857,0.519635774,0.948503197
n2d,glass,0.193183736,0.30194121,0.598130841,0.064987988,47.93326831,2.211292477,0.311401097,0.786157064
n2d,ionosphere,0.13269957,0.104070731,0.683760684,0.279181312,113.4611202,1.527128304,0.395706066,0.575235689
n2d,s1,0.989363786,0.990061207,0.995,0.708516287,22254.9607,0.368954606,0.730484412,0.998136854
n2d,s2,0.931757129,0.950791997,0.9668,0.610203176,12526.37933,0.484964942,0.673416572,0.992271468
n2d,sonar,0.102562917,0.075486481,0.663461538,0.092156418,20.94005529,3.028523019,0.248229933,0.824031917
n2d,statlog,0.685829421,0.761732625,0.804761905,0.267263874,1140.77658,1.584479628,0.386925085,0.952703159
n2d,unbalance,0.688345516,0.789159832,0.945384615,0.475267935,7346.267971,0.961824949,0.509729474,0.794435708
n2d,wdbc,0.749082819,0.631656125,0.933216169,0.371937438,358.5155781,1.15720797,0.463562166,0.997399176
n2d,wine,0.740403318,0.722229509,0.91011236,0.266880449,74.29616225,1.398827606,0.416870307,0.974721153
n2d,yeast,0.096074087,0.201793638,0.483153639,0.059208347,137.7651884,2.20903692,0.311619973,0.582149827
optics,2d10c,0.999239043,0.998861865,0.999665552,0.836120416,47441.59231,0.2290132,0.813660911,0.999236195
optics,2d20c,0.818600899,0.942044237,0.887936717,0.506598287,846.0281922,2.001958797,0.333115831,0.775435362
optics,2d4c,0.995874256,0.992967496,0.998841251,0.536528478,930.4000382,0.569219408,0.637259516,0.917607215
optics,3spiral,0.995107676,0.991736936,1,-0.076959217,4.766862575,4.584844604,0.179056012,0.328735091
optics,aggregation,0.984045985,0.977372775,0.992385787,0.474805315,1121.246159,0.547936202,0.646021456,0.978474651
optics,compound,0.918559335,0.917663716,0.864661654,0.447134462,340.0290342,1.556749248,0.391121656,0.876468625
optics,D1,0.836596589,0.846538477,0.94,0.56296825,1658.525592,0.6558276,0.603927607,0.924988761
optics,D2,0.949271383,0.924808736,0.983,0.466508049,1912.333518,0.928355037,0.518576704,0.926296267
optics,D3,0.958651107,0.937134786,0.986,0.622069075,3092.425797,0.590147149,0.628872618,0.98245374
optics,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
optics,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
optics,ecoli,0.506812314,0.515840211,0.675595238,0.332997594,126.2386382,1.576111448,0.388181963,0.91029792
optics,elly2d10c13s,0.085843052,0.305803394,0.304363376,0.317949509,880.9680716,0.788318847,0.559184399,0.845576969
optics,glass,0.250255341,0.376165431,0.5,0.462332144,77.2027681,1.565626486,0.389768349,0.878895986
optics,ionosphere,0.384027893,0.358552871,0.877492877,0.205397599,32.21884706,2.220247924,0.310535097,0.427923242
optics,s1,0.925415066,0.948340279,0.9604,0.651242039,7280.949917,1.021525263,0.494675985,0.886749064
optics,s2,0.717278952,0.865257871,0.885,0.476042391,2093.760744,1.124854871,0.470620377,0.804235514
optics,sonar,0.015416631,0.177277212,0.716346154,-0.026698449,6.55280774,1.568453384,0.389339361,0.564523338
optics,statlog,0.210158632,0.527045216,0.413852814,0.336527831,1288.358329,0.900410994,0.526201965,0.969137028
optics,unbalance,0.998769607,0.991042065,0.984307692,0.818596942,37657.04202,0.516649866,0.659347963,0.940263841
optics,wdbc,0.320995424,0.259833479,0.783831283,0.221825839,141.3825594,1.801644056,0.356933279,0.841201237
optics,wine,0.704463813,0.70546091,0.898876404,0.228196431,60.41758256,1.506303364,0.398993998,0.929572989
optics,yeast,0.011631776,0.048604021,0.319407008,0.59351347,140.3874588,0.61309064,0.619927966,0.584340345
pgmeans,2d10c,0.993202753,0.993762677,0.999665552,0.754490558,42569.44355,0.364053737,0.733108948,0.98918028
pgmeans,2d20c,0.49333267,0.784785025,0.524060646,0.416891762,1773.440025,1.0142893,0.496453017,0.860407705
pgmeans,2d4c,1,1,1,0.535662421,928.0450806,0.569469689,0.637157893,0.917267845
pgmeans,3spiral,0.009411782,0.025651721,0.426282051,0.277309874,180.3179551,0.951275859,0.512485201,0.89502082
pgmeans,aggregation,0.659583589,0.790466049,0.842639594,0.404516414,1049.324088,0.753080258,0.57042454,0.969256505
pgmeans,compound,0.736486868,0.794434979,0.739348371,0.602071074,756.9600986,0.555260861,0.642978953,0.996195266
pgmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
pgmeans,D2,0.997001505,0.993791616,0.999,0.471500313,1903.505068,0.893851568,0.528024486,0.925729684
pgmeans,D3,0.947006067,0.916670885,0.982,0.619897462,3119.11478,0.586484347,0.63032453,0.983503487
pgmeans,D4,0.475596491,0.414176057,0.845,0.469017548,1216.682708,0.824183832,0.548190365,0.859792674
pgmeans,D5,0.051496465,0.102147072,0.623,0.244005433,361.2826792,1.60372063,0.384065782,0.780820898
pgmeans,ecoli,0.589491464,0.600757582,0.726190476,0.341301569,120.0096192,0.87558606,0.533166684,0.900959752
pgmeans,elly2d10c13s,0.392551898,0.531003913,0.518955651,0.260333803,1207.481441,1.194126929,0.455762147,0.884800937
pgmeans,glass,0.225754029,0.314109254,0.443925234,0.405664307,99.96101858,1.334133356,0.428424536,0.929671461
pgmeans,ionosphere,0.004472757,0.003176941,0.643874644,0.332826701,2.876625932,0.537564468,0.650379234,0.191923971
pgmeans,s1,0.68021739,0.887988141,0.7248,0.459176448,4836.497751,0.767651135,0.565722489,0.845974531
pgmeans,s2,0.789299465,0.896546057,0.847,0.457037439,5584.637256,4.206332265,0.192073796,0.907341598
pgmeans,sonar,-0.002332625,-0.001589828,0.533653846,0.198542562,2.31322926,0.651042183,0.605678044,0.384462506
pgmeans,statlog,0.358538335,0.572302932,0.427705628,0.324979436,816.6865136,1.361103726,0.423530737,0.907577328
pgmeans,unbalance,0.988443199,0.953995875,0.938461538,0.816549147,14128.53551,0.410060461,0.709189448,0.852787494
pgmeans,wdbc,0.826257488,0.718779732,0.956063269,0.315252534,117.9747307,0.82896241,0.546758093,0.811006666
pgmeans,wine,0.459965407,0.575322552,0.651685393,-0.005478508,14.43461528,0.988251464,0.50295449,0.629495271
pgmeans,yeast,0.002979507,0.017692953,0.312668464,0.63398095,140.4771704,0.613210829,0.61988178,0.58441457
projectedDipMeans,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
projectedDipMeans,2d20c,0.975184846,0.978962053,0.985497693,0.658785395,5974.851466,0.486919931,0.672531169,1
projectedDipMeans,2d4c,0.710237629,0.847723841,0.994206257,0.598459681,1481.059538,0.559825873,0.6410972,0.97988812
projectedDipMeans,3spiral,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,aggregation,0.811338603,0.879352952,0.903553299,0.517875325,1091.546526,0.568388744,0.637597027,0.974741733
projectedDipMeans,compound,0.763590146,0.806157054,0.832080201,0.546232152,585.5773897,0.701811054,0.587609299,0.957749939
projectedDipMeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
projectedDipMeans,D2,0.524079309,0.620794551,0.657,0.636674895,2648.907478,0.491093645,0.67064869,0.966197624
projectedDipMeans,D3,0.840956152,0.825056596,0.943,0.641449044,3569.878425,0.57713124,0.634062642,0.999993281
projectedDipMeans,D4,0.344271764,0.541468484,0.995,0.498760685,1538.90983,0.683976134,0.593832644,0.888180372
projectedDipMeans,D5,0.195255358,0.452482699,1,0.457505698,978.5598222,0.74769138,0.572183402,0.912336816
projectedDipMeans,ecoli,0.676769736,0.634908792,0.75297619,0.409588179,187.5363112,1.093546914,0.477658271,0.983567404
projectedDipMeans,elly2d10c13s,0.370572078,0.557546472,0.625178827,0.392201245,2756.361683,0.784191196,0.560478049,0.987572892
projectedDipMeans,glass,0.248045148,0.376655004,0.574766355,0.304259248,61.29139491,1.182548176,0.458180035,0.833813106
projectedDipMeans,ionosphere,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,s1,0.994962549,0.994657235,0.9976,0.711553279,22674.75684,0.365553588,0.73230374,1
projectedDipMeans,s2,0.957723622,0.963724301,0.9798,0.626304502,13481.79928,0.465377125,0.682418187,1
projectedDipMeans,sonar,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,statlog,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
projectedDipMeans,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,wine,-1,-1,-1,-1,-1,-1,-1,-1
projectedDipMeans,yeast,-1,-1,-1,-1,-1,-1,-1,-1
rock,2d10c,1,1,1,0.836521479,47576.83587,0.2287864,0.81381109,0.999500364
rock,2d20c,0.98841429,0.988840018,0.993408042,0.652380167,5740.753829,0.495199596,0.668807029,0.995405166
rock,2d4c,0.997075228,0.993599183,0.998841251,0.535112952,924.596307,0.569987364,0.636947802,0.916769294
rock,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
rock,aggregation,0.992726415,0.98808925,0.996192893,0.473021088,1140.789284,0.542801109,0.648171689,0.980877545
rock,compound,0.829290632,0.842727451,0.904761905,0.48502799,506.7134788,0.835620951,0.54477478,0.936101
rock,D1,0.944207095,0.925913135,0.981,0.639936402,2884.722173,0.503209884,0.665243098,0.993972555
rock,D2,0.566531944,0.722155273,0.666,0.507447465,1276.48405,0.444045502,0.692498954,0.876814393
rock,D3,0.907378636,0.877013013,0.968,0.635940511,3415.450671,0.579711434,0.633027006,0.994590848
rock,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
rock,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
rock,ecoli,0.239982199,0.216047636,0.949404762,-0.044302933,18.70611093,0.49694273,0.668028228,0.568325911
rock,elly2d10c13s,0.583245657,0.68190886,0.720314735,0.310277634,2011.76363,0.863655265,0.536579924,0.948352222
rock,glass,0.24640384,0.338533616,0.626168224,0.064003413,18.90091829,0.40307882,0.712718335,0.611083046
rock,ionosphere,5.58E-05,0.00140023,1,0.008444455,3847.241745,0.030696884,0.970217351,1
rock,s1,0.988415842,0.988184875,0.9946,0.708065993,22188.63615,0.367119248,0.731465087,0.99783928
rock,s2,0.938833092,0.947151739,0.9706,0.608726207,12398.23683,0.482870834,0.674367569,0.991190326
rock,sonar,-1,-1,-1,-1,-1,-1,-1,-1
rock,statlog,0.167763889,0.365806019,0.972727273,0.084160239,65.36248003,0.539268418,0.649659272,0.569640843
rock,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
rock,wdbc,0.003162572,0.02123715,1,0.005834039,21.25243418,0.373938832,0.72783444,0.533028929
rock,wine,-1,-1,-1,-1,-1,-1,-1,-1
rock,yeast,0.00092822,0.026616196,0.959568733,0.09427986,110.6008001,0.253379619,0.797842876,0.556681767
skinnydip,2d10c,0.98505817,0.983240677,0.99632107,0.784668723,38247.78344,0.38796921,0.720477078,0.979246122
skinnydip,2d20c,0.866081834,0.918836277,0.943968359,0.543115129,2929.821979,0.77712733,0.562705881,0.918088939
skinnydip,2d4c,1,1,1,0.535662421,928.0450806,0.569469689,0.637157893,0.917267845
skinnydip,3spiral,0.129063883,0.300333395,0.733974359,0.068670465,64.94031666,2.12426422,0.320075362,0.722756228
skinnydip,aggregation,0.771340518,0.854068798,0.855329949,0.533128598,1138.349208,0.573124878,0.635677443,0.980579784
skinnydip,compound,0.740208347,0.804147995,0.739348371,0.599657835,743.4556894,0.558573082,0.641612518,0.993498442
skinnydip,D1,0.970377599,0.95437872,0.99,0.650430303,3017.15094,0.492179421,0.670160696,0.999567977
skinnydip,D2,0.563243861,0.71806112,0.665,0.634468264,2542.920208,0.486286359,0.672817855,0.961196328
skinnydip,D3,0.902023671,0.863526217,0.966,0.602465613,2809.580446,0.607229026,0.622188863,0.970736743
skinnydip,D4,0.375358104,0.567297527,0.999,0.387753254,1110.897774,0.725261972,0.579622119,0.848805166
skinnydip,D5,0.615909169,0.629663526,0.987,0.126256376,185.9494268,2.132009649,0.319283818,0.693534781
skinnydip,ecoli,0.665675913,0.569590565,0.767857143,0.299908072,111.3036423,1.445102051,0.408980885,0.887076451
skinnydip,elly2d10c13s,0.153847482,0.383477902,0.36981402,0.345812268,825.3578804,1.336397361,0.428009386,0.837467892
skinnydip,glass,0.17207352,0.228817008,0.434579439,0.528556747,138.1998306,1.013807001,0.496571916,0.993694446
skinnydip,ionosphere,0.053239667,0.045510135,0.620192308,0.131421136,32.16551124,2.405500468,0.293642597,0.427734294
skinnydip,s1,0.872033579,0.920282939,0.9708,0.499424395,12237.07872,0.876829133,0.532813554,0.938508268
skinnydip,s2,0.815066328,0.888921213,0.9224,0.497182127,9243.617315,0.833829901,0.545306846,0.960318689
skinnydip,sonar,0.053239667,0.045510135,0.620192308,0.131421136,32.16551124,2.405500468,0.293642597,0.928803867
skinnydip,statlog,0.464294233,0.637189254,0.820779221,0.027702222,337.141239,2.932360037,0.254300214,0.788336193
skinnydip,unbalance,0.999839372,0.996309926,0.998923077,0.830656427,64722.29637,0.361922211,0.734256327,0.988593071
skinnydip,wdbc,0.084125572,0.165823779,0.65202109,0.019889321,39.71664974,2.836815544,0.260632806,0.632046655
skinnydip,wine,0.396841043,0.492424851,0.595505618,0.277202033,70.31755703,1.404219513,0.415935398,0.962678149
skinnydip,yeast,0.019686198,0.116315101,0.437331536,-0.117494548,16.16528668,8.18238797,0.108904133,0.341692923
somsc,2d10c,0.72856178,0.859458297,0.840802676,0.612195528,15647.50088,0.666656312,0.600003728,0.896308288
somsc,2d20c,0.869971729,0.942599085,0.917600527,0.602374208,4181.720559,0.543684343,0.647800831,0.958980293
somsc,2d4c,0.404550459,0.667048973,0.757821553,0.483515697,934.4231453,0.670847612,0.598498626,0.918185001
somsc,3spiral,0.044329128,0.03937845,0.477564103,0.246304744,134.9113775,1.134649474,0.468460987,0.845777145
somsc,aggregation,0.531862213,0.7287312,0.841370558,0.275946189,451.7932527,1.003975248,0.499008159,0.852217536
somsc,compound,0.515404063,0.679775779,0.784461153,0.450926954,551.6746336,0.709697106,0.584898925,0.948822755
somsc,D1,0.982117217,0.968777199,0.994,0.649746747,3009.38482,0.491311479,0.670550729,0.999246677
somsc,D2,0.569811388,0.599375264,0.807,0.501395429,2582.146659,0.733488509,0.576871433,0.963071204
somsc,D3,0.843390184,0.826305652,0.944,0.63840255,3522.891202,0.577936451,0.633739083,0.998374626
somsc,D4,0.495110605,0.394750158,0.852,0.499899553,1412.755863,0.804708064,0.55410624,0.87784474
somsc,D5,-0.000743036,-0.000538176,0.508,0.286980361,424.600894,1.366535842,0.422558569,0.80210144
somsc,ecoli,0.426408416,0.581457634,0.806547619,0.267435152,154.5037158,1.166992464,0.461469071,0.947653377
somsc,elly2d10c13s,0.052607018,0.134282866,0.266809728,-0.071343183,116.4157303,25.23727008,0.038113721,0.595132372
somsc,glass,0.133629526,0.248951717,0.528037383,0.302854024,75.79136572,1.271336339,0.44026945,0.875281343
somsc,ionosphere,0.228442134,0.162433806,0.740740741,0.279373285,101.6313667,1.652725373,0.376970798,0.562142348
somsc,s1,0.848360515,0.945985793,0.8744,0.609417407,10906.02598,0.628872286,0.613921674,0.927028155
somsc,s2,0.166230238,0.39300927,0.3092,-0.08378716,679.6378689,6.424874638,0.134682409,0.686121673
somsc,sonar,-0.00027995,-7.91E-05,0.533653846,0.156007753,42.2821067,2.136229866,0.318854179,0.997023492
somsc,statlog,0.49894747,0.604174535,0.664935065,0.331433516,1420.235116,1.1965109,0.455267488,0.982303399
somsc,unbalance,0.998520276,0.987419916,0.984461538,0.822369521,46645.09455,0.474090351,0.678384469,0.959364591
somsc,wdbc,0.779598877,0.681161563,0.942003515,0.379885714,359.6052893,1.142170638,0.46681622,0.997910466
somsc,wine,0.847223555,0.811913254,0.949438202,0.296244333,82.78350132,1.316987556,0.431594895,0.998439932
somsc,yeast,0.068022229,0.155136366,0.435983827,0.007710884,106.1241069,3.297154543,0.232712133,0.551900902
specialK,2d10c,0.959558165,0.978882891,0.968561873,0.800416312,31765.26123,0.263127352,0.79168581,0.962012472
specialK,2d20c,0.893999489,0.956321289,0.89848385,0.605443835,3220.222805,0.540250163,0.649245184,0.92895039
specialK,2d4c,0.995874256,0.992967496,0.998841251,0.536528478,930.4000382,0.569219408,0.637259516,0.917607215
specialK,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
specialK,aggregation,0.989800567,0.984922357,0.994923858,0.476298754,1156.753943,0.546128579,0.646776739,0.982810153
specialK,compound,0.740208347,0.804147995,0.739348371,0.599657835,743.4556894,0.558573082,0.641612518,0.993498442
specialK,D1,0.979168693,0.96516123,0.993,0.651163973,3024.85726,0.490954534,0.670711264,0.999885986
specialK,D2,0.988019545,0.975170581,0.996,0.468986368,1735.695517,0.888219163,0.52959954,0.914430051
specialK,D3,0.955759971,0.932221904,0.985,0.621280846,3083.046721,0.590521551,0.628724584,0.982082685
specialK,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
specialK,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
specialK,ecoli,0.674062507,0.639404957,0.758928571,0.418875706,198.4295949,0.849913259,0.540565886,0.994047579
specialK,elly2d10c13s,0.241709812,0.492173406,0.623390558,0.18899611,1375.64563,2.114015763,0.321128753,0.901029174
specialK,glass,0.218749704,0.280254298,0.453271028,0.48652797,106.3846458,1.195987442,0.45537601,0.941953432
specialK,ionosphere,0.215092837,0.132866783,0.740740741,0.250452331,12.21120103,5.050955387,0.165263159,0.321481218
specialK,s1,0.985964771,0.989237944,0.9932,0.703608325,21217.20149,0.368777048,0.73057917,0.993375876
specialK,s2,0.719487154,0.902306211,0.7392,0.506165109,5593.319898,0.607361791,0.622137471,0.90750491
specialK,sonar,0.001141647,0.00452132,0.538461538,0.170094826,25.88649219,2.764093052,0.265668246,0.875389935
specialK,statlog,0.236026635,0.573480889,0.427272727,0.362591139,1514.166033,0.888087407,0.529636497,0.990956772
specialK,unbalance,0.988443199,0.953995875,0.938461538,0.816549147,14128.53551,0.410060461,0.709189448,0.852787494
specialK,wdbc,0.340642831,0.248856247,0.796133568,0.32454455,161.5731077,1.638162006,0.379051778,0.86351976
specialK,wine,-1,-1,-1,-1,-1,-1,-1,-1
specialK,yeast,0.072070145,0.077445981,0.324123989,0.213984464,70.72807394,4.009460348,0.199622301,0.50516922
spectral,2d10c,0.98749806,0.988664171,0.994983278,0.814041401,19527.67876,0.272958871,0.785571336,0.916863781
spectral,2d20c,0.888391986,0.958753036,0.94528675,0.509535547,552.1713175,1.807336262,0.356209555,0.726509744
spectral,2d4c,0.991758515,0.987357204,0.997682503,0.537388442,931.9106515,0.569264002,0.637241407,0.917824456
spectral,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
spectral,aggregation,0.989800567,0.984922357,0.994923858,0.476298754,1156.753943,0.546128579,0.646776739,0.982810153
spectral,compound,0.535927034,0.728898952,0.779448622,0.315629081,548.8649298,0.982966868,0.50429486,0.948058543
spectral,D1,0.982117217,0.968777199,0.994,0.651267965,3026.348853,0.489847319,0.671209719,0.999947445
spectral,D2,0.97320486,0.956543559,0.991,0.476249781,1969.899214,0.891892737,0.528571193,0.9299278
spectral,D3,0.94707678,0.92604388,0.982,0.629733611,3292.52127,0.581254033,0.632409454,0.990112859
spectral,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
spectral,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
spectral,ecoli,0.432862373,0.546922442,0.791666667,0.246299548,131.3457281,1.16489598,0.461915958,0.917621784
spectral,elly2d10c13s,0.366316098,0.571128605,0.623032904,0.362997756,2573.826263,0.742293156,0.573956224,0.979038133
spectral,glass,0.212215821,0.331549223,0.630841121,0.196696322,67.03978672,1.375252223,0.421007921,0.851289176
spectral,ionosphere,0.132551849,0.100109845,0.683760684,0.282742161,112.5069031,1.542018688,0.393388139,0.574230467
spectral,s1,0.989342019,0.992834275,0.9948,0.704134924,21273.11211,0.367767494,0.731118413,0.993638257
spectral,s2,0.95385211,0.963444491,0.9778,0.619058084,13038.01039,0.474007047,0.678422808,0.996480629
spectral,sonar,-0.00448958,0.038684753,0.533653846,0.272337738,12.72578298,1.116864831,0.472396719,0.707436277
spectral,statlog,0.446121888,0.612627825,0.618181818,0.307971205,1202.999468,1.142588193,0.466725245,0.959876726
spectral,unbalance,0.999860626,0.996766449,0.999076923,0.831891902,71459.56187,0.353820009,0.738650628,0.997429906
spectral,wdbc,0.798423282,0.713147806,0.947275923,0.379414879,355.49505,1.140920325,0.467088844,0.995973831
spectral,wine,0.930872898,0.907796219,0.97752809,0.299875849,82.82837563,1.311621257,0.432596818,0.998558919
spectral,yeast,0.164024691,0.27509126,0.53638814,0.180437227,280.0294087,1.268966517,0.440729289,0.664882592
subkmeans,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
subkmeans,2d20c,0.862279026,0.939006519,0.897165458,0.583826335,4194.931623,0.612764211,0.620053442,0.95934286
subkmeans,2d4c,0.683820765,0.778397965,0.899188876,0.531644828,1017.738932,0.639341617,0.610000984,0.929623212
