dataset,algorithm,dimensions,n_samples,execution_time,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
D3_2,kmeans,2,1000,0.0060062289237976,0.840823211888194,0.8252044834163688,0.94293,0.6414806954750659,3569.867543444715,0.5772236231398772
D3_3,kmeans,3,1000,0.0041014814376831,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775593
D3_4,kmeans,4,1000,0.0041147303581237,0.9594193991119628,0.9496291238801942,0.9847899999999996,0.6776896708975088,4244.141428343964,0.5512268306809529
D3_5,kmeans,5,1000,0.0040363812446594,0.9792014168874312,0.9689611429494772,0.993,0.6991850559100162,2649.601561060659,0.4915309059553033
D3_6,kmeans,6,1000,0.0041069555282592,1.0,1.0,1.0,0.7430050705761269,3429.413813166743,0.4638689990525453
D3_7,kmeans,7,1000,0.0040304207801818,1.0,1.0,1.0,0.7016063457005969,3366.8404545389144,0.5099016726917114
D3_8,kmeans,8,1000,0.0040792036056518,1.0,1.0,1.0,0.7613923457661578,4039.66488590717,0.4229242128969997
D3_9,kmeans,9,1000,0.0040297412872314,1.0,1.0,1.0,0.7108448746710125,3632.7931787235434,0.5323799152716493
D3_10,kmeans,10,1000,0.0043085050582885,0.9777802205085848,0.9858814529216195,0.98668,0.6981960656713946,2609.165065700872,0.5714312235285606
D3_2,dbscan,2,1000,0.005027055740356445,0.8928925898709913,0.8616923405939847,0.983,0.5602707580676525,1310.3268713648627,4.177944636932731
D3_2,agglomerative,2,1000,0.010827279090881348,0.9528880477157353,0.9340978378140103,0.984,0.6272931776493981,3241.31510297204,0.5825008443957894
D3_2,spectral,2,1000,0.08054201602935791,0.9470767797867422,0.9260438796372347,0.9819999999999999,0.6297336111615655,3292.5212696663702,0.5812540325650908
D3_2,meanshift,2,1000,0.24112417697906494,0.7187458662940608,0.6728004232131266,0.9759999999999998,0.514247471523255,1465.9669705996205,0.8685496599336915
D3_2,birch,2,1000,0.026771187782287598,0.955766378394296,0.9370911688212822,0.985,0.6264551467699062,3221.208351778146,0.5831926586075478
D3_2,optics,2,1000,0.5260463714599609,0.9586511071486143,0.9371347862170365,0.9860000000000001,0.6220690747891837,3092.425796807306,0.5901471488619869
D3_2,hdbscan,2,1000,0.009724926948547364,0.8710247825300236,0.8542314653351226,0.9800000000000001,0.5976876669249852,1867.6175157526025,6.208169621024304
D3_2,affinity,2,1000,0.41187450885772703,0.8383156579550335,0.8224024552918039,0.942,0.6412493090047827,3565.7500836997838,0.5741774395662905
D3_2,dipMeans,2,1000,0.34926278591156007,0.8399452050243248,0.8242891236777824,0.9425999999999999,0.6414316025099864,3569.924814623549,0.5772043062572273
D3_2,gapStatistic,2,1000,0.10056257247924805,0.8409713950806463,0.8251494192808847,0.943,0.6414695558784166,3569.8803629474264,0.5771383097876875
D3_2,gmeans,2,1000,0.014683961868286133,0.7859709495728232,0.7924445902770294,0.962,0.6259989968120452,3347.6442063332042,0.8085802771780042
D3_2,ldakmeans,2,1000,0.35378873348236084,0.8410739342472375,0.8258443865924381,0.943,0.6414755649316836,3570.0747699229237,0.5770880894135263
D3_2,pgmeans,2,1000,0.3546811819076538,0.9318674326916273,0.9022804697940952,0.9816999999999998,0.5581322211281373,2723.0422962941507,0.7029245460874596
D3_2,projectedDipMeans,2,1000,0.04579260349273682,0.8409561523882422,0.825056595825824,0.943,0.6414490443324129,3569.8784248483307,0.5771312399577226
D3_2,skinnydip,2,1000,0.009056687355041504,0.9020236712373343,0.8635262167276755,0.9659999999999999,0.602465612926103,2809.580446371755,0.6072290259880688
D3_2,specialK,2,1000,0.34442179203033446,0.9557599714670977,0.9322219038413945,0.985,0.6212808461877162,3083.046721389539,0.5905215510561812
D3_2,subkmeans,2,1000,0.04009013175964356,0.8402803891666009,0.8250324452514226,0.9427,0.6414545273850825,3570.05065873196,0.5771558343014137
D3_2,xmeans,2,1000,0.37508044242858884,0.7660755794455129,0.7688357015265457,0.9709999999999999,0.617314151442849,3304.35638900315,0.7221728268304621
D3_2,mddbscan,2,1000,0.022867918014526367,0.9090451891860669,0.8625777983963305,0.969,0.568204382473004,1712.058389035668,1.8574661141728115
D3_2,mdbscan,2,1000,0.20289828777313232,0.8868141839781968,0.8556267471042215,0.974,0.5772880421903228,2044.9893232890129,0.7275636569415302
D3_2,amddbscan,2,1000,0.9458233833312988,0.733460454489238,0.7318961070205227,0.9350000000000002,0.4137574772217406,879.786199105117,8.21813715882207
D3_2,diana,2,1000,0.015450811386108399,0.861248046267091,0.8392789335841598,0.951,0.6345341567020901,3428.1121265958727,0.574792745227563
D3_3,dbscan,3,1000,0.005547332763671875,0.832745599520971,0.8095102744101121,0.99,0.46254832821353437,1090.2520520557987,2.464095575139656
D3_3,agglomerative,3,1000,0.010881567001342773,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,spectral,3,1000,0.07849252223968506,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.39285426587755934
D3_3,meanshift,3,1000,0.5131615161895752,0.7748571805242157,0.7458079299956173,1.0,0.5979223105344618,1731.325449807307,1.0778944453080483
D3_3,birch,3,1000,0.041671919822692874,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.39285426587755934
D3_3,optics,3,1000,0.5522385597229004,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.39285426587755934
D3_3,hdbscan,3,1000,0.012166857719421387,0.9970120421921307,0.994450932238038,1.0,0.7047916644337648,4223.263716033193,0.8362609208429692
D3_3,affinity,3,1000,0.3789675712585449,0.9969970000481382,0.9937902427485362,0.999,0.7681120710177048,6246.278824178962,0.3930995135008172
D3_3,dipMeans,3,1000,0.38167386054992675,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,gapStatistic,3,1000,0.11961197853088379,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,gmeans,3,1000,0.016428542137145997,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,ldakmeans,3,1000,0.7219592809677124,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,pgmeans,3,1000,1.1471752166748046,0.8525641476599031,0.8539384455083822,1.0,0.558206697102764,3021.471331036807,1.4915434017827987
D3_3,projectedDipMeans,3,1000,0.04376585483551025,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,skinnydip,3,1000,0.014074587821960449,0.9486973541781817,0.9281945158803975,0.999,0.5736308432588941,2026.1996414476412,1.1318115101994533
D3_3,specialK,3,1000,0.3413384437561035,0.988060396574108,0.9802228212446881,0.9960000000000001,0.7623116215237056,5445.080625120465,0.3946407558000167
D3_3,subkmeans,3,1000,0.02552921772003174,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.39285426587755934
D3_3,xmeans,3,1000,0.1048424243927002,1.0,1.0,1.0,0.7682092134467944,6247.370255851756,0.3928542658775594
D3_3,mddbscan,3,1000,0.02675766944885254,0.9924918304244205,0.9852427063172101,0.9979999999999999,0.7434952118132444,3912.0163174917025,1.2212912158911833
D3_3,mdbscan,3,1000,0.20875999927520753,0.7758475563416958,0.7708095855195685,1.0,0.620402199291517,2915.62148587947,1.045710459734377
D3_3,amddbscan,3,1000,1.0065266370773316,0.7511872000271289,0.7605813114191166,0.943,0.4413199096058945,1150.9070844413413,5.919213281928245
D3_3,diana,3,1000,0.015042710304260253,0.9940030543120736,0.9888446084616648,0.9979999999999999,0.7678444896823013,6238.6702599706605,0.39326950047889886
D3_4,dbscan,4,1000,0.0058101177215576175,0.8632885112766375,0.8648310755335696,0.951,0.5518029817311378,1497.510875979355,0.7331673626524571
D3_4,agglomerative,4,1000,0.011366319656372071,1.0,1.0,1.0,0.6785456467452143,4217.260865998962,0.538960976538197
D3_4,spectral,4,1000,0.07621951103210449,0.9970015045323002,0.9937916163564401,0.999,0.679173103974971,4236.0604526210955,0.5382972355825909
D3_4,meanshift,4,1000,0.8021011352539062,0.7490237842438983,0.6780186941356188,1.0,0.5576972135800357,642.7440368458858,1.0357196352100009
D3_4,birch,4,1000,0.05600743293762207,1.0,1.0,1.0,0.6785456467452143,4217.260865998962,0.538960976538197
D3_4,optics,4,1000,0.7150339365005494,1.0,1.0,1.0,0.6785456467452143,4217.260865998962,0.5389609765381966
D3_4,hdbscan,4,1000,0.010636186599731446,0.9392618544049325,0.9424825320511122,1.0,0.638325434811789,2813.334674233349,9.96379154834301
D3_4,affinity,4,1000,0.3815572738647461,0.9417785716267201,0.9304417674749175,0.9800000000000001,0.6782462850277893,4256.176237119187,0.5496053607161367
D3_4,dipMeans,4,1000,0.3446886301040649,0.9646208789071681,0.9526844936893003,0.9879999999999999,0.679704009036251,4271.546067278116,0.5432027960855228
D3_4,gapStatistic,4,1000,0.10845859050750732,-0.05069061420023171,-0.045613880874283454,-0.004400000000000048,-0.17570939927416687,1902.457969117176,-0.05243696586834321
D3_4,gmeans,4,1000,0.018566322326660157,0.850711875279013,0.8708118316058817,0.9905999999999999,0.5597575994331658,3249.780492653863,1.1409102684254673
D3_4,ldakmeans,4,1000,1.1451680421829225,0.9559843394578612,0.9439039446531401,0.985,0.6792728086203559,4266.3903563276235,0.5458882793618699
D3_4,pgmeans,4,1000,1.291607141494751,0.8277836167459538,0.8428848878979173,0.9998000000000001,0.4691443272709262,1911.5233794820847,1.7990083355124127
D3_4,projectedDipMeans,4,1000,0.04512279033660889,0.9646208789071681,0.9526844936893003,0.9879999999999999,0.679704009036251,4271.546067278116,0.5432027960855228
D3_4,skinnydip,4,1000,0.01786806583404541,0.9880423248315265,0.9781743697070965,0.9960000000000001,0.6752066979706421,4065.842553554538,0.5453529371232431
D3_4,specialK,4,1000,0.34262981414794924,0.9171050226252211,0.9261851834240662,0.9585999999999999,0.6283626401580216,3515.772378061322,8.295884058316586
D3_4,subkmeans,4,1000,0.028348970413208007,0.9646208789071681,0.9526844936893003,0.9879999999999999,0.679704009036251,4271.546067278116,0.5432027960855228
D3_4,xmeans,4,1000,0.22693986892700196,0.8524704649125198,0.8759939097898227,0.9920000000000002,0.6289345084340834,3501.321743656824,1.1180458620440974
D3_4,mddbscan,4,1000,0.027568411827087403,0.9955022806959182,0.9905151625275932,0.999,0.6603645735562662,2795.744635800139,2.6456962251863017
D3_4,mdbscan,4,1000,0.2115659236907959,0.5716725949351893,0.7337097087878177,0.667,0.7002746325746967,3016.428256439919,0.4136910650289881
D3_4,amddbscan,4,1000,1.017588472366333,0.4630601943440256,0.649860497199176,0.667,0.41806179362792284,1496.3669281692437,8.865258315286182
D3_4,diana,4,1000,0.015892767906188966,0.9032788465033793,0.8981416786594403,0.9659999999999999,0.6743273567935979,4203.586789942574,0.562594849040324
D3_5,dbscan,5,1000,0.006734633445739746,0.5564194867570167,0.6564742642298007,0.779,0.159908836393915,139.40590955280433,1.1634631395308292
D3_5,agglomerative,5,1000,0.01133420467376709,1.0,1.0,1.0,0.6982374962175601,2613.7615429071993,0.49129532850188473
D3_5,spectral,5,1000,0.07321417331695557,1.0,1.0,1.0,0.6982374962175601,2613.7615429071993,0.49129532850188473
D3_5,meanshift,5,1000,0.5862884521484375,0.742626736518185,0.6530309465068825,1.0,0.5590886955082135,328.9445361021725,1.067276241936034
D3_5,birch,5,1000,0.05626389980316162,1.0,1.0,1.0,0.6982374962175601,2613.7615429071993,0.49129532850188473
D3_5,optics,5,1000,0.5857022762298584,1.0,1.0,1.0,0.6982374962175601,2613.7615429071993,0.49129532850188473
D3_5,hdbscan,5,1000,0.011679697036743163,0.9839432195008436,0.9784184578268145,1.0,0.6417648052255289,1749.8181742164984,3.449631756343804
D3_5,affinity,5,1000,0.4040046453475952,0.9821452406759337,0.9725521662352901,0.994,0.6993138400626078,2649.0744836609992,0.4910975638007941
D3_5,dipMeans,5,1000,0.3834865093231201,0.9792014168874312,0.968961142949477,0.993,0.6991850559100159,2649.601561060659,0.49153090595530335
D3_5,gapStatistic,5,1000,0.11272895336151123,-0.8139653281661264,-0.8112193706042362,-0.8004,-0.8389443639694718,216.79534978017847,-0.78154085127049
D3_5,gmeans,5,1000,0.014186429977416991,0.8714457145860448,0.8877201901613218,0.993,0.4646386745552314,1784.0330308223085,1.2008437569248902
D3_5,ldakmeans,5,1000,1.0690143346786498,0.9850982426645387,0.9762957465562134,0.9949999999999999,0.6992553814163669,2644.5269233019544,0.4910412831029901
D3_5,pgmeans,5,1000,5.1315999031066895,0.8075964758990921,0.8087500956446112,1.0,0.4144553409221647,916.7708144610148,2.6830376732537724
D3_5,projectedDipMeans,5,1000,0.04333803653717041,0.9792014168874312,0.968961142949477,0.993,0.6991850559100159,2649.601561060659,0.49153090595530335
D3_5,skinnydip,5,1000,0.019119453430175782,0.9820546860267727,0.9670212777837278,0.994,0.6885056589447391,2417.6346540011227,0.5018466114538772
D3_5,specialK,5,1000,0.3169501781463623,0.7246848964207722,0.8119030493304598,0.7948000000000001,0.5781795916030912,1469.9484526849387,0.707167521439712
D3_5,subkmeans,5,1000,0.02148740291595459,0.9792014168874312,0.968961142949477,0.993,0.6991850559100159,2649.601561060659,0.49153090595530335
D3_5,xmeans,5,1000,0.15546956062316894,0.9328567901159467,0.9380334685965686,0.9945999999999999,0.6632268114255775,2459.779570613127,0.7665470600847022
D3_5,mddbscan,5,1000,0.02893226146697998,0.9954977398924937,0.9907062765190009,0.999,0.5382054713601214,1719.2077666293626,0.5033189840401227
D3_5,mdbscan,5,1000,0.21772964000701905,0.4043229969458199,0.5550607862442972,0.6929999999999998,0.18977932651420565,259.39997952750315,2.0485537118078803
D3_5,amddbscan,5,1000,1.0806612491607666,0.6352355876861092,0.6512271442562089,0.885,0.3617530939275614,257.16663282885384,13.939836265375524
D3_5,diana,5,1000,0.01575613021850586,0.4379650378253944,0.633780674398157,0.665,0.3458278799562229,476.3233118134118,1.6492482846248406
D3_6,dbscan,6,1000,0.007523107528686524,0.5314290978213674,0.6408946650413079,0.694,0.13910363714559254,174.6763017321262,1.1265061875184623
D3_6,agglomerative,6,1000,0.011474704742431641,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,spectral,6,1000,0.08439087867736816,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,meanshift,6,1000,0.7316325664520263,0.7839819598102202,0.7329330107961665,1.0,0.5561509113856262,483.39791813433055,1.3140906449362781
D3_6,birch,6,1000,0.05536983013153076,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,optics,6,1000,0.5611318111419678,1.0,1.0,1.0,0.7430050705761267,3429.413813166745,0.4638689990525454
D3_6,hdbscan,6,1000,0.012053489685058594,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,affinity,6,1000,0.3102520704269409,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,dipMeans,6,1000,0.3615128755569458,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,gapStatistic,6,1000,0.12916831970214843,-0.06498667084552504,-0.04753916079914282,0.0,-0.1834300547106475,1405.8355412075246,0.07664444101691352
D3_6,gmeans,6,1000,0.01718292236328125,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,ldakmeans,6,1000,0.6761595010757446,1.0,1.0,1.0,0.7430050705761267,3429.4138131667446,0.4638689990525454
D3_6,pgmeans,6,1000,6.881925368309021,0.8078463331589261,0.8016063131543115,0.9992000000000001,0.4957500918495999,1209.3375878770257,1.8571231774451256
D3_6,projectedDipMeans,6,1000,0.03883543014526367,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,skinnydip,6,1000,0.05477278232574463,0.5404037032385695,0.5937635445053769,0.9960000000000001,-0.18152260750646215,130.89852320710426,3.249431954895151
D3_6,specialK,6,1000,0.2656064510345459,0.6655682626779857,0.7621676647696642,0.757,0.5373602675563918,1245.7753381714665,0.8506212036573197
D3_6,subkmeans,6,1000,0.01577444076538086,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
