dataset,algorithm,dimensions,n_samples,execution_time,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
D3_6,xmeans,6,1000,0.09120662212371826,1.0,1.0,1.0,0.7430050705761267,3429.4138131667437,0.4638689990525454
D3_6,mddbscan,6,1000,0.030568909645080567,0.9894755175289826,0.9787002629285274,0.9970000000000001,0.7008367672158321,2183.1185928722393,2.086850482842088
D3_6,mdbscan,6,1000,0.21804912090301515,0.6064520649647707,0.6191254802305014,0.9019999999999999,0.34778669855012645,472.47883901677994,1.7262399627442455
D3_6,amddbscan,6,1000,0.925742220878601,0.5705711831835333,0.7332037453413733,0.667,0.5655695074622787,1039.617700807887,0.6217724753407808
D3_6,diana,6,1000,0.01407017707824707,0.443871771072366,0.6467709001009012,0.667,0.3424291990268232,385.63105163822456,1.6186339452731062
D3_7,dbscan,7,1000,0.007075953483581543,0.4237574996022818,0.5569183796474932,0.6239999999999999,0.509367577027926,978.0107517389027,0.5795561054179593
D3_7,agglomerative,7,1000,0.01083667278289795,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,spectral,7,1000,0.07351558208465576,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,meanshift,7,1000,0.6670536518096923,0.7384137573179402,0.6064386817424714,1.0,0.550596245885713,220.85944876206207,0.9991135981552265
D3_7,birch,7,1000,0.04306037425994873,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,optics,7,1000,0.5427959203720093,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,hdbscan,7,1000,0.011434698104858398,0.9882303637939629,0.9830694203065031,1.0,0.6452312795754607,2251.834269814065,3.1843942868964463
D3_7,affinity,7,1000,0.36992788314819336,0.869543484391477,0.9047006742520566,1.0,0.5951716985108744,2551.8173223577387,1.4777389852487628
D3_7,dipMeans,7,1000,0.3363085985183716,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,gapStatistic,7,1000,0.10882017612457276,-0.4390279368216376,-0.42853995956155677,-0.4,-0.5208778750574949,766.2568296140984,-0.2593203257525488
D3_7,gmeans,7,1000,0.015026473999023437,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,ldakmeans,7,1000,0.6241613626480103,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,pgmeans,7,1000,1.0586441516876222,0.828925629013687,0.8641955801090859,0.9997,0.37222395136756437,1470.643732338462,2.676084331512564
D3_7,projectedDipMeans,7,1000,0.03955097198486328,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,skinnydip,7,1000,0.03441519737243652,0.9692646978702035,0.9459133033302682,1.0,0.3409129192937127,607.8155574738319,1.7434048023346798
D3_7,specialK,7,1000,0.2584573268890381,0.7225253461973746,0.8084074276507224,0.7942000000000001,0.5680016151008548,1637.03151498312,0.74476823249029
D3_7,subkmeans,7,1000,0.016977357864379882,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,xmeans,7,1000,0.09814512729644775,1.0,1.0,1.0,0.7016063457005968,3366.8404545389144,0.5099016726917114
D3_7,mddbscan,7,1000,0.029538345336914063,0.9954932355090678,0.9905124638572506,0.999,0.6455984695554878,2237.1439464807268,1.2684486520390619
D3_7,mdbscan,7,1000,0.21761274337768555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
D3_7,amddbscan,7,1000,0.9614828109741211,0.4959471077249809,0.5492474547313624,0.756,0.19414476909314776,453.03618418942625,27.608088610778047
D3_7,diana,7,1000,0.013645243644714356,0.45027187117210155,0.6494797491161284,0.667,0.3690078177580095,595.44893846964,1.9010492686855316
D3_8,dbscan,8,1000,0.007978868484497071,0.3058268449687556,0.44730037994439165,0.585,0.1789627509874463,248.52863707741753,1.073444392044399
D3_8,agglomerative,8,1000,0.011023616790771485,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,spectral,8,1000,0.07272040843963623,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.4229242128969998
D3_8,meanshift,8,1000,0.5867634534835815,0.736252432640186,0.6058552707235976,1.0,0.5652948740754049,257.8318741926249,1.0178049240197269
D3_8,birch,8,1000,0.05448660850524902,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,optics,8,1000,0.558484697341919,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.4229242128969998
D3_8,hdbscan,8,1000,0.01306147575378418,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,affinity,8,1000,0.40191924571990967,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.4229242128969998
D3_8,dipMeans,8,1000,0.3295179843902588,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,gapStatistic,8,1000,0.10378003120422363,0.0,0.0,0.0,-0.11930382711692107,2019.3324429535853,-0.28853789355150017
D3_8,gmeans,8,1000,0.015193629264831542,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,ldakmeans,8,1000,0.6244987726211548,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,pgmeans,8,1000,4.546485662460327,0.7938036673687124,0.8055811730599538,1.0,0.4465607144928418,1350.4565521431234,2.8570253097703073
D3_8,projectedDipMeans,8,1000,0.04084515571594238,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,skinnydip,8,1000,0.03377540111541748,0.9565784038400574,0.9269637495415649,1.0,0.5426651110633303,681.104722324821,2.089359314769052
D3_8,specialK,8,1000,0.26290838718414306,0.7197817813017996,0.8046854258706857,0.7934,0.5915790354286093,1775.803906008491,0.7182713626501396
D3_8,subkmeans,8,1000,0.015455174446105956,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,xmeans,8,1000,0.09607384204864503,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_8,mddbscan,8,1000,0.031727933883666994,0.9864215866011007,0.9728718997716465,0.9949999999999999,0.7009820378333839,2531.0928422629195,1.3943345691508973
D3_8,mdbscan,8,1000,0.22099173069000244,0.36459684662602354,0.3788079523464153,0.635,0.32784397044676356,315.6653798125352,1.6618614315824423
D3_8,amddbscan,8,1000,0.9333331108093261,0.5705711831835333,0.7332037453413733,0.667,0.5581463155862103,971.6427908078258,0.6427415169155644
D3_8,diana,8,1000,0.014097499847412109,1.0,1.0,1.0,0.7613923457661579,4039.6648859071706,0.42292421289699966
D3_9,dbscan,9,1000,0.007610297203063965,0.030216955282554293,0.14324556899689028,0.42000000000000004,-0.0029928839582973555,65.33869777721964,1.3182776353953467
D3_9,agglomerative,9,1000,0.011611342430114746,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,spectral,9,1000,0.07321572303771973,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,meanshift,9,1000,0.4573880434036255,0.7326652368072162,0.5547669660673819,1.0,0.5282264585593289,165.03502695391305,0.8438861191252578
D3_9,birch,9,1000,0.052352738380432126,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,optics,9,1000,0.5643826723098755,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,hdbscan,9,1000,0.013570618629455567,0.9970120421921307,0.994450932238038,1.0,0.6574206949575518,2431.7037429906127,1.551028427050616
D3_9,affinity,9,1000,0.3010450601577759,0.8727325909213095,0.9061670218976212,1.0,0.5911813194207237,2651.292987701142,1.7456525910342138
D3_9,dipMeans,9,1000,0.33262922763824465,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,gapStatistic,9,1000,0.10932397842407227,-0.6,-0.6,-0.6,-0.6578310250657975,725.7586357447085,-0.6935240169456701
D3_9,gmeans,9,1000,0.015344548225402831,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,ldakmeans,9,1000,0.6237801551818848,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,pgmeans,9,1000,1.5852215766906739,0.8667806207331253,0.8865958991739318,0.9999,0.5159040482848856,1998.051106441199,2.289593439129452
D3_9,projectedDipMeans,9,1000,0.04111771583557129,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,skinnydip,9,1000,0.07790348529815674,0.6250799886203424,0.5864408000010898,0.9920000000000002,-0.22311797270702555,109.68361179168792,2.74404107492854
D3_9,specialK,9,1000,0.2554826021194458,0.6792682245879667,0.7814936680325929,0.7609999999999999,0.499173305874832,1437.2683025048548,1.0063960892790056
D3_9,subkmeans,9,1000,0.016846776008605957,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,xmeans,9,1000,0.09609179496765137,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_9,mddbscan,9,1000,0.03159935474395752,0.9894483372947518,0.9779217965661274,0.9960000000000001,0.6868306449548839,2288.2845532967267,1.7012927519718086
D3_9,mdbscan,9,1000,0.22193632125854493,0.3832836754909698,0.43993709033223877,0.627,0.4473107400633992,785.2186856348565,0.8445666480695442
D3_9,amddbscan,9,1000,0.9996679306030274,0.48576662085500893,0.527554869198885,0.678,0.0892161787103272,312.83236852274587,16.39980348493551
D3_9,diana,9,1000,0.016058731079101562,1.0,1.0,1.0,0.7108448746710125,3632.793178723542,0.5323799152716494
D3_10,dbscan,10,1000,0.008168554306030274,0.0005792366501483723,0.022003854895595136,0.34900000000000003,-0.14816869610812938,4.29622419989318,1.1131959774958777
D3_10,agglomerative,10,1000,0.012160468101501464,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,spectral,10,1000,0.0801778793334961,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,meanshift,10,1000,0.5196387767791748,0.7360548349540046,0.5888651343607851,1.0,0.540211764728795,135.51264601794725,1.0191882618937294
D3_10,birch,10,1000,0.052800679206848146,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,optics,10,1000,0.5448571681976319,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,hdbscan,10,1000,0.01408402919769287,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,affinity,10,1000,0.2998125314712524,0.8744079341934787,0.9069451665918755,1.0,0.5743470242778044,1938.5627647141675,1.909363763730362
D3_10,dipMeans,10,1000,0.33872883319854735,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,gapStatistic,10,1000,0.11498451232910156,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,gmeans,10,1000,0.018347692489624024,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,ldakmeans,10,1000,0.7225878715515137,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
D3_10,pgmeans,10,1000,6.613932847976685,0.8169787371810632,0.8383430843234632,1.0,0.36445986345133796,1045.4699200191299,3.2338705244502166
D3_10,projectedDipMeans,10,1000,0.050036144256591794,1.0,1.0,1.0,0.7120109711880059,2696.773656279197,0.5006649826652784
