n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
10,2,100,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,2,100,200,0.14943086093861488,0.26319281733035055,0.5040431266846361,0.12052697526796542,165.70148930320755,2.1666765072495076,0.3157884923548992
10,2,200,100,0.14863875540261914,0.263504379630769,0.5121293800539084,0.14281999137748758,185.36147803864506,1.6747891617703208,0.3738612427074984
10,2,200,200,0.1407855683299862,0.2424943931940128,0.5202156334231806,0.13076173545897546,193.89507180359652,1.7940882563801046,0.3578985014938487
10,5,100,100,0.16198100957641481,0.26569984173687167,0.5390835579514824,0.18466895740593434,256.92077053827535,1.385830927946005,0.4191411840154633
10,5,100,200,0.1527861682032932,0.2602222175226312,0.5175202156334232,0.17636958661359445,265.6705109581875,1.2388612664851206,0.4466556347057362
10,5,200,100,0.15747991142767592,0.2672543537987279,0.5350404312668463,0.15252107082404795,252.23680847955305,1.4199446591246585,0.4132325903525908
10,5,200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,10,100,100,0.15912748269308907,0.267019855063331,0.5309973045822103,0.1960019301775683,282.74196274055,1.2513612765390776,0.44417571289902336
10,10,100,200,0.17134953214788712,0.28143451158481797,0.5262803234501348,0.19199029676181073,272.65844824117505,1.2779787284747015,0.438985661937934
10,10,200,100,0.16554125677761833,0.2847249305066109,0.5296495956873315,0.17843970298901377,275.6406956155481,1.315128875301666,0.43194139672665005
10,10,200,200,0.15748883016677964,0.26885449801812933,0.511455525606469,0.19140427506354335,283.26590562774913,1.2929079541888284,0.43612740676010875
