n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
8,acedec,2,100,100,0.5209282622625111,0.5977779625073409,0.8065476190476191,0.26357333440862546,144.28826934121815,1.2292826160190187,0.4485747983742716
8,acedec,2,100,200,0.46523740223661886,0.6146986243555581,0.8244047619047619,0.2352737098220556,139.2105269204166,1.4314709654854734,0.4112736751517564
8,acedec,2,200,100,0.4533857541833712,0.5443365860957169,0.7797619047619048,0.17339691874797264,129.62958633993046,1.8253953210400735,0.3539327727179374
8,acedec,2,200,200,0.38867414211953055,0.5476121561320444,0.7767857142857143,0.21042097209748628,133.4449955020661,1.4169942239209896,0.41373702514594407
8,acedec,5,100,100,0.4638427266168458,0.557055550569994,0.8125,0.16175085464336889,119.01445047158184,1.6541308374966666,0.3767711771674315
8,acedec,5,100,200,0.5174540125461184,0.5513677714967633,0.7916666666666666,0.1794466240893136,112.68170611222193,1.8951231625653633,0.34540844856973263
8,acedec,5,200,100,0.4873151961278037,0.60508269784311,0.8541666666666666,0.21580689155252059,142.76631381584895,1.4396905717212354,0.40988804547229374
8,acedec,5,200,200,0.41702457024699763,0.560136127251292,0.8065476190476191,0.18950213874500102,129.94344503699637,1.549682180635179,0.3922057453258269
8,acedec,10,100,100,0.48879453740807743,0.561987295882159,0.8125,0.1731140467695943,123.1236644384239,1.5843513317107416,0.38694429342083236
8,acedec,10,100,200,0.46674915303786574,0.5654994750840469,0.8125,0.15923761581583668,118.62516601837217,1.8280127905477912,0.353605189956124
8,acedec,10,200,100,0.43237293175566355,0.5277004125202697,0.7827380952380952,0.15542449792033386,119.39385964740543,1.7843296674483824,0.35915287319996875
8,acedec,10,200,200,0.3344320132262937,0.4858276771503839,0.75,0.10199785249806965,100.23803953418209,2.3081077266400842,0.3022876165570524
