significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.001,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.1378977743793,0.5948499759498008,0.6270182243345225
0.001,NAM,5,0.8857126295881083,0.8740377746249837,0.985,0.43606473393501755,2053.525439653049,9.436462487541839,0.09581790776268444
0.001,NAM,10,0.550931349475974,0.6718633317914054,0.666,0.5865769323452408,1910.1647797162364,0.5162756514146881,0.6595106892780334
0.001,NAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,NAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,SAM,20,0.5517883260783304,0.6737739384526831,0.667,0.5910159309668841,1980.8698647816373,0.5128836320928202,0.6609893707532998
0.005,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.13789777438,0.5948499759498008,0.6270182243345225
0.005,NAM,5,0.9557599714670977,0.9322219038413945,0.985,0.6212808461877162,3083.046721389539,0.5905215510561813,0.6287245836662526
0.005,NAM,10,0.550931349475974,0.6718633317914054,0.666,0.5865769323452408,1910.1647797162364,0.5162756514146881,0.6595106892780334
0.005,NAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,NAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,SAM,3,0.6595760729666172,0.6876563591407294,0.861,0.5545503826653772,2316.5587064761626,0.6786711708445131,0.5957092832522498
0.005,SAM,5,0.4555873582352307,0.5280973406339206,0.667,0.6013071682397025,2160.7775310033803,0.5506232225910378,0.6449019887171782
0.005,SAM,10,0.9384302524722583,0.9152933479248747,0.979,0.6306092204586788,3309.457302753244,0.5823949334088344,0.6319534895411825
0.005,SAM,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,SAM,20,0.5517883260783304,0.6737739384526831,0.667,0.5910159309668841,1980.8698647816373,0.5128836320928202,0.6609893707532998
0.01,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.1378977743793,0.5948499759498008,0.6270182243345225
0.01,NAM,5,0.9557599714670977,0.9322219038413945,0.985,0.6212808461877162,3083.046721389539,0.5905215510561813,0.6287245836662526
0.01,NAM,10,0.550931349475974,0.6718633317914054,0.666,0.5865769323452408,1910.1647797162364,0.5162756514146881,0.6595106892780334
0.01,NAM,15,0.5504262800227478,0.6707055073214397,0.667,0.5908348224985416,1968.293721673693,0.5142230132085761,0.6604047034531864
0.01,NAM,20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.01,SAM,3,0.4287341176449572,0.47957404615784577,0.658,0.5831877708244226,2005.4464444679563,0.5700071454299049,0.6369397763003024
0.01,SAM,5,0.5337823123198366,0.6385156127130915,0.667,0.5668926774322367,1711.2025093667835,0.5043981274347391,0.6647176580212675
0.01,SAM,10,0.9384302524722583,0.9152933479248748,0.979,0.6306092204586788,3309.4573027532447,0.5823949334088344,0.6319534895411825
0.01,SAM,15,0.5590775789622682,0.6937357046050023,0.667,0.5525234054844775,1551.3546008789676,0.5025550873305341,0.6655330033700246
0.01,SAM,20,0.5517883260783304,0.6737739384526831,0.667,0.5910159309668841,1980.8698647816373,0.5128836320928202,0.6609893707532998
0.05,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.13789777438,0.5948499759498008,0.6270182243345225
0.05,NAM,5,0.9557599714670977,0.9322219038413943,0.985,0.6212808461877162,3083.046721389539,0.5905215510561813,0.6287245836662526
0.05,NAM,10,0.9499412794604474,0.9259303877292581,0.983,0.6220205912689238,2971.3921935624244,0.5872297750608683,0.6300285035678916
