significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.05,NAM,15,0.5633302588256193,0.7057991317097809,0.667,0.5414625983977714,1426.7784053907985,0.5188133659454042,0.6584087435769553
0.05,NAM,20,0.49745703033066324,0.6127460882088113,0.646,0.15828947555855422,51.267240054232666,3.4135993789667944,0.22657244442382896
0.05,SAM,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,SAM,5,0.7779926274088436,0.7689485771881525,0.956,0.446713185128189,2135.4767701863875,0.8996441557351522,0.5264143797568263
0.05,SAM,10,0.9384302524722583,0.9152933479248748,0.979,0.6306092204586788,3309.457302753244,0.5823949334088344,0.6319534895411825
0.05,SAM,15,0.5590775789622682,0.6937357046050023,0.667,0.5525234054844775,1551.3546008789676,0.5025550873305341,0.6655330033700246
0.05,SAM,20,0.53886889391604,0.6481955551104108,0.667,0.5639377264554903,1657.4761324727822,0.5050459257765427,0.6644315518040026
0.1,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.1378977743793,0.5948499759498008,0.6270182243345225
0.1,NAM,5,0.9557599714670977,0.9322219038413943,0.985,0.6212808461877162,3083.0467213895386,0.5905215510561813,0.6287245836662526
0.1,NAM,10,0.9499412794604474,0.9259303877292581,0.983,0.6220205912689238,2971.3921935624244,0.5872297750608683,0.6300285035678916
0.1,NAM,15,0.5504262800227478,0.6707055073214397,0.667,0.5908348224985416,1968.293721673693,0.5142230132085761,0.6604047034531864
0.1,NAM,20,0.5504262800227478,0.6707055073214397,0.667,0.5908348224985416,1968.293721673693,0.5142230132085761,0.6604047034531864
0.1,SAM,3,0.7331221265925891,0.7557900618827161,0.969,0.3915262744086414,1972.0912416890533,1.0722736780900257,0.48256174393030965
0.1,SAM,5,0.7492353056110669,0.7453730486604008,0.945,0.5587160310617924,2364.4499430151486,0.8977011204983422,0.5269533696314607
0.1,SAM,10,0.9384302524722583,0.9152933479248747,0.979,0.6306092204586788,3309.457302753244,0.5823949334088345,0.6319534895411825
0.1,SAM,15,0.9470767797867421,0.9260438796372347,0.982,0.6297945868392569,3301.6638603244614,0.5800743358850556,0.6328816165727195
0.1,SAM,20,0.5517883260783304,0.6737739384526831,0.667,0.5910159309668841,1980.8698647816373,0.5128836320928202,0.6609893707532998
0.5,NAM,3,0.9557575683908732,0.9310206960894737,0.985,0.6182856748671954,3009.13789777438,0.5948499759498008,0.6270182243345225
0.5,NAM,5,0.9557599714670977,0.9322219038413943,0.985,0.6212808461877162,3083.0467213895386,0.5905215510561813,0.6287245836662526
0.5,NAM,10,0.8967893306549265,0.8640743057979883,0.975,0.4560901962688372,1982.0791503756247,3.2092113390981054,0.2375741960759487
0.5,NAM,15,0.9412759497452187,0.9142208853535961,0.98,0.619348853951495,2892.587474064556,0.5913170923857488,0.6284102676863547
0.5,NAM,20,0.944158027945993,0.9191308017886075,0.981,0.6206985454096916,2907.465659430078,0.5902223207990586,0.6288428900290606
0.5,SAM,3,0.02608801215185242,0.13365308240866047,0.412,0.03737073198784603,122.09315497398755,0.8015669545851899,0.5550723482437818
0.5,SAM,5,0.7793508785666413,0.7695455300938581,0.956,0.446154701951937,2134.5233927494933,0.9004136502349958,0.5262012298619013
0.5,SAM,10,0.9413030114914197,0.9187391273279972,0.98,0.6308543895983223,3310.5933445983765,0.5816314288659948,0.6322585538888693
0.5,SAM,15,0.9470767797867421,0.9260438796372344,0.982,0.6297945868392569,3301.6638603244614,0.5800743358850556,0.6328816165727195
0.5,SAM,20,0.9413030114914197,0.9187391273279972,0.98,0.6317742491477527,3338.6830075274474,0.5790025843416188,0.6333111863885645
