min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,euclidean,25,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
5,euclidean,40,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
5,euclidean,70,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
5,euclidean,100,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
5,manhattan,25,0.011574639515109494,0.04505666223430796,0.31805929919137466,0.549145709096481,0.9832949305132127,0.3844285331182693
5,manhattan,40,0.011574639515109494,0.04505666223430796,0.31805929919137466,0.549145709096481,0.9832949305132127,0.3844285331182693
5,manhattan,70,0.011574639515109494,0.04505666223430796,0.31805929919137466,0.549145709096481,0.9832949305132127,0.3844285331182693
5,manhattan,100,0.011574639515109494,0.04505666223430796,0.31805929919137466,0.549145709096481,0.9832949305132127,0.3844285331182693
10,euclidean,25,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
10,euclidean,40,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
10,euclidean,70,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
10,euclidean,100,0.011016374546366916,0.04836906916501272,0.3194070080862534,0.5892055330849298,1.0,0.6565029869461176
10,manhattan,25,0.002062073737103284,0.016493571728796372,0.3119946091644205,0.6195293468027453,0.9051703792589422,0.3712499996004874
10,manhattan,40,0.002062073737103284,0.016493571728796372,0.3119946091644205,0.6195293468027453,0.9051703792589422,0.3712499996004874
10,manhattan,70,0.002062073737103284,0.016493571728796372,0.3119946091644205,0.6195293468027453,0.9051703792589422,0.3712499996004874
10,manhattan,100,0.002062073737103284,0.016493571728796372,0.3119946091644205,0.6195293468027453,0.9051703792589422,0.3712499996004874
15,euclidean,25,,,,,,
15,euclidean,40,,,,,,
15,euclidean,70,,,,,,
15,euclidean,100,,,,,,
15,manhattan,25,,,,,,
15,manhattan,40,,,,,,
15,manhattan,70,,,,,,
15,manhattan,100,,,,,,
