threshold1,threshold2,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,0.05,0.0037995693023569234,0.10617029976814171,0.998,0.2246085871906577,5477.877600842688,0.2721949187218819,0.7860430703532881
0.01,0.075,0.003807585947766342,0.10622716537328573,0.998,0.22243554116208417,5432.8864207584475,0.27226609577788163,0.7859990950938496
0.01,0.1,0.003783535914756478,0.10584684371937042,0.998,0.22216412049110065,5465.785587784242,0.2720771814718926,0.7861158226601643
0.01,0.15,0.003783535914756478,0.10584684371937042,0.998,0.22216412049110065,5465.785587784241,0.2720771814718926,0.7861158226601643
0.01,0.2,0.003783535914756478,0.10584684371937049,0.998,0.22216412049110065,5465.785587784242,0.2720771814718926,0.7861158226601643
0.03,0.05,0.030367922357675103,0.28975801411980545,0.997,0.1562385896854924,1270.6008796913843,0.6062190281323442,0.6225800980348024
0.03,0.075,0.031494671134102946,0.2889518355094797,0.997,0.1662498967645481,1273.8513644002308,0.6126913299661829,0.6200814634632961
0.03,0.1,0.03173181629686459,0.28860683142083216,0.997,0.1538372338993059,1245.2576716070066,0.6130245819515683,0.6199533542074843
0.03,0.15,0.03182666640240756,0.2899669192001741,0.997,0.16517795614289577,1276.9741180512747,0.602527117351611,0.6240144014864678
0.03,0.2,0.03376219556800501,0.2931537283988151,0.997,0.16478094690088255,1261.8744703174646,0.6014234466927816,0.6244444603737845
0.05,0.05,0.0615254400626878,0.36688603786389645,0.992,0.2470059181939635,1176.7238039829351,0.6715135312465905,0.5982601883301624
0.05,0.075,0.08328017854353771,0.38092027799997363,0.991,0.1420677509570218,974.0188793827683,0.6895662996001751,0.5918678658757833
0.05,0.1,0.08448488519980327,0.38202657856131,0.992,0.14244604687631615,961.7354150256729,0.6831394577072297,0.5941278338054048
0.05,0.15,0.10113746192315565,0.3931398873445613,0.992,0.1638205333722955,920.1866621515178,0.6516972167621434,0.6054378428755368
0.05,0.2,0.25290343385509784,0.44392835330060576,0.992,0.008829828674366973,408.4505519449818,0.6434836007022748,0.6084636315036495
0.075,0.05,0.12308492760423492,0.4361043491316914,0.991,0.28626211252078265,1109.2961460726767,0.7114960010965208,0.5842841580461305
0.075,0.075,0.12308492760423492,0.4361043491316914,0.991,0.28626211252078265,1109.2961460726767,0.7114960010965208,0.5842841580461305
0.075,0.1,0.16325282717354828,0.4585319277580994,0.99,0.20926674859815272,903.1209329555733,0.7182886205351094,0.5819744064233983
0.075,0.15,0.22342583197563354,0.4871407536193103,0.991,0.14898753094718728,664.6403724615622,0.7025875339290371,0.587341314365385
0.075,0.2,0.30221845425702626,0.5192111921877954,0.996,0.10853726587865849,518.6957552774005,0.7110073008707156,0.5844510420797792
0.1,0.05,0.17601076947372885,0.48071217196922084,0.985,0.2849154658552894,1126.4609130180816,0.7533716528760643,0.5703297406226997
0.1,0.075,0.17601076947372885,0.48071217196922084,0.985,0.2849154658552894,1126.4609130180816,0.7533716528760643,0.5703297406226997
0.1,0.1,0.17601076947372885,0.48071217196922084,0.985,0.2849154658552894,1126.4609130180816,0.7533716528760643,0.5703297406226997
0.1,0.15,0.2523766907928954,0.5231227105519028,0.989,0.19220234481524642,771.4538571125651,0.717750108870367,0.582156854385312
0.1,0.2,0.32467423773343734,0.5511319331422843,0.989,0.10406903117658836,606.6480835025278,0.7389108497638573,0.5750726094645964
