n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
7,acedec,10,200,200,0.5532688665975581,0.6793852595688179,0.6722943722943723,0.3228964612908129,1143.128773066732,1.3642164930236595,0.42297310882941747
7,acedec,20,200,200,0.5877165256811572,0.6929052027977859,0.7285714285714285,0.2903786531336178,1203.1683977406817,1.3777605075595118,0.4205638022924272
7,acedec,30,200,200,0.5765561060473445,0.6633878106192951,0.7523809523809524,0.31724477931956874,1353.928822225889,1.3004577222751235,0.4346960999617992
7,acedec,40,200,200,0.5796532496503518,0.6763668470511589,0.7454545454545455,0.31530489576984155,1347.401201615198,1.2926823999821175,0.4361703129957292
7,subkmeans,10,200,200,0.43606404263570675,0.6136282707060017,0.6264069264069264,0.30278816160588284,1213.6362001000123,1.2417955132467118,0.4460710149926815
7,subkmeans,20,200,200,0.5012105114251411,0.6402114275753291,0.6424242424242425,0.3144314305044214,1187.9279022093688,1.444255318864688,0.4091225627216725
7,subkmeans,30,200,200,0.43556557838875576,0.6183572689441457,0.6303030303030303,0.2600976891381964,1217.491730030227,1.5243206173824748,0.39614619201459544
7,subkmeans,40,200,200,0.5026411267057835,0.6462696226761249,0.6458874458874458,0.3109929901957389,1184.6491192555359,1.5034816886222775,0.39944370455943806
7,random,10,200,200,0.48604262796123726,0.6009057604955146,0.6329004329004329,0.30680373891271073,1185.7813550142096,1.3968050971775414,0.417222076662634
7,random,20,200,200,0.5979147093506595,0.6981989311754913,0.7151515151515152,0.3166952818984959,1207.8234488177518,1.2363559335236125,0.44715601171070984
7,random,30,200,200,0.5217783536014763,0.6562319916801206,0.7,0.2609045146306182,1201.266189209397,1.5017864625306776,0.3997143701019358
7,random,40,200,200,0.5310544922987673,0.6437086992073909,0.6913419913419914,0.2936754991418752,1217.8411983303815,1.3887327112672343,0.41863201993390675
7,sgd,10,200,200,0.6004719975080036,0.7086863461588802,0.7489177489177489,0.2983190004711034,1225.3921212084274,1.4860686276763495,0.40224151049871404
7,sgd,20,200,200,0.6009177233385764,0.6935527031195327,0.7467532467532467,0.27964494943408097,1164.5216939897177,1.6826529695569543,0.3727653227413727
7,sgd,30,200,200,0.6441385511347691,0.6902416538147094,0.8056277056277056,0.30978224676151433,1308.2259965412907,1.3897430901594365,0.4184550231017858
7,sgd,40,200,200,0.6358110940370297,0.7148419835198584,0.7952380952380952,0.2931128213997379,1237.8020490617062,1.5660077282352678,0.38971043968278873
