n_clusters,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,0.1,0.01,1,ignore,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.01,1,random,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.01,2,ignore,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.01,2,random,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.01,3,ignore,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.01,3,random,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.05,1,ignore,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.05,1,random,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.05,2,ignore,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.05,2,random,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.05,3,ignore,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.05,3,random,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.1,1,ignore,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.1,1,random,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.1,2,ignore,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.1,2,random,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.1,3,ignore,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.1,3,random,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.25,1,ignore,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.25,1,random,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.25,2,ignore,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.25,2,random,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.25,3,ignore,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.25,3,random,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.5,1,ignore,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.5,1,random,0.008559253553487236,0.009741690324786263,0.5576923076923077,0.1591915020399228,38.11214437837656,2.193308080364922,0.3131548772725126
2,0.1,0.5,2,ignore,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.5,2,random,0.002701189472061989,0.0037932702555766003,0.5432692307692307,0.16167615645587663,39.72524919387648,2.170474746312762,0.3154101767134378
2,0.1,0.5,3,ignore,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.1,0.5,3,random,0.05323211637464567,0.040060588287383375,0.6201923076923077,0.14722722859016454,38.16538204479335,2.242521555445958,0.3084019590619084
2,0.01,0.01,1,ignore,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.01,1,random,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.01,2,ignore,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.01,2,random,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.01,3,ignore,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.01,3,random,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.05,1,ignore,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.05,1,random,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.05,2,ignore,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.05,2,random,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.05,3,ignore,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.05,3,random,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.1,1,ignore,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.1,1,random,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.1,2,ignore,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.1,2,random,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.1,3,ignore,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.1,3,random,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.25,1,ignore,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.25,1,random,0.022016925628092925,0.016718639797768702,0.5817307692307693,0.1573955544929871,40.84597588803618,2.168663580467036,0.3155904609641797
2,0.01,0.25,2,ignore,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.25,2,random,-0.004718972862177594,-0.003551816071419226,0.5336538461538461,0.1533095269561959,40.32811712007975,2.065073345830086,0.32625646670428343
2,0.01,0.25,3,ignore,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.25,3,random,-0.004726777178735748,-0.0031301062536428304,0.5336538461538461,0.15702296454691378,39.864710411469495,2.130184560101846,0.3194699803795158
2,0.01,0.5,1,ignore,0.0903003673759014,0.06846074081958897,0.6538461538461539,0.13802699758810016,34.5057043785627,2.3573767365421894,0.297851590235868
2,0.01,0.5,1,random,0.0903003673759014,0.06846074081958897,0.6538461538461539,0.13802699758810016,34.5057043785627,2.3573767365421894,0.297851590235868
2,0.01,0.5,2,ignore,-0.000274977256118477,0.0008285581901131136,0.5336538461538461,0.1554638234107337,41.64593053947716,2.1194037716471974,0.3205740818451185
2,0.01,0.5,2,random,-0.000274977256118477,0.0008285581901131136,0.5336538461538461,0.1554638234107337,41.64593053947716,2.1194037716471974,0.3205740818451185
2,0.01,0.5,3,ignore,-0.003339987242825578,-0.0017979705271320117,0.5336538461538461,0.15584569617000749,41.50247198010983,2.1188910628622235,0.32062678043082865
2,0.01,0.5,3,random,-0.003339987242825578,-0.0017979705271320117,0.5336538461538461,0.15584569617000749,41.50247198010983,2.1188910628622235,0.32062678043082865
