outliers,consider_duplicates,threshold,significance,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
True,True,0.1,0.0005,0.3383527336875061,0.3673604734835174,0.6011904761904762,0.24899096595761205,0.829344683987668,0.21497196602845156
True,True,0.1,0.001,0.3085838769263253,0.3556914204385321,0.5922619047619048,0.2248110275754147,0.8134489210075678,0.2586291810330832
True,True,0.1,0.005,0.471503890561003,0.5024980125034787,0.7202380952380952,0.24745768244080374,0.8962044197165068,0.34374101698411896
True,True,0.1,0.01,0.345257273212785,0.3881117724951049,0.6101190476190477,0.2763028129170712,0.8388323971916133,0.19648392085725847
True,True,0.1,0.1,0.35627549287677884,0.47815887588546435,0.7261904761904762,0.18971223687373118,0.850099780999666,0.3160424041201915
True,True,0.15,0.0005,0.3632438197865304,0.3778174031434545,0.5982142857142857,0.3029766513083822,0.8251491336074288,0.2850645027423171
True,True,0.15,0.001,0.3620988714987968,0.3886300183943984,0.6041666666666666,0.2923344589359066,0.838206360491171,0.22693073868280567
True,True,0.15,0.005,0.33548643772540365,0.3687807963365434,0.5982142857142857,0.24840538537934878,0.831192395978435,0.2780745673936797
True,True,0.15,0.01,0.3578308551122119,0.3937345956229862,0.6101190476190477,0.2520221495097716,0.8503152593403913,0.2768555811793287
True,True,0.15,0.1,0.546819317268186,0.5492685249705618,0.7410714285714286,0.28639507076760007,0.9082005580300859,0.32649121007668297
True,True,0.2,0.0005,0.34653488377895086,0.38122228354228704,0.6011904761904762,0.3335431380769559,0.8652838345360656,0.33147197936163764
True,True,0.2,0.001,0.3235450854850968,0.35816283002764093,0.6011904761904762,0.2568523438118918,0.8125975996654956,0.25713346911776874
True,True,0.2,0.005,0.34660116823810594,0.38426107844952034,0.6041666666666666,0.26601234832097426,0.8530922623844525,0.29157216402194885
True,True,0.2,0.01,0.4579259767819107,0.4791778283707213,0.7142857142857143,0.24910370175107005,0.8890784511881412,0.34427387912279417
True,True,0.2,0.1,0.34928440030677305,0.462175234005244,0.7113095238095238,0.1688636380829665,0.8406914940885282,0.2986344799717064
True,True,0.5,0.0005,0.35204405339799194,0.3824870839241463,0.6130952380952381,0.2606988004261215,0.8392815500107601,0.22284481794188468
True,True,0.5,0.001,0.3324432593751596,0.3629132992237574,0.5982142857142857,0.24284230180149974,0.8307083448264514,0.2110268135328054
True,True,0.5,0.005,0.36020043430632304,0.3952297707589123,0.6071428571428571,0.27134055996432255,0.8474437376205917,0.28490171679518034
True,True,0.5,0.01,0.48711414992650726,0.5011250880333443,0.6696428571428571,0.30308873829398486,0.8819602769392849,0.30128023583787505
True,True,0.5,0.1,0.4420523841678515,0.49966033472224847,0.6607142857142857,0.3159697227416358,0.9016296470876437,0.3256050365664542
True,True,1.0,0.0005,0.3324432593751596,0.3629132992237574,0.5982142857142857,0.23700147121410112,0.8333177886338704,0.21394355715828356
True,True,1.0,0.001,0.31531044981552736,0.3854639222959369,0.5892857142857143,0.20549218079171563,0.8412438063084502,0.29387337260506985
True,True,1.0,0.005,0.35901591227212243,0.3899740721313471,0.6130952380952381,0.28706842626654094,0.853314905589006,0.2902178325619342
