n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
7,nearest_neighbors,42,0.3473979776038315,0.6573946983769121,0.5956709956709957,0.054417992572227826,0.9192875705794595,0.4018726431572348
7,rbf,42,0.4461218876654368,0.6126278253425876,0.6181818181818182,0.3079712053718218,1.0,0.4667252452371815
