n_clusters,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.1,0.01,1,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,1,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,1,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,2,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,2,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,2,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,3,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,3,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,3,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,5,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,5,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.01,5,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,1,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,1,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,1,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,2,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,2,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,2,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,3,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,3,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,3,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,5,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,5,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.05,5,all,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.1,1,ignore,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
3,0.1,0.1,1,random,0.5202836224801696,0.5921160716516489,0.735,0.3293374941164733,861.9378584526911,1.9031746566636139,0.34445051306324775
