min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,euclidean,25,0.3454713579953724,0.5736029247217371,0.796969696969697,0.002608201993193198,0.694381127412647,0.39852160403884906
5,euclidean,40,0.3454713579953724,0.5736029247217371,0.796969696969697,0.002608201993193198,0.694381127412647,0.39852160403884906
5,euclidean,70,0.3454713579953724,0.5736029247217371,0.796969696969697,0.002608201993193198,0.694381127412647,0.39852160403884906
5,euclidean,100,0.3454713579953724,0.5736029247217371,0.796969696969697,0.002608201993193198,0.694381127412647,0.39852160403884906
5,manhattan,25,0.4229153541205529,0.6153798036363913,0.7627705627705628,0.046344245270652056,0.7043228012440743,0.4127171841268349
5,manhattan,40,0.4229153541205529,0.6153798036363913,0.7627705627705628,0.046344245270652056,0.7043228012440743,0.4127171841268349
5,manhattan,70,0.4229153541205529,0.6153798036363913,0.7627705627705628,0.046344245270652056,0.7043228012440743,0.4127171841268349
5,manhattan,100,0.4229153541205529,0.6153798036363913,0.7627705627705628,0.046344245270652056,0.7043228012440743,0.4127171841268349
10,euclidean,25,0.43630870724273046,0.6468756914568903,0.7844155844155845,0.08613500496500634,0.8322099328084813,0.3530271927321477
10,euclidean,40,0.43630870724273046,0.6468756914568903,0.7844155844155845,0.08613500496500634,0.8322099328084813,0.3530271927321477
10,euclidean,70,0.43630870724273046,0.6468756914568903,0.7844155844155845,0.08613500496500634,0.8322099328084813,0.3530271927321477
10,euclidean,100,0.43630870724273046,0.6468756914568903,0.7844155844155845,0.08613500496500634,0.8322099328084813,0.3530271927321477
10,manhattan,25,0.2399852068795706,0.5714460835229581,0.4393939393939394,0.35904012429142407,1.0,0.43093567355005574
10,manhattan,40,0.2399852068795706,0.5714460835229581,0.4393939393939394,0.35904012429142407,1.0,0.43093567355005574
10,manhattan,70,0.2399852068795706,0.5714460835229581,0.4393939393939394,0.35904012429142407,1.0,0.43093567355005574
10,manhattan,100,0.2399852068795706,0.5714460835229581,0.4393939393939394,0.35904012429142407,1.0,0.43093567355005574
15,euclidean,25,0.4177986371481779,0.6482483782077856,0.7567099567099567,0.06043921577033492,0.8410439230275367,0.35259699374101916
15,euclidean,40,0.4177986371481779,0.6482483782077856,0.7567099567099567,0.06043921577033492,0.8410439230275367,0.35259699374101916
15,euclidean,70,0.4177986371481779,0.6482483782077856,0.7567099567099567,0.06043921577033492,0.8410439230275367,0.35259699374101916
15,euclidean,100,0.4177986371481779,0.6482483782077856,0.7567099567099567,0.06043921577033492,0.8410439230275367,0.35259699374101916
15,manhattan,25,0.24024099989475123,0.5716804743765752,0.44025974025974024,0.3572453008642129,0.9999763765674202,0.4268326399017399
15,manhattan,40,0.24024099989475123,0.5716804743765752,0.44025974025974024,0.3572453008642129,0.9999763765674202,0.4268326399017399
15,manhattan,70,0.24024099989475123,0.5716804743765752,0.44025974025974024,0.3572453008642129,0.9999763765674202,0.4268326399017399
15,manhattan,100,0.24024099989475123,0.5716804743765752,0.44025974025974024,0.3572453008642129,0.9999763765674202,0.4268326399017399
