eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.01,1,0.3284328908696296,0.25132966010120483,0.997,0.057202623976579645,0.8033734914959805,0.8089141056428549
0.01,3,0.44565057568663347,0.4640403225589031,0.841,-0.21807950801572162,0.5305683387500139,0.2942066958103781
0.01,5,0.3734070777316142,0.4655131270812657,0.721,-0.22081356430454624,0.5894423880174363,0.5159187107944879
0.01,10,0.20213737820211347,0.3569947569535003,0.561,-0.19170666009129742,0.694484909193389,0.5201145028900015
0.01,15,0.05334726708292135,0.19110337611519948,0.452,0.003471287226912329,0.6190852499155651,0.5434796909361884
0.025,1,0.6926159643284588,0.5423733567727912,0.99,0.16144668599099707,0.7610490033069092,0.6779568725587615
0.025,3,0.7134609456953244,0.6361888267209369,0.976,0.32121888010890703,0.7454942585996495,0.3300828084456595
0.025,5,0.7687730943446587,0.7135004003119799,0.963,0.3419618614117981,0.7897417213227754,0.22932589055062655
0.025,10,0.765264261948513,0.7717964105807369,0.912,0.4707323581315606,1.0,0.568157543141879
0.025,15,0.6215045111255444,0.6943823675209827,0.837,0.33362957886865435,0.9479230115140903,0.5322396401747478
0.05,1,0.5543351118502629,0.6379856164786193,0.707,-0.09106258875954085,0.6068412511875984,0.5962092585165982
0.05,3,0.5552343034082207,0.6623543331478446,0.705,0.3896663220098121,0.8054888441564997,0.35824195231176587
0.05,5,0.8928925898709913,0.8616923405939847,0.983,0.5602707580676526,0.983857732350629,0.19312682350199323
0.05,10,0.8359727307318017,0.8251291006165146,0.982,0.46222601240905187,0.9694612219595304,0.2274794563128268
0.05,15,0.798006287939965,0.7873362909389858,0.982,0.46374843550844197,0.9733468057975821,0.27760459298495743
0.1,1,1.8078361198242447e-05,1.6222996338662908e-05,0.337,-0.2835474184022863,0.1541848138868666,0.5999261067561267
0.1,3,3.01264989181963e-05,0.00361266718054097,0.337,0.2426026549309452,0.1507283594064446,0.2837338958105117
0.1,5,3.01264989181963e-05,0.00361266718054097,0.337,0.2426026549309452,0.1507283594064446,0.2837338958105117
0.1,10,5.6289209524799314e-05,0.005615328094044184,0.338,0.25328426623956396,0.2177541828163997,0.34207861313135957
0.1,15,0.00024218591757758085,0.01351982922870789,0.342,0.20927523041656235,0.18344784653334656,0.22128482233204355
0.15,1,,,,,,
0.15,3,,,,,,
0.15,5,,,,,,
0.15,10,,,,,,
0.15,15,2.0060140300621263e-06,1.816511755154054e-06,0.335,0.2211844006736074,0.15307067905220673,0.6022565087364972
0.2,1,,,,,,
0.2,3,,,,,,
0.2,5,,,,,,
0.2,10,,,,,,
0.2,15,,,,,,
0.25,1,,,,,,
0.25,3,,,,,,
0.25,5,,,,,,
0.25,10,,,,,,
0.25,15,,,,,,
0.3,1,,,,,,
0.3,3,,,,,,
0.3,5,,,,,,
0.3,10,,,,,,
0.3,15,,,,,,
0.4,1,,,,,,
0.4,3,,,,,,
0.4,5,,,,,,
0.4,10,,,,,,
0.4,15,,,,,,
