significance,pval_strategy,n_split_trials,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.0005,table,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,table,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,table,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,table,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,bootstrap,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,bootstrap,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,bootstrap,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.0005,bootstrap,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,table,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,table,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,table,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,table,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,bootstrap,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,bootstrap,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,bootstrap,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.001,bootstrap,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,table,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,table,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,table,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,table,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,bootstrap,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,bootstrap,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,bootstrap,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.005,bootstrap,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,table,5,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,table,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,table,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,table,20,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,bootstrap,5,0.11637590328162062,0.2074666574683094,0.48598130841121495,0.34242071427260096,0.8867294650480737,0.49444663657586635
0.01,bootstrap,10,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,bootstrap,15,0.2092355760565566,0.2899473235954188,0.4439252336448598,0.520130532687963,1.0,0.48447227546425586
0.01,bootstrap,20,0.11637590328162062,0.2074666574683094,0.48598130841121495,0.34242071427260096,0.8867294650480737,0.49444663657586635
