threshold1,threshold2,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.001,0.001,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232196,0.02144243654823685,0.9790076897326713
0.001,0.005,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232198,0.021442436548236847,0.9790076897326713
0.001,0.01,0.00022123716559205363,0.008643071796454448,1.0,0.044681487891565924,287093.59652322036,0.02144243654823685,0.9790076897326713
0.001,0.05,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.59652321966,0.02144243654823685,0.9790076897326713
0.001,0.075,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232196,0.02144243654823685,0.9790076897326713
0.001,0.1,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232196,0.02144243654823685,0.9790076897326713
0.001,0.15,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232196,0.02144243654823685,0.9790076897326713
0.001,0.2,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.5965232196,0.02144243654823685,0.9790076897326713
0.001,0.3,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.59652321966,0.02144243654823685,0.9790076897326713
0.001,0.5,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.59652321966,0.021442436548236847,0.9790076897326713
0.001,0.75,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.59652321966,0.021442436548236847,0.9790076897326713
0.001,1.0,0.00022123716559205363,0.008643071796454528,1.0,0.044681487891565924,287093.59652321966,0.021442436548236847,0.9790076897326713
0.005,0.001,0.003795076435914463,0.09199394529576346,1.0,0.20512282246307972,12634.83168987582,0.18760475439055294,0.8420309840483698
0.005,0.005,0.003795076435914463,0.09199394529576346,1.0,0.20512282246307972,12634.83168987582,0.18760475439055294,0.8420309840483698
0.005,0.01,0.00382268847709473,0.09193579099376324,1.0,0.19038125392171365,11970.30247100174,0.18739501141978462,0.842179721476416
0.005,0.05,0.004061979515195855,0.09306361300715248,1.0,0.1895849670762881,11585.688534052748,0.1905022725130478,0.8399815969179849
0.005,0.075,0.004061979515195855,0.09306361300715288,1.0,0.1895849670762881,11585.688534052744,0.1905022725130478,0.8399815969179849
0.005,0.1,0.004061979515195855,0.09306361300715298,1.0,0.1895849670762881,11585.688534052746,0.1905022725130478,0.8399815969179849
0.005,0.15,0.004061979515195855,0.09306361300715305,1.0,0.1895849670762881,11585.688534052746,0.1905022725130478,0.8399815969179849
0.005,0.2,0.004061979515195855,0.09306361300715311,1.0,0.1895849670762881,11585.68853405275,0.1905022725130478,0.8399815969179849
0.005,0.3,0.00403437022956743,0.09262294589915633,1.0,0.18910101388936543,11655.410369456153,0.19016456782137228,0.8402199385170123
0.005,0.5,0.00403437022956743,0.09262294589915641,1.0,0.18910101388936543,11655.410369456153,0.19016456782137228,0.8402199385170123
0.005,0.75,0.00403437022956743,0.09262294589915637,1.0,0.18910101388936543,11655.410369456153,0.19016456782137225,0.8402199385170123
0.005,1.0,0.00403437022956743,0.09262294589915637,1.0,0.18910101388936543,11655.410369456153,0.1901645678213723,0.8402199385170123
0.01,0.001,0.012192861768037046,0.18189880772406883,1.0,0.26348544028808213,4427.167620918163,0.3208090572027594,0.7571117070606888
0.01,0.005,0.012192861768037046,0.18189880772406883,1.0,0.26348544028808213,4427.167620918163,0.3208090572027594,0.7571117070606888
0.01,0.01,0.012192861768037046,0.18189880772406883,1.0,0.26348544028808213,4427.167620918163,0.3208090572027594,0.7571117070606888
0.01,0.05,0.01499780627334727,0.18450812965731356,1.0,0.22285033533248527,3836.789919287751,0.3206411220424778,0.7572079827814383
0.01,0.075,0.014869547233651035,0.18427723405812055,1.0,0.22722678326957543,3891.454585424313,0.32077982066631505,0.757128466344613
0.01,0.1,0.015061933214522687,0.1844176738655714,1.0,0.2146083410570088,3778.126196269673,0.3214675715806126,0.7567344227780755
0.01,0.15,0.015675632692948315,0.18450906174957002,1.0,0.22586782591771223,3840.7282541067325,0.319836436017548,0.7576696420182056
0.01,0.2,0.02095426678111822,0.18715349632426398,1.0,0.21514900522689007,3288.370454300979,0.31704155943698653,0.7592774828058451
0.01,0.3,0.014759605440464302,0.18418143128189518,1.0,0.2250599815184155,3855.4965752556773,0.3214613558731855,0.7567379822009456
0.01,0.5,0.014732119202684295,0.18415291108378665,1.0,0.2261224955531637,3873.20991087396,0.3213342916504715,0.756810752826906
0.01,0.75,0.014722957053245845,0.1837506787692013,1.0,0.22418544636653992,3856.798875318659,0.32201602632309667,0.7564204821187267
0.01,1.0,0.014722957053245845,0.1837506787692013,1.0,0.22418544636653992,3856.7988753186582,0.32201602632309667,0.7564204821187267
0.02,0.001,0.04092902466840982,0.2802097693172698,1.0,0.276663544378996,1963.1529799226005,0.45840706487900107,0.6856796185932948
0.02,0.005,0.04092902466840982,0.2802097693172698,1.0,0.276663544378996,1963.1529799226005,0.45840706487900107,0.6856796185932948
0.02,0.01,0.04092902466840982,0.2802097693172698,1.0,0.276663544378996,1963.1529799226005,0.45840706487900107,0.6856796185932948
0.02,0.05,0.05848072234516148,0.2908416757835461,1.0,0.18125919908296578,1551.3688314457027,0.462714302775889,0.6836605057475916
0.02,0.075,0.06397949035180352,0.2914270344920835,1.0,0.17126343521076737,1479.6924546983055,0.4734010294589323,0.6787018469555595
0.02,0.1,0.10145420232852334,0.30007048564767197,1.0,0.15081973754242547,1223.465376356557,0.46109137135851747,0.6844198929668606
0.02,0.15,0.0891796613988267,0.3002916986514822,1.0,0.16333262063258877,1247.2969488270764,0.4546223040025724,0.687463678542792
0.02,0.2,0.1123376994761582,0.3065786831620752,1.0,0.19402324024574166,1177.4838709910046,0.44063964624664015,0.6941361100295571
0.02,0.3,0.16389286151392107,0.31924699616294944,1.0,0.1771998865027869,869.207600743093,0.4287122626655503,0.6999309980963548
0.02,0.5,0.05986560134054509,0.29514215319149206,1.0,0.19799831798901052,1501.6122005744155,0.4441361091796543,0.692455505851213
0.02,0.75,0.06185157955068272,0.2962869647422415,1.0,0.18649730264841907,1409.0765059222051,0.4422659776642458,0.6933533866059178
0.02,1.0,0.06185157955068272,0.2962869647422415,1.0,0.18649730264841907,1409.0765059222051,0.4422659776642458,0.6933533866059178
0.03,0.001,0.08521619289579192,0.35813578637375604,1.0,0.2662845631593224,1382.4061548604193,0.5681706208279295,0.6376857127141187
0.03,0.005,0.08521619289579192,0.35813578637375604,1.0,0.2662845631593224,1382.4061548604193,0.5681706208279295,0.6376857127141187
0.03,0.01,0.08521619289579192,0.35813578637375604,1.0,0.2662845631593224,1382.4061548604193,0.5681706208279295,0.6376857127141187
0.03,0.05,0.14057714838830668,0.37395563035917384,0.9988412514484357,0.17112718620521167,1091.5487647037032,0.5780142749171548,0.6337078288170109
0.03,0.075,0.17435233543599746,0.38470322522657263,1.0,0.20475350517042276,1017.6327111490252,0.5574669424626828,0.6420682023714671
0.03,0.1,0.19877013902872454,0.3871846167460742,0.9988412514484357,0.17857561142502673,906.8121817352026,0.5533998717052891,0.6437492484805097
0.03,0.15,0.1710484932041691,0.3849812716863912,0.9988412514484357,0.16049723930427753,962.6055366977134,0.5454812110395718,0.6470476592383466
0.03,0.2,0.20429494725494746,0.3954874476460203,0.9988412514484357,0.17257377027931942,828.1138296639043,0.5330301354852611,0.652302897935834
0.03,0.3,0.2765582592264884,0.42854756649410825,0.9988412514484357,0.08137489565231934,405.9887463689961,0.5475974702370141,0.6461628551556434
0.03,0.5,0.2634213398481433,0.4199645425852716,0.9988412514484357,0.0171529669446936,159.65933869209147,0.6030570091096943,0.6238081330341333
0.03,0.75,0.2121068028318234,0.4076175253659441,0.9988412514484357,0.040392840265159,254.22341419161654,0.598384022149013,0.6256318795376276
0.03,1.0,0.2121068028318234,0.4076175253659441,0.9988412514484357,0.040392840265159,254.22341419161648,0.598384022149013,0.6256318795376276
0.05,0.001,0.19365146341868894,0.44659490422644105,0.9976825028968713,0.2565122478397271,1045.824780647841,0.6603045900409885,0.602299123906724
0.05,0.005,0.19365146341868894,0.44659490422644105,0.9976825028968713,0.2565122478397271,1045.824780647841,0.6603045900409885,0.602299123906724
0.05,0.01,0.19365146341868894,0.44659490422644105,0.9976825028968713,0.2565122478397271,1045.824780647841,0.6603045900409885,0.602299123906724
0.05,0.05,0.19365146341868894,0.44659490422644105,0.9976825028968713,0.2565122478397271,1045.824780647841,0.6603045900409885,0.602299123906724
0.05,0.075,0.28681497341927714,0.48457179070159373,1.0,0.18250903424428286,801.2879181419288,0.6360446711121209,0.6112302540738316
0.05,0.1,0.3291112656897052,0.48748628152307116,0.9942062572421785,0.18292556556921255,729.3416274367779,0.6755404011878482,0.5968223740179979
0.05,0.15,0.40126324993600143,0.523667721049205,0.9988412514484357,0.12306653471007484,573.2530076207837,0.6276597843749816,0.6143790057355248
0.05,0.2,0.4463108328207392,0.5544967376678411,0.9988412514484357,0.059786291665059124,401.2687043194639,0.6479408756313442,0.6068178869687234
0.05,0.3,0.5148506985496264,0.5707242416345953,1.0,-0.027356237850818796,192.01540867403142,0.6763100846895836,0.5965483409861955
0.05,0.5,0.5692112674117715,0.5991646954935647,0.9988412514484357,-0.06833943328387702,183.00909019584762,0.6956590610618273,0.5897411944201782
0.05,0.75,0.48513415278241295,0.5684236533572671,0.9988412514484357,-0.027801527307490213,278.81174007898755,0.7286152760420981,0.5784977223443479
0.05,1.0,0.4851043814781803,0.5675658600267806,0.9988412514484357,-0.029687295754218045,274.86904045199924,0.7393132189219404,0.5749395733448281
0.075,0.001,0.37669136916396906,0.5462795981179991,0.9988412514484357,0.28162947975771624,928.7923126724774,0.7396525390424511,0.5748274310859945
0.075,0.005,0.37669136916396906,0.5462795981179991,0.9988412514484357,0.28162947975771624,928.7923126724774,0.7396525390424511,0.5748274310859945
0.075,0.01,0.37669136916396906,0.5462795981179991,0.9988412514484357,0.28162947975771624,928.7923126724774,0.7396525390424511,0.5748274310859945
0.075,0.05,0.37669136916396906,0.5462795981179991,0.9988412514484357,0.28162947975771624,928.7923126724774,0.7396525390424511,0.5748274310859945
0.075,0.075,0.37669136916396906,0.5462795981179991,0.9988412514484357,0.28162947975771624,928.7923126724774,0.7396525390424511,0.5748274310859945
0.075,0.1,0.43594368501873504,0.5868265696039597,1.0,0.2497949845023456,808.8029824896727,0.7458644770617444,0.5727821449709432
0.075,0.15,0.49627611882796885,0.6198625813562421,0.9953650057937428,0.20087048231955382,665.298424204557,0.6766049347377072,0.5964434311750626
0.075,0.2,0.5318767588821064,0.6413884807096413,0.9976825028968713,0.10911736098521439,439.72245727157775,0.6860738080876502,0.5930938463092568
