max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,0.00859501210223935,0.032351171780120036,0.318733153638814,0.5833757364019432,116.36666031481357,0.6248412467770318,0.6154447408222551
1,20,0.00714948978799571,0.027249129019069684,0.31805929919137466,0.6185708087439763,106.10789532649206,0.5059448861437574,0.6640349253156799
1,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,10,0.002979506538380728,0.01769295282133657,0.31266846361185985,0.6339809500698739,140.47717036864282,0.6132108290135285,0.6198817798734315
2,20,0.00859501210223935,0.032351171780120036,0.318733153638814,0.5833757364019432,116.36666031481357,0.6248412467770318,0.6154447408222551
2,30,0.010092425932545706,0.03372302971528775,0.31536388140161725,0.6273217878777534,124.40628282800324,1.4523369292582151,0.40777431031978173
2,40,0.002979506538380728,0.01769295282133657,0.31266846361185985,0.6339809500698739,140.47717036864282,0.6132108290135285,0.6198817798734315
3,10,0.010175603607281604,0.04376947879897814,0.318733153638814,0.6275097219152076,134.16331830488636,0.5711742944374505,0.6364666247025407
3,20,0.010175603607281604,0.04376947879897814,0.318733153638814,0.6275097219152076,134.16331830488636,0.5711742944374505,0.6364666247025407
3,30,0.011631776325701067,0.04860402068394722,0.3194070080862534,0.5935134695341756,140.3874587893465,0.6130906401883399,0.6199279662816981
3,40,0.010175603607281604,0.04376947879897814,0.318733153638814,0.6275097219152076,134.16331830488636,0.5711742944374505,0.6364666247025407
4,10,0.03505383177956074,0.09809365789494442,0.35714285714285715,0.1873988663695782,172.97915974808623,1.3956262108556805,0.4174273914137947
4,20,0.033757727238740945,0.0873766874914776,0.37331536388140163,0.16061665326148492,203.03932729193727,1.3321972217900062,0.4287802037738819
4,30,0.11080100017956541,0.20841235120617252,0.3423180592991914,0.3322421047556438,228.71083468506868,0.8479201022695755,0.5411489375389237
4,40,-0.001217478383780918,0.07668379881229187,0.36522911051212936,0.21555672107592366,148.63732196554196,1.286707862018529,0.4373099059174429
5,10,0.004433412741505421,0.07564843046586238,0.3753369272237197,0.16699496427343977,125.60972987072772,1.560589779757335,0.39053502747900887
5,20,0.09939866627937595,0.16141413340576147,0.3551212938005391,0.13829617432767882,246.02973972384865,1.5700720161878234,0.38909415522266017
5,30,0.031790257777836284,0.11321603757940887,0.3578167115902965,0.14060630106832317,184.6278329722324,1.4041238229802655,0.41595195324022566
5,40,0.048272477795691326,0.10350453739965289,0.4029649595687331,0.14296609410696698,156.07528063731618,1.608637124332597,0.3833419338674188
10,10,0.10383672090937154,0.19314667029556795,0.48180592991913745,0.15147168522895266,189.04191560136,1.378371816681394,0.42045570544782473
10,20,0.1865366178154207,0.2650339987908399,0.5128032345013477,0.1731240545631747,224.08207282495272,1.3891502845640886,0.41855885184822295
10,30,0.1297820775905836,0.18991487913444857,0.4696765498652291,0.13367594972678898,147.2760024639048,1.5199976930079355,0.39682576010868237
10,40,0.15559572172531044,0.22469292128377039,0.49663072776280326,0.17759891342872533,184.72939531408235,1.3540358933552805,0.4248023587162339
