min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.34848651199709213,0.5427158722112346,0.7775202780996524,-0.06819036454042707,0.7992525254883438,0.3870481635645666
5,0.05,0.1,0.3453333744912823,0.5694685170270977,0.7497103128621089,0.16420391443563737,0.7770805094431489,0.356700595111751
5,0.1,0.05,0.7483402382546464,0.7853386421750669,0.9536500579374276,0.23971459895383815,0.8891032575388401,0.29159247076278505
5,0.1,0.1,0.7682357440790296,0.8019972432669495,0.9038238702201622,0.3506400141778358,0.8214348102048855,0.4892753072110034
10,0.05,0.05,0.7438068797582034,0.8060502299213358,0.9501738122827347,0.22486947566812227,0.9334545127343356,0.36953460064045407
10,0.05,0.1,0.6841863493740507,0.7381884072292939,0.8783314020857474,0.3114289944779849,0.8156873955455652,0.48569872429495536
10,0.1,0.05,0.9958742561180184,0.9929674963585574,0.9988412514484357,0.5365284775095149,1.0,0.6372595155342236
10,0.1,0.1,0.8512952026950871,0.8877373977690766,0.9269988412514485,0.38662574673520245,0.8282754774751803,0.4945608631961633
15,0.05,0.05,0.9958742561180184,0.9929674963585574,0.9988412514484357,0.5365284775095149,1.0,0.6372595155342236
15,0.05,0.1,0.8512952026950871,0.8877373977690766,0.9269988412514485,0.38662574673520245,0.8282754774751803,0.4945608631961633
15,0.1,0.05,0.9901814002851317,0.9803017905217271,0.996523754345307,0.5333003568284078,0.9970691890464842,0.6358819520403313
15,0.1,0.1,0.6425707358306709,0.712595077173461,0.8273464658169177,0.21151841780335384,0.5552716665906443,0.28775571489239515
