eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.01,1,0.006322916243233216,0.1277442366402263,1.0,0.2710385870142003,1.0,0.7192225504699805
0.01,3,0.007253553823373188,0.16636818290181551,0.789,-0.11634416274296448,0.2830917554457871,0.4623152895593796
0.01,5,0.002373196231140827,0.12468099081513039,0.589,-0.6011758689833495,0.2635777891196342,0.43292835621877557
0.01,10,,,,,,
0.01,15,,,,,,
0.025,1,0.9643990960816162,0.9197411691880797,1.0,-0.681054444154844,0.5172670776863927,0.28636726880679536
0.025,3,0.9643750788880646,0.9257400378447014,0.995,-0.022941227235980736,0.6532606354444498,0.23257973978779586
0.025,5,0.9429277040047872,0.8999474472741775,0.989,0.251855501977729,0.7300071225872027,0.2885962887425309
0.025,10,0.18123775411555218,0.368405387523095,0.942,0.1718749815686773,0.6518806949043032,0.37698823432417716
0.025,15,0.01224041879470385,0.19064923449548243,0.645,-0.35362808660702094,0.38917250032904355,0.3980111759231062
0.05,1,0.998001996003992,0.9948145294868933,1.0,0.03506241349653586,0.7340036579907409,0.33100325054651536
0.05,3,0.998001996003992,0.9948145294868933,1.0,0.03506241349653586,0.7340036579907409,0.33100325054651536
0.05,5,0.998001996003992,0.9948145294868933,1.0,0.03506241349653586,0.7340036579907409,0.33100325054651536
0.05,10,0.998001996003992,0.9948145294868933,1.0,0.03506241349653586,0.7340036579907409,0.33100325054651536
0.05,15,0.998001996003992,0.9948145294868933,1.0,0.03506241349653586,0.7340036579907409,0.33100325054651536
0.1,1,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.1,3,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.1,5,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.1,10,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.1,15,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.15,1,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.15,3,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.15,5,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.15,10,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.15,15,1.0,1.0,1.0,0.3935615044391553,0.8172858344312455,0.49819177456122393
0.2,1,,,,,,
0.2,3,,,,,,
0.2,5,,,,,,
0.2,10,,,,,,
0.2,15,,,,,,
0.25,1,,,,,,
0.25,3,,,,,,
0.25,5,,,,,,
0.25,10,,,,,,
0.25,15,,,,,,
0.3,1,,,,,,
0.3,3,,,,,,
0.3,5,,,,,,
0.3,10,,,,,,
0.3,15,,,,,,
0.4,1,,,,,,
0.4,3,,,,,,
0.4,5,,,,,,
0.4,10,,,,,,
0.4,15,,,,,,
