n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,0.01,30,0.5036898471033526,0.5570606994630521,0.723,0.45271830411595887,0.9737930425937013,0.5528888527005206
3,0.01,50,0.5455983373774547,0.5935257803567141,0.778,0.48253243246683825,0.9898139129403987,0.5745180955483484
3,0.01,70,0.4814431346854052,0.5437070751958694,0.718,0.4714983117410201,0.987883329862139,0.5590036779662584
3,0.05,30,0.4835841165430139,0.5277785113374607,0.761,0.4873080758251907,0.9897582460612233,0.5655724467086747
3,0.05,50,0.4835841165430139,0.5277785113374607,0.761,0.4873080758251907,0.9897582460612233,0.5655724467086747
3,0.05,70,0.4835841165430139,0.5277785113374607,0.761,0.4873080758251907,0.9897582460612233,0.5655724467086747
3,0.1,30,0.5079116193768429,0.5610162942569811,0.733,0.47391575558861115,0.9844184179558743,0.5640731173438557
3,0.1,50,0.5079116193768429,0.5610162942569811,0.733,0.47391575558861115,0.9844184179558743,0.5640731173438557
3,0.1,70,0.5079116193768429,0.5610162942569811,0.733,0.47391575558861115,0.9844184179558743,0.5640731173438557
3,0.3,30,0.5281931955046205,0.6451363445383769,0.657,0.6391465837507597,1.0,0.6751901899034186
3,0.3,50,0.5281931955046205,0.6451363445383769,0.657,0.6391465837507597,1.0,0.6751901899034186
3,0.3,70,0.5281931955046205,0.6451363445383769,0.657,0.6391465837507597,1.0,0.6751901899034186
3,0.5,30,,,,,,
3,0.5,50,,,,,,
3,0.5,70,,,,,,
3,0.7,30,,,,,,
3,0.7,50,,,,,,
3,0.7,70,,,,,,
