significance,split_viewers_threshold,pval_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,0.005,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.005,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.005,bootstrap,0.19378039188375193,0.4454459008714093,0.998,0.4600171878721558,989.9728066863989,0.7460012730226816,0.5727372685523864
0.0005,0.01,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.01,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.01,bootstrap,0.1695280717733053,0.4329003989844642,0.999,0.46433927527872604,1056.9592436140674,0.7311002649413347,0.5776672907122968
0.0005,0.05,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.05,function,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.0005,0.05,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.0005,0.1,table,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.0005,0.1,function,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.0005,0.1,bootstrap,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,0.005,table,0.17020137715096853,0.4363039205966039,1.0,0.455100273878981,1037.4944838061494,0.7360675457556374,0.5760144543020888
0.001,0.005,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.005,bootstrap,0.19378439588477908,0.44544474079786855,0.998,0.46005530139553336,990.2413367382127,0.7470140019083223,0.5724052577184077
0.001,0.01,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.01,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.01,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.05,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.05,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.05,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.001,0.1,table,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,0.1,function,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.001,0.1,bootstrap,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.005,0.005,table,0.19296280588699719,0.4427049837514376,0.997,0.4556074855717927,978.685730796117,0.7480143448209648,0.5720776851533343
0.005,0.005,function,0.16959224241759865,0.4329235850830668,0.999,0.4644059765272452,1056.686112408103,0.7330912055857981,0.577003678038971
0.005,0.005,bootstrap,0.19288654214872333,0.4427474350011202,0.997,0.45813845672063963,985.3158072597058,0.751023324171504,0.5710946200406266
0.005,0.01,table,0.19296270229577359,0.4428014427144073,0.997,0.45984018188457276,990.1716736436547,0.745484081347324,0.5729069721610458
0.005,0.01,function,0.16957619975729757,0.4329223953977278,0.999,0.4649705900846114,1057.232110116426,0.7306917391108635,0.577803647756328
0.005,0.01,bootstrap,0.16952005044218948,0.43290126872857077,0.999,0.4644409068518163,1056.6963116129682,0.7314268511769776,0.5775583296055659
0.005,0.05,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.005,0.05,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.005,0.05,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.005,0.1,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.005,0.1,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.005,0.1,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.01,0.005,table,0.16950801844527438,0.43288443322913384,0.999,0.46456168767526285,1060.5379490709634,0.7290207550736226,0.5783620567107765
0.01,0.005,function,0.19303489080894357,0.44285437482139317,0.997,0.4602829706106933,990.3496119751046,0.744444921221838,0.573248250967754
0.01,0.005,bootstrap,0.16885068892765945,0.4304277595332295,0.998,0.4609965598159329,1051.7119656990774,0.7281626401384559,0.5786492409764643
0.01,0.01,table,0.1695962264343034,0.4329540114200383,0.999,0.4645536819815886,1059.3586562340972,0.7189744904429508,0.5817421989446259
0.01,0.01,function,0.1937402936613383,0.44632949771530167,0.998,0.4541306349059041,976.3235903173565,0.7471268476523601,0.5723682864491005
0.01,0.01,bootstrap,0.16953609310429246,0.4329043501412225,0.999,0.46433969870196895,1056.7882192122888,0.7331646745063002,0.5769792188297714
0.01,0.05,table,-0.0012120036675806565,-0.0010144171115402567,0.506,0.3894963590914935,794.1002081724884,0.8470537395523673,0.5414027640811088
0.01,0.05,function,-0.0012839232336977358,-0.0010755154606195366,0.504,0.388396077486503,794.1371070150881,0.8445177577601437,0.5421471253355303
0.01,0.05,bootstrap,0.17015370857341489,0.4331562056844729,0.999,0.4643388986256157,1058.8917380627465,0.7104885704048378,0.5846282853344763
0.01,0.1,table,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.01,0.1,function,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.01,0.1,bootstrap,-0.0009859719280806104,-0.000711407766548775,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
0.1,0.005,table,0.04295092755027431,0.2859307780993832,1.0,0.4059534465424484,1344.8472118694522,0.7367513881825647,0.5757876497490276
0.1,0.005,function,0.04041954889978088,0.28437910659242976,1.0,0.4121278212018641,1626.0331959631044,0.736565725738356,0.5758492092631958
0.1,0.005,bootstrap,0.02419194393823905,0.25363119384489025,1.0,0.3712406528890992,1968.1767825559002,0.7802610770764473,0.5617153646038279
0.1,0.01,table,0.03186251160151278,0.270207218578948,1.0,0.3813361966913559,1521.0588660167377,0.7845198709357747,0.5603748191806995
0.1,0.01,function,0.033378959268121386,0.2744294499391662,1.0,0.39360818790394253,1639.8785995717687,0.7734343505430884,0.5638776533756463
0.1,0.01,bootstrap,0.024087636244789826,0.2514162611381646,1.0,0.38115217182221983,1740.454002359092,0.7624374214602714,0.5673960322355434
0.1,0.05,table,0.1002986647279924,0.3709529970938898,1.0,0.4387958234600812,994.2406541331083,0.621227691339367,0.6168165059985229
0.1,0.05,function,0.08767919696638965,0.3596970037842121,1.0,0.4585031155979852,1304.0515081857386,0.60819600774544,0.6218147509282271
0.1,0.05,bootstrap,0.08642766214088572,0.3569517982578588,1.0,0.44640434766885195,1208.4692606982803,0.6274110104537709,0.6144729226829859
0.1,0.1,table,0.14053098095452865,0.4066558145314343,0.997,0.4503997944452489,1062.5140645542872,0.6717495713508346,0.5981757179049034
0.1,0.1,function,0.1329850548442104,0.40568749903137763,1.0,0.46345605226715797,1181.0933834501857,0.61478278914891,0.6192783368263799
0.1,0.1,bootstrap,0.0993319589784724,0.37306165870367713,1.0,0.4619365580893807,1386.9759743499976,0.5884588242969298,0.6295410272549001
