number_cluster,number_represent_points,compression,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,3,0.1,0.995999996008016,0.9895839817496578,0.999,0.3928354326628345,893.6593804109793,1.0082388525107122,0.49794873689939523
2,3,0.25,0.7256353764355857,0.6869560293015371,0.926,0.4583765986213941,1161.9653088243572,0.8621600162937983,0.5370107784777112
2,3,0.5,0.07907738848534918,0.19811600003675228,0.641,0.2473208593101673,254.3903254080227,0.9287714320316912,0.5184647508733784
2,3,0.75,0.5442190807869924,0.5484382427546317,0.869,0.45315934551874876,1101.4958911519225,0.8419021620824582,0.5429170021003711
2,3,0.9,0.7256353764355857,0.6869560293015371,0.926,0.4583765986213941,1161.9653088243572,0.8621600162937983,0.5370107784777112
2,5,0.1,1.0,1.0,1.0,0.3935615044391553,895.1474068395414,1.0072591541294258,0.49819177456122393
2,5,0.25,0.5442190807869924,0.5484382427546317,0.869,0.45315934551874876,1101.4958911519225,0.8419021620824582,0.5429170021003711
2,5,0.5,0.07907738848534918,0.19811600003675228,0.641,0.2473208593101673,254.3903254080227,0.9287714320316912,0.5184647508733784
2,5,0.75,0.5620890475295885,0.5612652477253501,0.875,0.4539701423425808,1117.791741842287,0.841352257850591,0.5430791396575575
2,5,0.9,0.7256353764355857,0.6869560293015371,0.926,0.4583765986213941,1161.9653088243572,0.8621600162937983,0.5370107784777112
2,10,0.1,1.0,1.0,1.0,0.3935615044391553,895.1474068395414,1.0072591541294258,0.49819177456122393
2,10,0.25,1.0,1.0,1.0,0.3935615044391553,895.1474068395414,1.0072591541294258,0.49819177456122393
2,10,0.5,0.5620890475295885,0.5612652477253501,0.875,0.4539701423425808,1117.791741842287,0.841352257850591,0.5430791396575575
2,10,0.75,0.5620890475295885,0.5612652477253501,0.875,0.4539701423425808,1117.791741842287,0.841352257850591,0.5430791396575575
2,10,0.9,0.7256353764355857,0.6869560293015371,0.926,0.4583765986213941,1161.9653088243572,0.8621600162937983,0.5370107784777112
2,15,0.1,1.0,1.0,1.0,0.3935615044391553,895.1474068395414,1.0072591541294258,0.49819177456122393
2,15,0.25,1.0,1.0,1.0,0.3935615044391553,895.1474068395414,1.0072591541294258,0.49819177456122393
2,15,0.5,0.5620890475295885,0.5612652477253501,0.875,0.4539701423425808,1117.791741842287,0.841352257850591,0.5430791396575575
2,15,0.75,0.4403990788633193,0.4758670330786222,0.832,0.4294934156859715,968.5437919197508,0.8497339565623099,0.5406182853768216
2,15,0.9,0.7256353764355857,0.6869560293015371,0.926,0.4583765986213941,1161.9653088243572,0.8621600162937983,0.5370107784777112
