n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,acedec,2,100,100,-0.0009375387023892977,-0.0006768334618047603,0.504,0.34532444148761104,542.4311655097848,1.217985046492633,0.4508596672377617
2,acedec,2,100,200,-0.0008577153071032021,-0.0006190195313832155,0.506,0.35829322277169967,598.8015915910054,1.1622016408896805,0.46249155540763087
2,acedec,2,200,100,0.002414630257878127,0.0018665248884970687,0.529,0.3257074486686677,488.25089946175524,1.2271370362542116,0.44900694646158146
2,acedec,2,200,200,0.0006170473432535983,0.0004557085331023332,0.52,0.35068135342155815,571.5295402882689,1.1715673391814394,0.46049688718239085
2,acedec,5,100,100,-0.0008058036039847551,-0.0005814630836761015,0.507,0.34820536302824584,551.2161195421128,1.20574874977944,0.45336079193062817
2,acedec,5,100,200,-0.0006759106289515537,-0.0004889560969567506,0.509,0.35982279704496317,604.2857713460704,1.1561951445851482,0.4637799145922852
2,acedec,5,200,100,-0.0006607343021946823,-0.00048804401880193606,0.509,0.34314290859831237,544.0166634160453,1.195820241975785,0.45541068475632884
2,acedec,5,200,200,-0.000591577238705023,-0.00043284866881533677,0.51,0.34856351938097935,559.3735210862014,1.188904172602059,0.45684960196829927
2,acedec,10,100,100,-0.0008028834256432173,-0.0005816656876934101,0.507,0.35317617738936774,577.4764247664522,1.1782112846597437,0.45909228688814224
2,acedec,10,100,200,-0.0009854102529095134,-0.0007115459446802226,0.502,0.3536980343359136,577.7479157420587,1.1806448669205323,0.45857994356145765
2,acedec,10,200,100,-0.00021715429469150815,-0.00015690193498846125,0.514,0.3604284556230282,606.4598767453579,1.1553641158353896,0.46395873098797213
2,acedec,10,200,200,-0.0010018595748819852,-0.0007229915424195228,0.5,0.34818854819773715,550.4707086417365,1.2064027847800838,0.4532264040355949
