eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.01,1,0.32784722598884775,0.3175612193179488,1.0,0.050300028119139195,0.9186282380626242,0.7782799667937628
0.01,3,0.32314210187141035,0.42568018460800877,0.8493626882966396,-0.09918249506533745,0.37496078234456354,0.3435660104400257
0.01,5,0.3261492462978599,0.4325301996734523,0.7891077636152954,-0.019808300620753352,0.3273696810963703,0.3338763347677533
0.01,10,0.3307148087096205,0.4140494437230577,0.7311703360370799,0.06808524580850422,0.5513651158978222,0.28302622152133533
0.01,15,0.20187250366682144,0.3076169640589026,0.6767091541135574,-0.01823556701098143,0.4994985957733523,0.2785907812918311
0.025,1,0.7386584456739675,0.6745316314216473,1.0,0.044038910798888525,0.7641793009680075,0.7013476307804137
0.025,3,0.7324925329570285,0.7203246267127196,0.9385863267670915,0.22823746817041443,0.7455082545680626,0.414532775185614
0.025,5,0.6957312571345444,0.7154531032527097,0.9026651216685979,0.30168698727152515,0.7491956733769242,0.380962846976881
0.025,10,0.5947580877009353,0.6754306880921136,0.880648899188876,0.2377783440315373,0.7361995407170202,0.30432012537523606
0.025,15,0.5414014077036063,0.6561231348921468,0.8505214368482039,0.25827529306946645,0.6853708576783251,0.2285977782342716
0.05,1,0.38858269224231756,0.6218983796505732,0.6593279258400927,0.3334713429192473,0.7519527620527358,0.666595412442676
0.05,3,0.38872050753115445,0.6307463040813984,0.6558516801853997,0.4762449870725081,0.9159195667334783,0.400760751527111
0.05,5,0.38321395601412994,0.6017858151656341,0.6500579374275782,0.34218969266898946,0.8899017296759724,0.3257646688021277
0.05,10,0.37252373886970236,0.5719758488714252,0.6292004634994206,0.5213703853584715,0.9686030784309491,0.5053743453382953
0.05,15,0.895056988690986,0.8612888494698635,0.9420625724217845,0.4852955865129482,0.9581239719353261,0.43368150285933904
0.1,1,0.39719560857038,0.6645164027147705,0.6593279258400927,0.541252464371401,1.0,0.6639561267784704
0.1,3,0.39719560857038,0.6645164027147705,0.6593279258400927,0.541252464371401,1.0,0.6639561267784704
0.1,5,0.39601856987807754,0.6597890808258705,0.6581691772885284,0.5475779769921953,0.996707066269147,0.3547818519681141
0.1,10,0.3957041723248742,0.6582912683885821,0.6581691772885284,0.5460732511432931,0.9961548584547527,0.25421764637314537
0.1,15,0.3954010173866308,0.6569695671938858,0.6581691772885284,0.5430646806044881,0.996261098557712,0.27135836142122355
0.15,1,0.164931417988767,0.3689790230801374,0.5596755504055619,0.5882616970861736,0.9905350903199723,0.6365844062046209
0.15,3,0.164931417988767,0.3689790230801374,0.5596755504055619,0.5882616970861736,0.9905350903199723,0.6365844062046209
0.15,5,0.164931417988767,0.3689790230801374,0.5596755504055619,0.5882616970861736,0.9905350903199723,0.6365844062046209
0.15,10,0.164931417988767,0.3689790230801374,0.5596755504055619,0.5882616970861736,0.9905350903199723,0.6365844062046209
0.15,15,0.164931417988767,0.3689790230801374,0.5596755504055619,0.5882616970861736,0.9905350903199723,0.6365844062046209
0.2,1,,,,,,
0.2,3,,,,,,
0.2,5,,,,,,
0.2,10,,,,,,
0.2,15,,,,,,
0.25,1,,,,,,
0.25,3,,,,,,
0.25,5,,,,,,
0.25,10,,,,,,
0.25,15,,,,,,
0.3,1,,,,,,
0.3,3,,,,,,
0.3,5,,,,,,
0.3,10,,,,,,
0.3,15,,,,,,
0.4,1,,,,,,
0.4,3,,,,,,
0.4,5,,,,,,
0.4,10,,,,,,
0.4,15,,,,,,
