bandwidth,bin_seeding,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
,True,,,,,,
,False,0.19680834956748192,0.09353103798719727,0.7977207977207977,0.11308271646774286,0.23197043782149426,0.6052876207484211
0.1,True,0.10473815461346633,0.1513965704363802,0.8774928774928775,0.08532106362264018,0.3193518440721105,0.574969711330043
0.1,False,0.0008094039716615575,0.008022142669836533,1.0,0.010501936659972176,0.7455155475031295,0.9134993621533394
0.2,True,0.08207708784545262,0.13348564906588056,0.8176638176638177,0.07406176990116171,0.32589570345769214,0.3436396091783306
0.2,False,0.009468480294947351,0.04635492096567631,1.0,0.07405297583230781,0.6093895496839272,0.8262952718452194
0.3,True,,,,,,
0.3,False,0.032537692836903415,0.08372422988956581,0.9943019943019943,0.09342101884129385,0.5251817619412742,0.7758024937859421
0.1107126544219287,True,0.15129015694090564,0.19422941654775855,0.8461538461538461,0.1743780158000539,0.31521630996002503,0.3806204285316296
0.1107126544219287,False,0.0016189171398200118,0.011692851273165758,1.0,0.01641798625774956,0.719826448983832,0.9104441489349501
0.07913943956383637,True,,,,,,
0.07913943956383637,False,0.00016745393272538252,0.003548369815614613,1.0,0.012212048981973481,0.8768473889296771,0.9512318299332102
0.0873733167628612,True,,,,,,
0.0873733167628612,False,0.0003070024467164693,0.0050456508004170595,1.0,0.012257698107697095,0.8149426952974868,0.9400149413362093
0.12037416156092265,True,0.20071825264438645,0.1163970204569662,0.7350427350427351,0.24413102192747257,0.39889204323385397,0.30385787189221536
0.12037416156092265,False,0.0024285395265743635,0.014524949869979169,1.0,0.018153425756218863,0.6927945478410716,0.9003883054083379
0.1536306271778956,True,,,,,,
0.1536306271778956,False,0.005640186796285481,0.030036276220227462,1.0,0.05636788104361334,0.6499807867719499,0.8608093963969241
0.056380480150518116,True,0.117169850813058,0.16246206885166264,0.8148148148148148,0.018094947417876046,0.2544805297232035,0.3853476983010329
0.056380480150518116,False,5.581745830552151e-05,0.001400229512278571,1.0,0.008444454831727888,1.0,0.9702173508320563
0.11009013634534957,True,0.12098319425984828,0.16083848618544327,0.8433048433048433,0.1615547694023882,0.33579337855597596,0.3438308505828323
0.11009013634534957,False,0.0016189171398200118,0.011692851273165758,1.0,0.01641798625774956,0.719826448983832,0.9104441489349501
0.10205224654608318,True,0.11523201403782414,0.10116866500090246,0.8091168091168092,-0.058029693178558404,0.23572002780313486,0.5191318510060045
0.10205224654608318,False,0.0008373164009350034,0.008725506505765224,1.0,0.012984095354314135,0.7459767495363154,0.9125592873437925
0.12639765672843395,True,0.1305625295421238,0.13299221742407955,0.8746438746438746,0.07248092390584684,0.2951252468836425,0.5823167595500233
0.12639765672843395,False,0.004131894925167567,0.018285588303303308,1.0,0.029511514168003558,0.6744426551191081,0.8895649826601023
0.16547336188827041,True,0.17411603912891802,0.15619212997629206,0.8974358974358975,0.18146250730026509,0.31618321197998633,0.5872786046314908
0.16547336188827041,False,0.005779862623555034,0.03224773395785224,1.0,0.06045342813238716,0.6450634135741941,0.8571367305435365
0.13099852627017852,True,,,,,,
0.13099852627017852,False,0.004187750828825685,0.019710666873908794,1.0,0.03273422798627794,0.6766831627982718,0.8886443792348466
0.11828578881298675,True,,,,,,
0.11828578881298675,False,0.0024285395265743635,0.014524949869979169,1.0,0.018153425756218863,0.6927945478410716,0.9003883054083379
0.12310126509059588,True,0.19674432196528746,0.1744146136444253,0.9088319088319088,0.1366652778320879,0.3038777105734365,0.5590234425762252
0.12310126509059588,False,0.003992257440116139,0.016755553934729977,1.0,0.02638049986728382,0.6747018709165936,0.8937797953924644
0.13588303409123012,True,,,,,,
0.13588303409123012,False,0.005221178813740728,0.02199648282297306,1.0,0.03459605316826396,0.6538618640549976,0.8791097099694899
0.13012844645281527,True,0.23055841125508197,0.18688687570947685,0.7863247863247863,0.24909422650311805,0.4132984308258798,0.3062488106562198
0.13012844645281527,False,0.004187750828825685,0.019710666873908794,1.0,0.03273422798627794,0.6766831627982718,0.8886443792348466
0.3128338527566374,True,0.01164392716505074,0.09507895541336692,0.6894586894586895,0.23572391214713492,0.3046851975330958,0.4927044439566043
0.3128338527566374,False,0.033992550280938845,0.08874421206859386,0.9943019943019943,0.0967503771664734,0.5178936493995729,0.7667980830391004
0.27385271436208286,True,,,,,,
0.27385271436208286,False,0.027969973890339426,0.07725016809247987,0.9971509971509972,0.08928489487078156,0.5338311947897474,0.7794201484467572
0.22776792454292058,True,,,,,,
0.22776792454292058,False,0.012627961715670639,0.05814520511809943,1.0,0.08280483218290838,0.5777242870675431,0.8011823226244921
0.5647050032582649,True,0.18806641334550847,0.12779238228065462,0.7948717948717948,0.18501503825510351,0.2723209046242756,0.5458554643921499
0.5647050032582649,False,0.1286905927543873,0.15191823013920977,0.9715099715099715,0.14646582998911936,0.4221756840880604,0.7278520086375756
0.5528515153546453,True,0.20547607602380563,0.13079475116469022,0.8176638176638177,0.16430307270351746,0.27007932259693035,0.5955176881951026
0.5528515153546453,False,0.1266722988475993,0.15082934376511092,0.9715099715099715,0.13789519379418574,0.4190423437734203,0.7278435735445478
0.5652969319059172,True,0.18806641334550847,0.12779238228065462,0.7948717948717948,0.18501503825510351,0.2723209046242756,0.5458554643921499
0.5652969319059172,False,0.1286905927543873,0.15191823013920977,0.9715099715099715,0.14646582998911936,0.4221756840880604,0.7278520086375756
1.6181402952894206,True,,,,,,
1.6181402952894206,False,0.18677643296632124,0.09814937213190054,0.7948717948717948,0.11410475142995659,0.2321066346745212,0.6202960587426224
1.3222468954557587,True,,,,,,
1.3222468954557587,False,0.2828663845755441,0.12814886221600247,0.8461538461538461,0.1551888328924689,0.27800547125005837,0.5681866456675232
