n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
9,nearest_neighbors,42,0.7009313327947682,0.8516030404688204,0.8207357859531774,0.3697762262479444,1.0,0.5642674629794882
9,rbf,42,0.4278266856369367,0.7469527013372048,0.6357859531772575,0.08981375089341426,0.7413785654347518,0.0
