n_clusters,input_dim,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
6,9,0.17804971087742816,0.24294184505358643,0.4392523364485981,0.5044420172249471,89.5587124266063,1.3942529160357608,0.41766681928312366
