damping,preference,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.5,,0.26894751936445516,0.5040324475236344,0.9438202247191011,0.11190109331193197,0.7621330128874761,0.35661605715891437
0.5,-50.0,0.37787632733849347,0.477533478449465,0.601123595505618,0.27781249434284927,1.0,0.4118733545529589
0.5,-100.0,,,,,,
0.7,,0.26894751936445516,0.5040324475236344,0.9438202247191011,0.11190109331193197,0.7621330128874761,0.35661605715891437
0.7,-50.0,,,,,,
0.7,-100.0,,,,,,
0.9,,0.32341849838259124,0.5385905593937569,0.9550561797752809,0.11220033737835669,0.7786060675210481,0.35674110911799967
0.9,-50.0,,,,,,
0.9,-100.0,,,,,,
