n_clusters,affinity,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,nearest_neighbors,42,0.2708904699078363,0.44877960102895986,0.6987179487179487,-0.0673928787567514,0.44350418533954455,0.2214531372139942
3,rbf,42,-0.0060252369726964605,-0.005560401124931934,0.33974358974358976,0.36006750564751944,1.0,0.5309111103654072
