significance,pval_strategy,n_split_trials,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,table,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,table,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,bootstrap,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.0005,function,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,table,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,bootstrap,25,0.4690783951071319,0.5327370412396023,0.6265664160401002,0.5052414304300723,444.13528268125094,0.8133049897564311,0.5514792082132434
0.001,function,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.001,function,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,5,0.7177248051079339,0.7583314707064839,0.7393483709273183,0.6058084757182184,776.4294615160131,0.5479157219103475,0.646030003988756
0.002,table,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,table,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,bootstrap,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.002,function,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,5,0.7177248051079339,0.7583314707064839,0.7393483709273183,0.6058084757182184,776.429461516013,0.5479157219103475,0.646030003988756
0.005,table,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,table,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,bootstrap,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.005,function,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,5,0.7177248051079339,0.7583314707064839,0.7393483709273183,0.6058084757182184,776.4294615160131,0.5479157219103475,0.646030003988756
0.01,table,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,table,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,5,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,10,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,12,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,15,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,18,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,20,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
0.01,bootstrap,25,0.7210610447722992,0.7626689628966217,0.7393483709273183,0.6057776100469413,776.4480508297623,0.5494051471597006,0.6454089828171506
