amount_intervals,density_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
20,4,0.7593555453344721,0.7550270180587669,0.908,0.31134464788694094,586.596061803141,1.4243181407507919,0.4124871167652559
20,5,0.7048006162032816,0.7197132875492914,0.9,0.30794013885197863,421.1672443072332,0.7780914474786647,0.5624007704541861
20,7,0.5581319732905972,0.6202989216785098,0.847,0.09507486033558735,200.37955086996695,1.0048613452366253,0.4987876106125306
20,10,0.48992751400225065,0.5931778893068614,0.821,0.0992679508607722,214.83814099343257,3.1376365418162737,0.24168386708056186
20,15,0.30001146722185806,0.4986341263818122,0.715,0.06801617010925988,194.72442863453622,1.6874822590076386,0.372095479569511
25,1,0.8949207902909669,0.8630011100752459,0.969,0.22634137964127524,378.19181543518124,0.727727072941432,0.578795120862182
25,3,0.791001513110433,0.7863207412440273,0.928,0.3933721889354167,853.9042269942212,0.9021443812063765,0.5257224477175496
25,4,0.6471200485109581,0.6736580530823145,0.884,0.11367900815374463,220.00571289820354,0.8360859408824854,0.5446368155944629
25,5,0.597776102901662,0.6427962189802645,0.864,0.10505799247621307,198.69109038246077,0.8822230699818253,0.5312866556298537
25,7,0.436624681785586,0.5518934676573718,0.788,0.0045871322803943985,171.72787656103839,2.3218119030699196,0.30104052522535363
25,10,0.2824527701343785,0.45238061542717983,0.71,0.011698820947311209,108.25837725366503,1.6141177224896357,0.3825382427871761
25,15,0.07590401405704454,0.31108680055954335,0.589,-0.320296452194584,33.8498147460991,1.5069312802841182,0.39889406138275435
35,1,0.824123777645331,0.7929625192538626,0.95,0.19579020529799926,336.7771647542395,1.7898408667481789,0.35844338360617456
35,3,0.4733579673359961,0.558481933578501,0.823,0.0361231853203352,93.12237727820086,0.8603952492673381,0.537520185774405
35,4,0.3839397667695712,0.5065065920234891,0.775,-0.020892407649390966,73.55578692472606,0.9231098474793191,0.5199910973940108
35,5,0.3677203043363226,0.5323567748538964,0.74,-0.008664355970186327,173.27279501890965,1.5870137962914026,0.38654606381826945
35,7,0.1250783318251168,0.37998547352600476,0.644,-0.23629689815649413,67.17442987576774,1.656692206096805,0.3764079247513559
35,10,0.018322877220110584,0.23016724333646701,0.506,-0.45738540960158064,19.977304704544395,1.7419056064857554,0.3647098563986233
35,15,0.0030273735683975186,0.07533938354132919,0.381,-0.29414631260205093,12.053588031902493,1.185697824061392,0.4575197856681913
50,1,0.651615201585539,0.6560471083684932,0.896,-0.024585474173530703,127.45681755361359,1.1091782527860534,0.4741182963929583
50,3,0.14214002816835103,0.39419308223272614,0.724,-0.18310652207175945,46.447197840914384,1.4600944946433994,0.4064884508206479
50,4,0.04055058087419662,0.3027298906385591,0.612,-0.30296253301304293,30.174528711646897,1.7612425374518037,0.362155799947528
50,5,0.012167238236149803,0.2220002912905907,0.51,-0.47179534894863456,12.850818244090068,1.5516095127118812,0.3919094967384677
50,7,0.003997503657203789,0.13887273590259047,0.424,-0.6155980574014139,9.724915090927295,1.3706067831969042,0.42183292779220033
50,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
