n_clusters,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.9762285048855622,0.9607068923878753,0.992,0.6506804547579185,3019.9145121484703,0.48984115725097405,0.6712124947905055
