number_clusters,eps,threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,0.01,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.01,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.01,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.01,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.01,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.01,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.05,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.2,0.01,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
2,0.2,0.05,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
2,0.2,0.1,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
2,0.2,0.2,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
2,0.2,0.4,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
2,0.2,0.7,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,21.25243418409066,0.3739388318317683,0.7278344398103779
