min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,euclidean,25,0.2442825252025658,0.3525254096158841,0.4953271028037383,0.43934230396800655,0.866390234573173,0.33292583562707323
5,euclidean,40,0.2442825252025658,0.3525254096158841,0.4953271028037383,0.43934230396800655,0.866390234573173,0.33292583562707323
5,euclidean,70,0.2442825252025658,0.3525254096158841,0.4953271028037383,0.43934230396800655,0.866390234573173,0.33292583562707323
5,euclidean,100,0.2442825252025658,0.3525254096158841,0.4953271028037383,0.43934230396800655,0.866390234573173,0.33292583562707323
5,manhattan,25,0.16421806077360193,0.29255703411220524,0.4953271028037383,0.19567312292706157,0.8477308834691045,0.3841731433339139
5,manhattan,40,0.16421806077360193,0.29255703411220524,0.4953271028037383,0.19567312292706157,0.8477308834691045,0.3841731433339139
5,manhattan,70,0.16421806077360193,0.29255703411220524,0.4953271028037383,0.19567312292706157,0.8477308834691045,0.3841731433339139
5,manhattan,100,0.16421806077360193,0.29255703411220524,0.4953271028037383,0.19567312292706157,0.8477308834691045,0.3841731433339139
10,euclidean,25,0.25717151260825766,0.37333161678451376,0.48130841121495327,0.4943455594718392,1.0,0.37667083194128737
10,euclidean,40,0.25717151260825766,0.37333161678451376,0.48130841121495327,0.4943455594718392,1.0,0.37667083194128737
10,euclidean,70,0.25717151260825766,0.37333161678451376,0.48130841121495327,0.4943455594718392,1.0,0.37667083194128737
10,euclidean,100,0.25717151260825766,0.37333161678451376,0.48130841121495327,0.4943455594718392,1.0,0.37667083194128737
10,manhattan,25,0.2560476989761448,0.3604187128579807,0.48130841121495327,0.49379048294121164,0.9980012567039371,0.367067844457994
10,manhattan,40,0.2560476989761448,0.3604187128579807,0.48130841121495327,0.49379048294121164,0.9980012567039371,0.367067844457994
10,manhattan,70,0.2560476989761448,0.3604187128579807,0.48130841121495327,0.49379048294121164,0.9980012567039371,0.367067844457994
10,manhattan,100,0.2560476989761448,0.3604187128579807,0.48130841121495327,0.49379048294121164,0.9980012567039371,0.367067844457994
15,euclidean,25,0.2515521889872579,0.35894531387779716,0.4672897196261682,0.481539821181524,0.9882848536805401,0.3682945317276456
15,euclidean,40,0.2515521889872579,0.35894531387779716,0.4672897196261682,0.481539821181524,0.9882848536805401,0.3682945317276456
15,euclidean,70,0.2515521889872579,0.35894531387779716,0.4672897196261682,0.481539821181524,0.9882848536805401,0.3682945317276456
15,euclidean,100,0.2515521889872579,0.35894531387779716,0.4672897196261682,0.481539821181524,0.9882848536805401,0.3682945317276456
15,manhattan,25,0.2378828549650772,0.3525380567059552,0.4672897196261682,0.46832270164290835,0.9816474396113061,0.3791360555222204
15,manhattan,40,0.2378828549650772,0.3525380567059552,0.4672897196261682,0.46832270164290835,0.9816474396113061,0.3791360555222204
15,manhattan,70,0.2378828549650772,0.3525380567059552,0.4672897196261682,0.46832270164290835,0.9816474396113061,0.3791360555222204
15,manhattan,100,0.2378828549650772,0.3525380567059552,0.4672897196261682,0.46832270164290835,0.9816474396113061,0.3791360555222204
