n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
2,0.01,30,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.01,50,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.01,70,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.05,30,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.05,50,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.05,70,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.1,30,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.1,50,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.1,70,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948981910752202,0.9962336401043872,0.3898230624093258
2,0.3,30,0.18717419199615046,0.1367823086772974,0.717948717948718,0.2948926024972666,0.9964088452581061,0.39014814246712554
2,0.3,50,0.3041001533472435,0.21261809643932217,0.7777777777777778,0.2640231001833398,0.933065378134546,0.35260990385962426
2,0.3,70,0.18731676514365614,0.13890424240348795,0.717948717948718,0.29569183462706433,0.9992666643575797,0.39247269752701786
2,0.5,30,0.21283805799934832,0.15668839318229805,0.7321937321937322,0.29460144369782887,0.9966577986609697,0.3901050914379544
2,0.5,50,0.279925068051468,0.19778563680408182,0.7663817663817664,0.2722612120948079,0.9537647283639643,0.3639665695086686
2,0.5,70,0.18744300245527884,0.14110657650818256,0.717948717948718,0.293869776227272,1.0,0.39370572163820133
2,0.7,30,0.051498226016088805,0.06777489254032956,0.6410256410256411,0.21397372786756078,0.9495514695254592,0.3854643829738626
2,0.7,50,0.11648778728796158,0.10083126097825296,0.6723646723646723,0.24461740783663177,0.9765518341378349,0.3858015037714951
2,0.7,70,0.14565606078059187,0.11821356651482674,0.6923076923076923,0.2623555655017392,0.9836813062843688,0.3878780763359222
