n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
2,0.01,30,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.01,50,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.01,70,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.05,30,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.05,50,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.05,70,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.1,30,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.1,50,0.5383388964592652,0.41617198440906905,0.8681898066783831,0.3670605426711493,0.9865419515032483,0.4483917112256647
2,0.1,70,0.6602786911229955,0.5364442974274184,0.9068541300527241,0.3618895301466706,0.9931282785664223,0.452100689916924
2,0.3,30,0.7671814058904588,0.6623807985898268,0.9384885764499121,0.36735036162373347,1.0,0.46450674723881274
2,0.3,50,0.68917059294936,0.5656406877341648,0.9156414762741653,0.3545280367495492,0.9842590854764353,0.446542412682822
2,0.3,70,0.5907460479960842,0.48112546264517736,0.8857644991212654,0.3750504780340156,0.9856846567766475,0.45265105678166717
2,0.5,30,0.03567789149812569,0.06175839733831478,0.6520210896309314,0.40702182603267195,0.6852570564686207,0.525477937615484
2,0.5,50,0.03567789149812569,0.06175839733831478,0.6520210896309314,0.40702182603267195,0.6852570564686207,0.525477937615484
2,0.5,70,0.03567789149812569,0.06175839733831478,0.6520210896309314,0.40702182603267195,0.6852570564686207,0.525477937615484
2,0.7,30,0.15791463918565626,0.20520881002184085,0.7205623901581723,0.3999321695767671,0.8814128142433995,0.4919186180929922
2,0.7,50,0.15791463918565626,0.20520881002184085,0.7205623901581723,0.3999321695767671,0.8814128142433995,0.4919186180929922
2,0.7,70,0.15791463918565626,0.20520881002184085,0.7205623901581723,0.3999321695767671,0.8814128142433995,0.4919186180929922
