n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,2,100,100,-0.0020268824225659738,-0.0015785303488870437,0.36217948717948717,0.3537954254207567,227.36289324358353,0.9069081308876843,0.5244091122179495
3,acedec,2,100,200,-0.004252627172503437,-0.004140249964938653,0.3525641025641026,0.3571803229552388,229.0616461188049,0.9005318661169732,0.5261684993701928
3,acedec,2,200,100,-0.005756219174037356,-0.005277675451333729,0.34615384615384615,0.3588947372620847,237.18167281071152,0.8823417686813926,0.5312531531935959
3,acedec,2,200,200,-0.0055053899189848945,-0.005052975707452393,0.3525641025641026,0.35617405053216034,233.0742211322565,0.8863016680364578,0.5301378973178495
3,acedec,5,100,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,5,100,200,-0.005173417771340527,-0.004666014604866898,0.3525641025641026,0.35116520774085,221.8863134642916,0.8861880567637789,0.5301698292564458
3,acedec,5,200,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,5,200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,100,100,-0.00355639866888032,-0.0034864420888897876,0.3557692307692308,0.36309375731000326,235.30721723004638,0.8938263413539903,0.5280315191334018
3,acedec,10,100,200,-0.0052094487398156595,-0.004832693044160624,0.3525641025641026,0.3600460592165298,236.8712874580253,0.8917734188795775,0.5286045305532734
3,acedec,10,200,100,-0.0035494085455940252,-0.003572147850981407,0.36538461538461536,0.35375438020987193,225.0991731548922,0.8945524170492923,0.527829154264029
3,acedec,10,200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
