damping,preference,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.5,,0.22663747824947808,0.24289373488333815,1.0,0.1879804084492634,0.5609969206184622,0.7703989473342026
0.5,-50.0,,,,,,
0.5,-100.0,,,,,,
0.7,,0.12226370773264299,0.38786335476238637,0.9998461538461538,0.165394085772108,0.6965636342172822,0.6810957159563158
0.7,-50.0,,,,,,
0.7,-100.0,,,,,,
0.9,,0.24756601128148256,0.6256054856988233,0.9998461538461538,0.336626647690154,1.0,0.5318364977024993
0.9,-50.0,,,,,,
0.9,-100.0,,,,,,
