n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,2,100,100,0.8625485319615126,0.8490747240485662,0.9550561797752809,0.2971081873865439,82.29952038053253,1.3173877757803345,0.4315203568652941
3,2,100,200,0.822382980225598,0.8127198323378952,0.9382022471910112,0.29623811970613045,81.93610102573571,1.312133720262249,0.43250093679122376
3,2,200,100,0.8805651005550525,0.8495463020225456,0.9606741573033708,0.29228461559744723,80.19007974592398,1.3222386358270153,0.4306189659289134
3,2,200,200,0.8515688400838234,0.8346412613358241,0.949438202247191,0.2966533315426328,82.26983655907573,1.3112418543661974,0.4326678309805125
3,5,100,100,0.8486224348278286,0.818263944577577,0.949438202247191,0.2923656693071702,81.61676942681841,1.3206518655189354,0.4309134062107087
3,5,100,200,0.86494782721085,0.8449867619291619,0.9550561797752809,0.2950728692559146,80.83930985289948,1.3260258656228252,0.4299178331502501
3,5,200,100,0.8470095811871864,0.822876190430128,0.949438202247191,0.29010200881342774,78.48772726748949,1.3555543593491448,0.42452851747234
3,5,200,200,0.8791908099398843,0.8618808291421991,0.9606741573033708,0.29369085841074866,80.2433606236249,1.3385427638686387,0.4276167258732123
3,10,100,100,0.9308728982369983,0.9077962185506343,0.9775280898876404,0.2998758494838216,82.82837562655956,1.311621257328677,0.43259681785224874
3,10,100,200,0.8819060308281067,0.8600483486686428,0.9606741573033708,0.2958876193106788,81.78845575459536,1.3172921198181962,0.4315381696799
3,10,200,100,0.8962913995151285,0.8684163415825782,0.9662921348314607,0.29525379391259926,81.7392695711905,1.3204314734872957,0.43095433389253884
3,10,200,200,0.9471317617859916,0.9268789795255309,0.9831460674157303,0.29749413030507027,81.93185725006178,1.3169796349635619,0.43159637008019136
