threshold1,threshold2,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.2,0.075,0.09582720334079847,0.3592322418408901,0.9196428571428571,0.13076463986392067,54.88304167901065,0.7923246888064014,0.5579346232550922
0.2,0.1,0.09582720334079847,0.3592322418408901,0.9196428571428571,0.13076463986392067,54.88304167901065,0.7923246888064014,0.5579346232550922
0.2,0.15,0.09582720334079847,0.3592322418408901,0.9196428571428571,0.13076463986392067,54.88304167901065,0.7923246888064014,0.5579346232550922
0.2,0.2,0.09582720334079847,0.3592322418408901,0.9196428571428571,0.13076463986392067,54.88304167901065,0.7923246888064014,0.5579346232550922
0.2,0.3,0.15613599719290222,0.36955861950460067,0.9107142857142857,0.05128376968985539,44.055190486176656,0.7631258818142235,0.5671744770549331
0.2,0.5,0.23790468260650668,0.4065582870972937,0.9107142857142857,0.04594051889921443,40.662597913434176,0.7575894505908186,0.5689610845489811
0.2,0.75,0.3764858166441497,0.4254914007831369,0.8779761904761905,-0.021856437554136517,31.73125793064289,0.728829792028805,0.578425941414676
0.2,1.0,0.42064734258000075,0.42862642033228177,0.8720238095238095,-0.05600109822914666,27.699595148577018,0.7073464364355665,0.5857042124899406
0.3,0.001,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.005,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.01,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.05,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.075,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.1,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.15,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.2,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.3,0.33618382846047334,0.49635609331054587,0.8779761904761905,0.1489964062286106,62.3095406545107,0.9134044782468647,0.5226286503291969
0.3,0.5,0.41935511577978074,0.5505636006551418,0.8363095238095238,0.06656539456898937,45.66281905934448,0.78251018827467,0.5610066111139155
0.3,0.75,0.5774990732517498,0.535432094544205,0.8035714285714286,-0.03284712170859943,33.708057823850076,0.7038986461950574,0.5868893682338914
0.3,1.0,0.6043375970638004,0.5497764022590194,0.7827380952380952,-0.07971642721890622,35.011016887135476,0.7074391138025793,0.5856724212981944
0.5,0.001,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.005,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.01,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.05,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.075,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.1,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.15,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.2,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.3,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.5,0.4172796780062524,0.5847984985833847,0.7886904761904762,0.17860935476543524,78.8553495435136,1.0153740703338867,0.49618580228847053
0.5,0.75,0.30710697149162375,0.406900004199785,0.5952380952380952,-0.012510813543154167,18.594368422668392,1.0206332674774194,0.4948943561878553
0.5,1.0,0.10955674269777278,0.23685582509373854,0.49702380952380953,-0.11079038349318149,13.51173107023146,0.8019325635676178,0.5549597250299511
0.75,0.001,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.005,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.01,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.05,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.075,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.1,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.15,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.2,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.3,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.5,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,0.75,0.05626724576685785,0.12993659512151015,0.4732142857142857,0.08951606570257174,17.632831856377162,1.403842983207289,0.41600054869880315
0.75,1.0,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.001,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.005,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.01,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.05,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.075,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.1,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.15,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.2,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.3,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.5,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,0.75,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
1.0,1.0,0.03805441187768192,0.10394189359161857,0.44345238095238093,0.5089381766959041,29.717430287942122,0.5906787850655295,0.6286624360548092
