significance,pval_strategy,n_split_trials,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.0005,table,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.0005,table,10,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.0005,table,15,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.0005,table,20,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.0005,bootstrap,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.0005,bootstrap,10,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.0005,bootstrap,15,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.0005,bootstrap,20,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,table,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,table,10,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.001,table,15,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,table,20,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.001,bootstrap,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,bootstrap,10,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,bootstrap,15,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.001,bootstrap,20,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.005,table,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.005,table,10,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.005,table,15,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.005,table,20,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.005,bootstrap,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.005,bootstrap,10,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.005,bootstrap,15,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.005,bootstrap,20,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.01,table,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,table,10,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,table,15,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,1.0,0.6339892119014169
0.01,table,20,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,bootstrap,5,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,bootstrap,10,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,bootstrap,15,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
0.01,bootstrap,20,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,0.9999960299586039,0.6340626415001498
