n_clusters,input_dim,init,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
9,2,random,0.5948744825133898,0.7941824255251106,0.6692307692307692,0.6431709512159589,1.0,0.67520442279429
