damping,preference,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.5,,0.3102639732371483,0.48090852008655305,0.9968,0.12275091343097015,0.6382359601555657,0.6400501065668203
0.5,-50.0,,,,,,
0.5,-100.0,,,,,,
0.7,,0.7362715717973618,0.8978134207557809,0.9968,0.3745307147543157,0.9903961881106796,0.0
0.7,-50.0,,,,,,
0.7,-100.0,,,,,,
0.9,,0.8481739469138556,0.9300607098961692,0.994,0.5023626600088135,1.0,0.19505637687131916
0.9,-50.0,,,,,,
0.9,-100.0,,,,,,
