bandwidth,bin_seeding,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
,True,0.4276661891421624,0.41723693899693265,0.6369047619047619,0.37111697663449195,0.8835733147274668,0.5568136799736881
,False,0.4276661891421624,0.41723693899693265,0.6369047619047619,0.37111697663449195,0.8835733147274668,0.5568136799736881
0.1,True,0.02366710845224668,0.17630548254245415,0.9404761904761905,0.126499218470328,0.8007664704017746,0.6680248188762019
0.1,False,0.023446431393525327,0.1583243471973692,0.9494047619047619,0.1046369643257887,0.7968505381173778,0.7058623836009572
0.2,True,0.608115423145551,0.5772849428437958,0.8571428571428571,0.10600848616463039,0.7680151612699379,0.5483227175019108
0.2,False,0.5080649259240255,0.5163497610990793,0.8482142857142857,0.13704967876343505,0.7683851957037996,0.5563864611174013
0.3,True,0.6896633192073969,0.6522827388799487,0.7797619047619048,0.3099229587766055,0.8268821158704409,0.5991601336198258
0.3,False,0.6896633192073969,0.6522827388799487,0.7797619047619048,0.3099229587766055,0.8268821158704409,0.5991601336198258
0.1107126544219287,True,0.04010835623254938,0.22537950872142926,0.9434523809523809,0.12458827094380173,0.7771669916298326,0.6404747898728909
0.1107126544219287,False,0.03327861977812784,0.2068648762547799,0.9434523809523809,0.12103284935812754,0.7798302380055876,0.671071810553077
0.07913943956383637,True,0.010552456389021287,0.10143761351639863,0.9613095238095238,0.09607843004463959,0.8500404344433419,0.7367349849039959
0.07913943956383637,False,0.010623610059946352,0.08439032973382385,0.9732142857142857,0.08037351634325549,0.861722445785401,0.7710217865998197
0.0873733167628612,True,0.01432253103946563,0.12604060710742615,0.9494047619047619,0.10605396770088917,0.8233577669354727,0.7074135111996083
0.0873733167628612,False,0.01349138907552539,0.10922040984539005,0.9583333333333334,0.0927158325151354,0.8285390283055304,0.740694522450632
0.12037416156092265,True,0.06597879261628115,0.2747380798802963,0.9285714285714286,0.1403782849404926,0.7735868259980113,0.6059638101406162
0.12037416156092265,False,0.05238245196769646,0.25223678630005375,0.9345238095238095,0.13007230941498782,0.7667835291043311,0.6359735814523094
0.1536306271778956,True,0.17717118328471562,0.39347386691159675,0.9017857142857143,0.14096921482566233,0.770792731915816,0.5627738292063791
0.1536306271778956,False,0.17360556324183402,0.3725072528903299,0.9047619047619048,0.1323707270091395,0.7518063913649413,0.5780172866184399
0.056380480150518116,True,0.003442152239378868,0.038586455445910606,0.9910714285714286,0.04972175492568257,0.9403502921028136,0.8277370404273002
0.056380480150518116,False,0.0019193397000451169,0.023515262439346585,1.0,0.029096974517950833,1.0,0.8791468595048035
0.11009013634534957,True,0.04023995488074119,0.22160649584369752,0.9434523809523809,0.12980091216270534,0.7804352596199496,0.6464592399395253
0.11009013634534957,False,0.03567715848437034,0.20599024705824318,0.9434523809523809,0.11584739538740321,0.7731646567323281,0.6713841824840635
0.10205224654608318,True,0.027069523376190386,0.19153167700677878,0.9404761904761905,0.12671149110748794,0.7925237276504843,0.6581493416302643
0.10205224654608318,False,0.02362193808566389,0.1640585788733272,0.9553571428571429,0.1059715646407063,0.7958538250615935,0.700507772077498
0.12639765672843395,True,0.06315872686985244,0.2916116597695393,0.9196428571428571,0.12857039715546043,0.7726323333047723,0.5986725226919866
0.12639765672843395,False,0.06686004201189667,0.27578720066210083,0.9226190476190477,0.13684449534578177,0.765185121623341,0.6261824288552759
0.16547336188827041,True,0.33583260557333916,0.4333486105723984,0.8869047619047619,0.10703137269607506,0.7383887118516912,0.5481781013064833
0.16547336188827041,False,0.31467575969597006,0.4304899532155829,0.8869047619047619,0.09648441146106912,0.7289939932425595,0.5590551736537709
0.13099852627017852,True,0.07863064670749641,0.3021340693086289,0.9077380952380952,0.1400019155667746,0.7228389983215403,0.5825344030739711
0.13099852627017852,False,0.0681411878863408,0.2905415959110164,0.9196428571428571,0.12600139058090004,0.7619564908118572,0.6241393885098134
0.11828578881298675,True,0.06676780183388449,0.262575911448896,0.9315476190476191,0.13713800518443803,0.7673827057278002,0.6318152393586692
0.11828578881298675,False,0.047406227239947175,0.24214427383613027,0.9404761904761905,0.13060424032924445,0.7722275460703438,0.6489784324599696
0.12310126509059588,True,0.05401911039150772,0.2758426368410851,0.9196428571428571,0.14824997493115427,0.7819049312737114,0.6035942380650698
0.12310126509059588,False,0.059458881241898284,0.2644862835527521,0.9285714285714286,0.13016957021905512,0.7630965240410501,0.6281233215569384
0.13588303409123012,True,0.09978888466003848,0.3260523152098709,0.9136904761904762,0.14885376612406606,0.7712050102300152,0.5851959403510792
0.13588303409123012,False,0.09617408428955079,0.31296666556116326,0.9107142857142857,0.11225865562867761,0.7405010084294199,0.6012987390520473
0.13012844645281527,True,0.0754863055047801,0.2950737520350471,0.9077380952380952,0.14037761077452718,0.7222487286715042,0.5821770738524347
0.13012844645281527,False,0.07932912008496736,0.29005295700093076,0.9226190476190477,0.13133069294090163,0.7582454603355664,0.62486886316608
0.3128338527566374,True,0.6794125903022067,0.6619235974375598,0.7767857142857143,0.3788766959476972,0.8467552294149482,0.6124668741106858
0.3128338527566374,False,0.6795490886554122,0.6626409533599787,0.7767857142857143,0.37477684598330996,0.8464869830050858,0.6120343198471211
