n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,0.01,30,0.9645613288567468,0.9465934520066882,0.988,0.649988974591643,0.9993978873548491,0.6699586792915995
3,0.01,50,0.9360536386825512,0.9217167943399847,0.978,0.6394853284400683,0.9942649135695603,0.6682739164292107
3,0.01,70,0.9645649647332436,0.9495608136843586,0.988,0.6489353963575866,0.9987656110053322,0.6693246419943667
3,0.05,30,0.8907036920540891,0.8619293528401466,0.962,0.6142244661413463,0.9694362585588121,0.6661274000856835
3,0.05,50,0.9382121442977668,0.9072012733538849,0.979,0.6400067881226242,0.9899074186043214,0.670800411095933
3,0.05,70,0.848678074858706,0.8545931083208703,0.945,0.6006319463211539,0.9724150717519301,0.6463385611808568
3,0.1,30,0.9587306352500053,0.940301235399628,0.986,0.6472543840587118,0.997967110674265,0.6711272875841956
3,0.1,50,0.9587306352500053,0.940301235399628,0.986,0.6472543840587118,0.997967110674265,0.6711272875841956
3,0.1,70,0.9587306352500053,0.940301235399628,0.986,0.6472543840587118,0.997967110674265,0.6711272875841956
3,0.3,30,0.9791683787123099,0.964626810932133,0.993,0.6513503380809853,1.0,0.6711105052189704
3,0.3,50,0.9791683787123099,0.964626810932133,0.993,0.6513503380809853,1.0,0.6711105052189704
3,0.3,70,0.9791683787123099,0.964626810932133,0.993,0.6513503380809853,1.0,0.6711105052189704
3,0.5,30,,,,,,
3,0.5,50,,,,,,
3,0.5,70,,,,,,
3,0.7,30,,,,,,
3,0.7,50,,,,,,
3,0.7,70,,,,,,
