significance,split_viewers_threshold,pval_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,0.005,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.005,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.005,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.0005,0.01,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.0005,0.01,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.01,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.0005,0.05,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.0005,0.05,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.05,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.1,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.0005,0.1,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.0005,0.1,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.005,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.005,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.005,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.01,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.001,0.01,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.01,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.05,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.001,0.05,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.001,0.05,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.001,0.1,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.1,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.001,0.1,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.005,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.005,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.005,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.01,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.01,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.01,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.05,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.05,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.05,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.005,0.1,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.1,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.005,0.1,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.01,0.005,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.005,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.01,0.005,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.01,0.01,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.01,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.01,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.05,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.05,function,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.05,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.01,0.1,table,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.01,0.1,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.01,0.1,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.1,0.005,table,0.8512370465828365,0.8768613136913038,0.994,0.5242724383802233,2342.1379724018725,0.8292539185227187,0.5466709623383432
0.1,0.005,function,0.8510888526518597,0.8767960303354322,0.994,0.5241125734250557,2342.0475206482324,0.8295777488941578,0.5465742030391574
0.1,0.005,bootstrap,0.8487033873233574,0.8714850602828246,0.993,0.5243185910385189,2341.851497059861,0.8319652146733996,0.5458618930044906
0.1,0.01,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.01,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.01,bootstrap,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.05,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.05,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.05,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
0.1,0.1,table,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.1,function,0.9821173784975067,0.9690841238806026,0.994,0.6513859913483638,3027.624938372373,0.4902336582504209,0.6710357093759579
0.1,0.1,bootstrap,0.9821173784975067,0.9690841238806024,0.994,0.6513859913483638,3027.6249383723734,0.4902336582504209,0.6710357093759579
