significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.001,NAM,3,0.9616694960547714,0.9446461024732654,0.987,0.6480805684162372,0.9978191718640153,0.6682133285254727
0.001,NAM,5,0.5669015135768283,0.7248350963611541,0.666,0.5728257716225521,0.9080336601754243,0.6172361615905105
0.001,NAM,10,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.001,NAM,15,0.5315055318188437,0.6378926499381246,0.661,0.4169403282819845,0.8117826907607726,0.5215755581866103
0.001,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.001,SAM,3,0.5155012550134572,0.6068422104303124,0.657,0.5263060793179418,0.8870416527067014,0.5890696174104716
0.001,SAM,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.001,SAM,10,0.5691077833040713,0.7258570199906331,0.667,0.573116049116213,0.9085249062994183,0.6164931985309788
0.001,SAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.001,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.005,NAM,3,0.9644164049643246,0.9405049284409059,0.988,0.6463769554842742,0.9899798201691941,0.6696414137201169
0.005,NAM,5,0.9762291505557891,0.9614218328186536,0.992,0.6499792222245904,0.9991663794543396,0.6695738733431218
0.005,NAM,10,0.5344374533978757,0.64592298954599,0.661,0.34376172432800056,0.7414174872297442,0.45663639356910074
0.005,NAM,15,0.5315055318188437,0.6378926499381246,0.661,0.4169403282819845,0.8117826907607726,0.5215755581866103
0.005,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.005,SAM,3,0.7957520215702908,0.8042919300403095,0.926,0.5717843218563032,0.9533941964160767,0.6331701092147414
0.005,SAM,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.005,SAM,10,0.5477258347445167,0.664800623945894,0.667,0.3535773543834133,0.750478421906637,0.458979896594812
0.005,SAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.005,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.01,NAM,3,0.9616694960547714,0.9446461024732654,0.987,0.6480805684162372,0.9978191718640153,0.6682133285254727
0.01,NAM,5,0.9762286483708661,0.9607067438360821,0.992,0.6489732889567249,0.9960562491675845,0.668660730909071
0.01,NAM,10,0.5344374533978757,0.64592298954599,0.661,0.34376172432800056,0.7414174872297442,0.45663639356910074
0.01,NAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.01,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.01,SAM,3,0.7894331689994415,0.7976473618026182,0.924,0.5686606739782448,0.9510395143460457,0.6311905777963011
0.01,SAM,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.01,SAM,10,0.5691077833040713,0.7258570199906332,0.667,0.573116049116213,0.9085249062994183,0.6164931985309788
0.01,SAM,15,0.5359678845768069,0.6413134377736667,0.667,0.35165574747304673,0.7507649733624643,0.4551003110575551
0.01,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,NAM,3,0.9674634824934869,0.9492472427272646,0.989,0.6464201866168743,0.9929380052308925,0.666772777242351
0.05,NAM,5,0.9762286483708661,0.9607067438360821,0.992,0.6489732889567249,0.9960562491675845,0.668660730909071
0.05,NAM,10,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,NAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,SAM,3,0.7957520215702908,0.8042919300403095,0.926,0.5717843218563032,0.9533941964160767,0.6331701092147414
0.05,SAM,5,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,SAM,10,0.9645159202322215,0.9437389612702034,0.988,0.6501661735409688,0.9998690685933593,0.6706094758658455
0.05,SAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.05,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.1,NAM,3,0.9674634824934869,0.9492472427272646,0.989,0.6464201866168743,0.9929380052308924,0.666772777242351
0.1,NAM,5,0.9762286483708661,0.9607067438360821,0.992,0.6489732889567249,0.9960562491675845,0.668660730909071
0.1,NAM,10,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.1,NAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.1,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.1,SAM,3,0.4830121512236731,0.5456736308779624,0.662,0.3454689700885593,0.7539043696123401,0.4401725913950901
0.1,SAM,5,0.9703441248278933,0.9559445055524952,0.99,0.6487632471378144,0.9991023092472444,0.6698043224520152
0.1,SAM,10,0.9645159202322215,0.9437389612702034,0.988,0.6501661735409688,0.9998690685933593,0.6706094758658455
0.1,SAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.1,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.5,NAM,3,0.9616694960547714,0.9446461024732654,0.987,0.6480805684162372,0.9978191718640153,0.6682133285254727
0.5,NAM,5,0.9762286483708661,0.9607067438360821,0.992,0.6489732889567249,0.9960562491675845,0.668660730909071
0.5,NAM,10,0.9762286483708661,0.9607067438360819,0.992,0.6489732889567249,0.9960562491675845,0.668660730909071
0.5,NAM,15,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.5,NAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
0.5,SAM,3,0.8456704714456676,0.8312777176383166,0.966,0.47342096837739084,0.9409250846261336,0.5512665014205388
0.5,SAM,5,0.8409496712448679,0.8658297869703907,0.99,0.5177619448676564,0.966080944908665,0.5409737222894394
0.5,SAM,10,0.5192519247656348,0.6162504824876279,0.659,0.4236377830815463,0.8204356241491372,0.527694245584232
0.5,SAM,15,0.9674656426335413,0.9510365651625938,0.989,0.6502295611104099,1.0,0.6700089379782165
0.5,SAM,20,0.5705711831835333,0.7332037453413733,0.667,0.5738773808716731,0.9087761935794081,0.6172441946732293
