n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,2,100,100,-0.0004234861524356802,-0.0003065273443472398,0.512,0.356920660484183,593.1015153459781,1.1658930249105748,0.4617033198309912
2,2,100,200,-0.0009376831262055308,-0.0006768047251399892,0.504,0.36063004821712996,607.1002065397312,1.1546607953659382,0.46411017555557477
2,2,200,100,-0.000985731210072956,-0.0007114669763961742,0.502,0.35473701073087494,583.6045626296619,1.1755459868668445,0.4596547285310064
2,2,200,200,-0.0009654824977018749,-0.0006970762177530374,0.503,0.3553263691010473,587.037591414214,1.172438789037394,0.460312163935859
2,5,100,100,-0.0009859719280806104,-0.0007114077665503905,0.502,0.3612003762283056,609.4714650876248,1.1527058385175473,0.4645316522617165
2,5,100,200,-0.0009975145462955506,-0.0007201914049932382,0.501,0.36007388318427214,605.1821875465553,1.1562682012886523,0.46376420122615974
2,5,200,100,-0.0009658676386906173,-0.0006969890177094749,0.503,0.3530268497662446,575.5071024877236,1.1831218255123206,0.458059641158746
2,5,200,200,-0.0009657713534156461,-0.0006970108149720925,0.503,0.3600893327964376,605.2288693636433,1.1564260960732466,0.46373024413911246
2,10,100,100,-0.0009859719280806104,-0.0007114077665503905,0.502,0.3612179612350801,609.6096095244225,1.1526094876085118,0.46455244472185786
2,10,100,200,-0.0010018595748819852,-0.0007229915424195243,0.5,0.3483408209095328,551.452996593068,1.2053456242610838,0.4534436638860436
2,10,200,100,-0.0009859879759519037,-0.0007114038197266917,0.502,0.3572183363834681,601.0809756189044,1.1615793561224719,0.46262469946689366
2,10,200,200,-0.0008574585741649002,-0.000619050481181414,0.506,0.3578723123181526,603.5038606514902,1.1586561717905204,0.4632511712926193
