significance,split_viewers_threshold,pval_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.0005,0.005,table,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.005,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.0005,0.005,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.01,table,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.01,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.0005,0.01,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.0005,0.05,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.0005,0.05,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.05,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.1,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.0005,0.1,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.0005,0.1,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.005,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.005,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.001,0.005,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.01,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.01,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.001,0.01,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.05,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.05,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.05,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.001,0.1,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.001,0.1,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.001,0.1,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.005,0.005,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.005,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.005,0.005,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.01,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.01,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.005,0.01,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.05,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.05,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.05,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.1,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.1,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.005,0.1,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.005,table,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.01,0.005,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.01,0.005,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.01,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.01,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.01,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.05,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.05,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.05,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.01,0.1,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.1,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.01,0.1,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.005,table,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.1,0.005,function,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.1,0.005,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.01,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.01,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.01,bootstrap,0.8384287839784489,0.8231379154557201,0.942,0.6414054397763467,3569.9943992863764,0.5773139057064846,0.6339892119014169
0.1,0.05,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.05,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.05,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.1,table,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.1,function,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
0.1,0.1,bootstrap,0.8409561523882422,0.8250565958258244,0.943,0.6414490443324129,3569.878424848331,0.5771312399577224,0.6340626415001498
