min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.5215902026633327,0.61781579985546,0.648,0.4431904047854348,0.9714508847888641,0.2532935614445246
5,0.05,0.1,0.5215902026633327,0.61781579985546,0.648,0.4431904047854348,0.9714508847888641,0.2532935614445246
5,0.1,0.05,0.5558312210483346,0.7096814414194019,0.666,0.49448844731693725,0.9973689414308582,0.33282741843374103
5,0.1,0.1,0.5558312210483346,0.7096814414194019,0.666,0.49448844731693725,0.9973689414308582,0.33282741843374103
10,0.05,0.05,0.5475813444282454,0.7017649012019507,0.666,0.4821598716285181,0.9968917831584129,0.2660327530030397
10,0.05,0.1,0.5475813444282454,0.7017649012019507,0.666,0.4821598716285181,0.9968917831584129,0.2660327530030397
10,0.1,0.05,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
10,0.1,0.1,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
15,0.05,0.05,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
15,0.05,0.1,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
15,0.1,0.05,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
15,0.1,0.1,0.5702013104999563,0.7304983632572256,0.667,0.48722154811591006,1.0,0.6487900658101187
