ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,2,0.024614255462670345,0.2845405001239243,0.9988412514484357,0.09013764241435389,584.8496712899706,1.0335351585461232,0.49175446797534117
0.01,5,0.022277299448766108,0.28316533269313326,0.9988412514484357,0.15860475757703563,689.2385062948399,0.7966400600147285,0.5565945134229069
0.01,10,0.022268166228893663,0.28388394320253685,0.9988412514484357,0.14826532044493274,726.4241138785977,0.8760976165500934,0.533021305063472
0.05,2,0.1643658009885693,0.5293194212585266,1.0,0.2508695882520261,773.1616057586504,1.2182003284980014,0.4508159101559257
0.05,5,0.18818498296322742,0.5474328367915995,0.9988412514484357,0.3169613561133551,684.8660415980345,0.8882497806359427,0.5295909525609533
0.05,10,0.18253658895303568,0.5445028089930127,0.9988412514484357,0.34168270656790817,934.3347795988217,0.8389561237804946,0.5437867641693468
0.1,2,0.722757875874011,0.8639959397293214,0.9988412514484357,0.5969864302351962,1473.6326164546242,0.5622882926144859,0.6400867270959973
0.1,5,0.722757875874011,0.8639959397293214,0.9988412514484357,0.5969864302351962,1473.6326164546242,0.5622882926144859,0.6400867270959973
0.1,10,0.722757875874011,0.8639959397293214,0.9988412514484357,0.5969864302351962,1473.6326164546242,0.5622882926144859,0.6400867270959973
0.2,2,0.8931601324123922,0.9002681888978775,0.9269988412514485,0.48219391958255303,494.4940655660115,0.8762550730902423,0.5329765735705504
0.2,5,0.8931601324123922,0.9002681888978775,0.9269988412514485,0.48219391958255303,494.4940655660115,0.8762550730902423,0.5329765735705504
0.2,10,0.8931601324123922,0.9002681888978775,0.9269988412514485,0.48219391958255303,494.4940655660115,0.8762550730902423,0.5329765735705504
