number_cluster,number_represent_points,compression,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,3,0.1,0.0001681728487266126,0.011794694475222035,0.507,-0.1434674018125923,3.49280998067814,1.4148859606036386,0.4140982291975537
2,3,0.25,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,3,0.5,0.14539526058166094,0.2621616017026532,0.691,0.2659142309240257,298.5765499203611,1.2911986229055623,0.43645277629045504
2,3,0.75,0.007891842743910029,0.0061082343794418405,0.547,0.3361311402401344,529.7384579309553,1.1864374553597965,0.45736501519794975
2,3,0.9,0.01293598350130721,0.009352295556788145,0.559,0.33959514461772783,537.6303220988763,1.223672630584296,0.4497064838798858
2,5,0.1,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,5,0.25,0.11510006253783418,0.23495362262769667,0.67,0.26297144145523066,290.4411203717542,1.1978821152990098,0.45498345568181464
2,5,0.5,0.03729836637120649,0.14239815815206217,0.597,0.20798301867797941,177.4484845020188,0.9782434513597082,0.5054989563153458
2,5,0.75,0.0028492088329273406,0.0020655982721847657,0.531,0.35278037300188647,582.4665816166449,1.1721141278038318,0.460380965806375
2,5,0.9,0.005511614267024746,0.0046468294101887605,0.54,0.30556068317915275,442.8803435846927,1.226606072513921,0.4491140181212938
2,10,0.1,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,10,0.25,0.14085085777194808,0.258236415008209,0.688,0.26408747451912906,283.5976617817398,1.3136067155007167,0.43222557805533407
2,10,0.5,0.05436483077089799,0.1678372162127447,0.617,0.22795109749276707,212.19983719563083,1.038773301374108,0.4904910218934162
2,10,0.75,0.0028492088329273406,0.0020655982721847657,0.531,0.35278037300188647,582.4665816166449,1.1721141278038318,0.460380965806375
2,10,0.9,0.005511614267024746,0.0046468294101887605,0.54,0.30556068317915275,442.8803435846927,1.226606072513921,0.4491140181212938
2,15,0.1,1.0,1.0,1.0,0.11430267341845882,0.024791645441720137,189.94488590696514,0.005237113291880643
2,15,0.25,0.14085085777194808,0.258236415008209,0.688,0.26408747451912906,283.5976617817398,1.3136067155007167,0.43222557805533407
2,15,0.5,0.05436483077089799,0.1678372162127447,0.617,0.22795109749276707,212.19983719563083,1.038773301374108,0.4904910218934162
2,15,0.75,-0.0006771940603587924,-0.00048902840887377,0.509,0.36017103438286674,606.9424929858454,1.1542369084530255,0.46420149802284644
2,15,0.9,0.005511614267024746,0.0046468294101887605,0.54,0.30556068317915275,442.8803435846927,1.226606072513921,0.4491140181212938
