eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.01,1,,,,,,
0.01,3,,,,,,
0.01,5,,,,,,
0.01,10,,,,,,
0.01,15,,,,,,
0.025,1,,,,,,
0.025,3,,,,,,
0.025,5,,,,,,
0.025,10,,,,,,
0.025,15,,,,,,
0.05,1,,,,,,
0.05,3,,,,,,
0.05,5,,,,,,
0.05,10,,,,,,
0.05,15,,,,,,
0.1,1,,,,,,
0.1,3,,,,,,
0.1,5,,,,,,
0.1,10,,,,,,
0.1,15,,,,,,
0.15,1,2.1806214133356728e-05,0.0008031181821969854,1.0,0.002275513555993344,0.8419664578064506,0.8864648176189566
0.15,3,,,,,,
0.15,5,,,,,,
0.15,10,,,,,,
0.15,15,,,,,,
0.2,1,0.0031625720761019895,0.021237149729100915,1.0,0.00583403911744958,0.6265532657320493,0.7278344398103779
0.2,3,-0.03681052848155489,0.06019682311463999,0.632688927943761,-0.3990801235275071,0.2474080990088123,0.36890726359807857
0.2,5,-0.018685610282113383,0.029688960732163715,0.6274165202108963,-0.22301849417824107,0.3617026939246901,0.3333645943348379
0.2,10,,,,,,
0.2,15,,,,,,
0.25,1,0.1056748949675206,0.07670328997060312,0.9929701230228472,-0.07402479087017702,0.4552801531922333,0.6819437028480588
0.25,3,0.0463524060312442,0.1998064410827912,0.6467486818980668,-0.2821758779856464,0.511361653765399,0.32687705115922344
0.25,5,0.002238755395084852,0.18319106606074478,0.6274165202108963,-0.20392130698910033,0.6170455217298677,0.29089426588499634
0.25,10,-0.04577802079259138,0.11104154164621398,0.6274165202108963,-0.17314423326987544,0.5421104276558639,0.35157994076008064
0.25,15,-0.026296925434583857,0.04456123417151546,0.6274165202108963,-0.22067584108932814,0.4070681135426936,0.315955963443862
0.3,1,0.23677258895743944,0.12178836193297195,0.9630931458699473,-0.11721585506409418,0.4448941223451186,0.6408073818031558
0.3,3,0.22336364909409415,0.22795183138719616,0.7644991212653779,-0.22023416720102368,0.5546582559096958,0.31022790215136536
0.3,5,0.22014922164253292,0.26182474627039026,0.7469244288224957,-0.18644204067205097,0.7092744331074315,0.2928545116670425
0.3,10,0.14359061683253163,0.2594168821474282,0.6942003514938488,0.10623950343275461,0.9337423183840261,0.36262362701853657
0.3,15,0.08301259038941633,0.22596385085023118,0.6537785588752196,0.07247077132663825,0.9020773229303994,0.36151577773391386
0.4,1,0.1547220558353417,0.06070525020888218,0.7785588752196837,-0.20079818684497644,0.3517850531881479,0.6589171713517505
0.4,3,0.1639564420823642,0.10268451601457083,0.7135325131810193,0.30657700280415306,0.9510657563389721,0.33170015484769005
0.4,5,0.16522600667833676,0.10197577527327381,0.7135325131810193,0.301003472547497,0.9529630778161587,0.3306475512047198
0.4,10,0.21882486165988368,0.14035333083852933,0.7398945518453427,0.2971025776604889,1.0,0.35063880476946213
0.4,15,0.3953803143221128,0.30150544181280325,0.8260105448154658,0.13198341016320742,0.9495291578329768,0.2934936828538946
