damping,preference,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.5,,0.2144764113811734,0.49002840142820453,0.8779761904761905,0.17996386110739318,0.9976822184495446,0.4419389402623336
0.5,-50.0,,,,,,
0.5,-100.0,0.023134387791600982,0.1707890300559447,0.9255952380952381,0.05493735557908704,0.5828765140466943,0.5937356589407922
0.7,,0.22864046114540854,0.5116632091916279,0.8839285714285714,0.18023655214431533,1.0,0.4407938522742626
0.7,-50.0,,,,,,
0.7,-100.0,,,,,,
0.9,,,,,,,
0.9,-50.0,,,,,,
0.9,-100.0,,,,,,
