n_clusters,init,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,acedec,2,100,100,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,acedec,2,100,200,0.529518540777295,0.43767895607676666,0.864,0.49404827411038765,1360.623982459881,0.8075784109088525,0.5532263463454394
2,acedec,2,200,100,0.44306069531169723,0.4776988858192573,0.833,0.4302468767627594,972.8534611244035,0.8493203281524533,0.5407392028178487
2,acedec,2,200,200,0.44573033048101507,0.479537196456998,0.834,0.43095884253773287,977.0166169838435,0.8489829060196703,0.5408378826782737
2,acedec,5,100,100,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,acedec,5,100,200,0.5383048031696273,0.4599641533003139,0.867,0.48455520439915856,1297.5702352507078,0.8150257216606609,0.550956379331665
2,acedec,5,200,100,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,acedec,5,200,200,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,acedec,10,100,100,0.5295132306560197,0.4263063305083296,0.864,0.5012557579349639,1413.6941585825075,0.8032564006842696,0.5545523086015592
2,acedec,10,100,200,0.5383048031696273,0.459964153300314,0.867,0.48455520439915856,1297.5702352507078,0.8150257216606609,0.550956379331665
2,acedec,10,200,100,0.470117884025157,0.4963822233268958,0.843,0.4365848392760794,1005.2393704269246,0.8498580845161187,0.5405820091661666
2,acedec,10,200,200,0.512168179899583,0.41105328160955007,0.858,0.5005550463754841,1411.8513819220248,0.8035119064140789,0.5544737445001399
