amount_intervals,density_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
10,15,0.05068068384693674,0.16236959490327255,0.49122807017543857,0.11065302105198746,47.61992319431082,0.9604544882968347,0.5100858020268354
12,1,0.6433594548458879,0.6753286673568046,0.7518796992481203,0.3907061553238111,128.07185328168458,0.5718722958376697,0.6361839970384412
12,3,0.4046063932107056,0.5469592705100308,0.7192982456140351,0.13307495536951616,52.170544847017055,0.9379777332248987,0.5160018006687551
12,4,0.3176074987518089,0.47758045221540224,0.6691729323308271,0.17002461656440337,64.30180528761244,0.8768454966044054,0.5328089082501479
12,5,0.25317038574033723,0.41178929277595694,0.631578947368421,0.09761240956948823,48.55590507285469,0.9312102044032537,0.5178100228136487
12,7,0.16870150289803762,0.4310042452898141,0.6165413533834586,-0.07491237731032567,43.32557437926013,1.4352864744237257,0.4106293080926486
12,10,-0.03957329027552793,0.22401339476761326,0.5037593984962406,-0.28066723912752517,14.574364985154729,1.5768443551322404,0.38807155659530757
12,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,1,0.44459457310052636,0.5643732232899104,0.7393483709273183,0.08375622914169464,34.7130163688708,0.8090912891047278,0.5527637029831004
20,3,0.08470500056105953,0.36244904933995487,0.6015037593984962,-0.2505379079354161,15.279872983217997,1.8962511533621877,0.3452739237890762
20,4,0.08949679636185773,0.31359964117272177,0.581453634085213,-0.3367019674684468,11.34670996873145,1.9106223297844778,0.34356913632076985
20,5,0.04081830865651786,0.1702063746908837,0.5037593984962406,-0.43013652382319484,13.02518012172841,1.921002500863711,0.34234821767674284
20,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
25,1,0.3919850090191885,0.5405004561589661,0.7142857142857143,-0.2178251975663348,29.326250160562477,1.2383438795533246,0.4467588779073375
25,3,0.01214712398847923,0.17778990648869641,0.531328320802005,-0.5253905670616822,5.425458455418664,1.324187579309374,0.4302578711384161
25,4,-0.00803736615708529,0.020250045906562958,0.40852130325814534,-0.4675500724539994,3.6830258465678436,1.8261304023903129,0.3538407141985416
25,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
25,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
25,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
25,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,1,0.04574873841052124,0.34599005644306324,0.6365914786967418,-0.19869190110842733,9.902214944484246,1.1664258445579299,0.4615897666250631
35,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
35,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,1,-0.01179540265080775,0.05655043333940104,0.47117794486215536,-0.6446810103259817,1.7241718268791946,1.3199370427227735,0.4310461799542452
50,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
