min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,euclidean,25,0.04506153735919194,0.41296255765889184,0.5022,-0.2549920355267866,0.46214839967447746,0.229709644697634
5,euclidean,40,0.04506153735919194,0.41296255765889184,0.5022,-0.2549920355267866,0.46214839967447746,0.229709644697634
5,euclidean,70,0.04506153735919194,0.41296255765889184,0.5022,-0.2549920355267866,0.46214839967447746,0.229709644697634
5,euclidean,100,0.04506153735919194,0.41296255765889184,0.5022,-0.2549920355267866,0.46214839967447746,0.229709644697634
5,manhattan,25,0.0826115822781489,0.4613399412602002,0.5328,-0.21291911455152307,0.4674283821321398,0.3154974175991073
5,manhattan,40,0.0826115822781489,0.4613399412602002,0.5328,-0.21291911455152307,0.4674283821321398,0.3154974175991073
5,manhattan,70,0.0826115822781489,0.4613399412602002,0.5328,-0.21291911455152307,0.4674283821321398,0.3154974175991073
5,manhattan,100,0.0826115822781489,0.4613399412602002,0.5328,-0.21291911455152307,0.4674283821321398,0.3154974175991073
10,euclidean,25,0.6037914931787174,0.821856035022324,0.8376,0.39050426853922965,0.9626254296498096,0.0
10,euclidean,40,0.6037914931787174,0.821856035022324,0.8376,0.39050426853922965,0.9626254296498096,0.0
10,euclidean,70,0.6037914931787174,0.821856035022324,0.8376,0.39050426853922965,0.9626254296498096,0.0
10,euclidean,100,0.6037914931787174,0.821856035022324,0.8376,0.39050426853922965,0.9626254296498096,0.0
10,manhattan,25,0.5453246048863625,0.7980096555628471,0.8186,0.34108677297256484,0.9202046196978797,0.18901749262436673
10,manhattan,40,0.5453246048863625,0.7980096555628471,0.8186,0.34108677297256484,0.9202046196978797,0.18901749262436673
10,manhattan,70,0.5453246048863625,0.7980096555628471,0.8186,0.34108677297256484,0.9202046196978797,0.18901749262436673
10,manhattan,100,0.5453246048863625,0.7980096555628471,0.8186,0.34108677297256484,0.9202046196978797,0.18901749262436673
15,euclidean,25,0.6666280740776367,0.8385408307910419,0.8528,0.4716385833012704,1.0,0.060608485108822774
15,euclidean,40,0.6666280740776367,0.8385408307910419,0.8528,0.4716385833012704,1.0,0.060608485108822774
15,euclidean,70,0.6666280740776367,0.8385408307910419,0.8528,0.4716385833012704,1.0,0.060608485108822774
15,euclidean,100,0.6666280740776367,0.8385408307910419,0.8528,0.4716385833012704,1.0,0.060608485108822774
15,manhattan,25,0.6595901275202035,0.8375074181448531,0.8518,0.46589551880416585,0.9967292700252779,0.08827404569039798
15,manhattan,40,0.6595901275202035,0.8375074181448531,0.8518,0.46589551880416585,0.9967292700252779,0.08827404569039798
15,manhattan,70,0.6595901275202035,0.8375074181448531,0.8518,0.46589551880416585,0.9967292700252779,0.08827404569039798
15,manhattan,100,0.6595901275202035,0.8375074181448531,0.8518,0.46589551880416585,0.9967292700252779,0.08827404569039798
