n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
3,0.01,30,0.0020655589142249534,0.0015703473154221148,0.3782051282051282,0.3462092349669858,1.0,0.5257849199777882
3,0.01,50,-0.00018390727504877689,-0.0005171091304872019,0.3717948717948718,0.3215806024501733,0.9858637213496517,0.517335633743502
3,0.01,70,-0.0002014790892385706,-0.0007725152797245178,0.375,0.3117727745987209,0.9704634868650558,0.5118804884366353
3,0.05,30,0.027015775298888836,0.06140585539705415,0.42628205128205127,0.29965565551055295,0.9528129851717612,0.49938380603247995
3,0.05,50,0.0011727229602192988,0.0027072778809081426,0.3717948717948718,0.310820072785326,0.9691516288864549,0.5135294340562169
3,0.05,70,0.0011727229602192988,0.0027072778809081426,0.3717948717948718,0.310820072785326,0.9691516288864549,0.5135294340562169
3,0.1,30,0.01532403242755916,0.012047956890501393,0.42628205128205127,0.3196396694266254,0.9741732686877269,0.5163950547483146
3,0.1,50,0.01532403242755916,0.012047956890501393,0.42628205128205127,0.3196396694266254,0.9741732686877269,0.5163950547483146
3,0.1,70,0.01532403242755916,0.012047956890501393,0.42628205128205127,0.3196396694266254,0.9741732686877269,0.5163950547483146
3,0.3,30,0.007837713585943406,0.019412070087935652,0.38461538461538464,0.27812982539481484,0.9359291152132669,0.5015136348214876
3,0.3,50,0.007837713585943406,0.019412070087935652,0.38461538461538464,0.27812982539481484,0.9359291152132669,0.5015136348214876
3,0.3,70,0.007837713585943406,0.019412070087935652,0.38461538461538464,0.27812982539481484,0.9359291152132669,0.5015136348214876
3,0.5,30,,,,,,
3,0.5,50,,,,,,
3,0.5,70,,,,,,
3,0.7,30,,,,,,
3,0.7,50,,,,,,
3,0.7,70,,,,,,
