n_clusters,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.9674247207916085,0.9481833942747173,0.989,0.6504053517579055,3013.750848160897,0.49107931781725717,0.6706551342043076
