n_clusters,threshold,branching_factor,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
20,0.01,30,0.9369754693602146,0.9687736902395884,0.959789057350033,0.6343405970030165,1.0,0.6525661614042846
20,0.01,50,0.9077570812783363,0.9570103109904508,0.9334212261041529,0.6111647614714549,0.9885558520756607,0.6292147624884805
20,0.01,70,0.9295541237440325,0.9666793358804083,0.951878707976269,0.636702742213213,0.9994271054550784,0.6465921387857063
20,0.05,30,0.885236951174341,0.9558942702473853,0.9110085695451549,0.6172649253296258,0.9784990680904797,0.6435637757943538
20,0.05,50,0.8865382655922712,0.9571916636182971,0.9116677653263019,0.6165516666153464,0.9779463917177246,0.6430775024158331
20,0.05,70,0.8865382655922712,0.9571916636182971,0.9116677653263019,0.6165516666153464,0.9779463917177246,0.6430775024158331
20,0.1,30,0.8441656946366137,0.9256758970326112,0.8622280817402769,0.5987864500449167,0.9715794101741059,0.6439907465672837
20,0.1,50,0.8441656946366137,0.9256758970326112,0.8622280817402769,0.5987864500449167,0.9715794101741059,0.6439907465672837
20,0.1,70,0.8441656946366137,0.9256758970326112,0.8622280817402769,0.5987864500449167,0.9715794101741059,0.6439907465672837
20,0.3,30,0.16445954548749328,0.4902192366411784,0.1984179301252472,0.4665293404640112,0.8543927796895964,0.5848116620128011
20,0.3,50,0.16445954548749328,0.4902192366411784,0.1984179301252472,0.4665293404640112,0.8543927796895964,0.5848116620128011
20,0.3,70,0.16445954548749328,0.4902192366411784,0.1984179301252472,0.4665293404640112,0.8543927796895964,0.5848116620128011
20,0.5,30,,,,,,
20,0.5,50,,,,,,
20,0.5,70,,,,,,
20,0.7,30,,,,,,
20,0.7,50,,,,,,
20,0.7,70,,,,,,
