amount_intervals,density_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
20,1,0.548735526078221,0.6434084637381865,0.703,0.11240713608472842,163.73699517385137,0.7229340480273998,0.5804052692236871
20,3,0.5766310940899475,0.6365413804139708,0.816,0.16976549938690694,235.16579910447646,1.1352505069320227,0.4683291242659968
20,4,0.529077222679418,0.6030657522677979,0.741,0.15040449311944507,178.57603025529195,1.2936687147695807,0.4359827526794596
20,5,0.5316126807349355,0.6268374330863146,0.701,0.0874856227743448,213.6995037155989,1.4065416539839253,0.41553405001095384
20,7,0.5366652534115207,0.656415367821316,0.668,0.008490361506346297,466.2929606684197,1.8035357912920296,0.356692432144461
20,10,0.45261016010601246,0.5850503114925425,0.633,0.4695756389920619,1019.7577091945191,0.5598134616062339,0.641102301406118
20,15,0.45261016010601246,0.5850503114925425,0.633,0.4695756389920619,1019.7577091945191,0.5598134616062339,0.641102301406118
25,1,0.7100094759011706,0.7070584486673914,0.907,0.27843617925957276,217.67029696909324,0.6312819164891336,0.6130148258813616
25,3,0.526317483064029,0.601464482927046,0.733,0.12016650581146048,142.5170701723068,1.239932291493957,0.44644206603809206
25,4,0.5141825829707412,0.6125787976171407,0.689,-0.1009434251035388,194.952653309222,1.5049300693083465,0.3992127414064365
25,5,0.5040529907436987,0.6214187146472898,0.664,0.11453760251026109,407.84902591022893,1.9983051306229487,0.33352175860508004
25,7,0.557389914070682,0.6457051183397492,0.808,0.2734122207639583,821.0462888486595,0.9345799085755613,0.5169080871600201
25,10,0.4139332960498087,0.5449222528911184,0.738,0.1487107408642118,567.6279691540919,0.9241186947966007,0.5197184574445967
25,15,0.29770043726056866,0.4412599290204012,0.599,-0.10892921518575645,328.16066570724144,1.0990267774299418,0.4764112639022188
35,1,0.6846600464884047,0.6032193475706369,0.957,0.09093364665441368,111.7271877584591,1.8718248098308192,0.3482106556698041
35,3,0.6052600462427414,0.6379063297769949,0.866,-0.007088812966301582,231.50603958481338,3.6482209641127583,0.2151360719984356
35,4,0.43140842547303276,0.5462359760908833,0.647,-0.10893814773098585,196.9787468523718,1.7029048773855529,0.36997232435618416
35,5,0.45430182507720884,0.5583402919834678,0.757,-0.024756264235315847,211.25206479207657,1.4967861789969916,0.4005148732446604
35,7,0.40421375253387715,0.5321563629554549,0.707,0.028982968242259377,344.65847852972723,1.150171112795902,0.46507926464498167
35,10,0.2733485130090291,0.4195029363208415,0.583,-0.13621627028685476,301.55328267993707,1.0705451437194538,0.4829645965620607
35,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,1,0.5464890056149213,0.5255232062771181,0.908,-0.10127081223595928,52.35073398463386,2.0258338899953285,0.33048740821709277
50,3,0.41259494390469703,0.5057604302536042,0.748,-0.11281050611778373,104.26000002393957,2.135161404807913,0.3189628446135036
50,4,0.4065913032813752,0.5237114728089642,0.679,0.001904767564162464,257.00862103188547,1.0188967678861025,0.4953200262176138
50,5,0.3354037236651252,0.46632381320704497,0.626,-0.0907850070639384,191.29900632023552,1.0637005760872584,0.484566419948374
50,7,0.21790552602326282,0.3706933370478418,0.547,0.28845317005641563,464.5712271157434,0.6821384414267073,0.5944813906944836
50,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
