n_clusters,embedding_size,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
8,2,100,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
8,2,100,200,0.46584546363641427,0.5968601241907826,0.8035714285714286,0.2635145882839212,150.56066374998036,1.2297465175578004,0.4484814718290405
8,2,200,100,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
8,2,200,200,0.3635270703604633,0.5428177050651426,0.7559523809523809,0.23047297686678908,136.21540381787824,1.3305794861430058,0.4290778349100423
8,5,100,100,0.3931464030592544,0.5581630962853262,0.7916666666666666,0.2240465633242635,139.09247829591047,1.3331646810320903,0.4286024077638804
8,5,100,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
8,5,200,100,0.7627901622055072,0.6934613136034261,0.875,0.324020031161986,137.56178392661081,1.1860960667648395,0.4574364389575433
8,5,200,200,0.4270712796056294,0.5628772595063384,0.7678571428571429,0.24115607893216373,142.58174720256008,1.3143136120639798,0.43209355671903416
8,10,100,100,0.4444420800314087,0.6093740331803422,0.8363095238095238,0.2624905071971428,152.58216672249995,1.189357316581079,0.4567550451570918
8,10,100,200,0.5223061144271459,0.6541225313954558,0.8482142857142857,0.27018057495200765,149.89111377598041,1.2211733828290599,0.450212490267789
8,10,200,100,0.43296404297174185,0.5737171906116556,0.7738095238095238,0.2583437533327276,140.96986860693178,1.1580147353349028,0.4633888655282095
8,10,200,200,0.4368001343881515,0.6077074241442549,0.8273809523809523,0.26477727743673257,152.9702369135868,1.1772003436741318,0.4593054575365587
